instance family sequential-except-0 sequential-except-1 sequential-except-2 sequential-except-3
si6_m4Dr4_m1296.09 6 327 337 3201 1987
si6_m4Dr4_m1296.02 6 355 7822 4125 11920
si6_m4Dr4_m1296.08 6 347 783 968 9008
si6_m4Dr4_m1296.05 6 382 577 1085 49045
si6_m4Dr4_m1296.07 6 339 492 1059 4566
si6_m4Dr4_m1296.00 6 419 345 812 10437
si6_b06_m200.09 3 3 3 4 4
si6_b06_m200.03 3 3 4 3 4
si6_b06_m200.05 3 3 4 6 5
si6_b06_m200.00 3 4 6 5 5
si6_b06_m200.08 3 4 3 4 6
si6_b06_m200.02 3 3 4 4 4
si6_b06_m200.06 3 3 4 4 4
si6_b06_m200.04 3 3 5 5 5
si6_b06_m200.01 3 3 6 5 6
si6_b06_m200.07 3 3 4 4 4
si4_m4Dr6_m625.02 6 31 37 652 3422
si4_m4Dr6_m625.06 6 382 1679 172823 13498
si4_m4Dr6_m625.03 6 69 58 139 4378
si4_m4Dr6_m625.07 6 118 13531 6744 1641
si4_m4Dr6_m625.08 6 30 479 409 2302
si4_m4Dr6_m625.09 6 31 78 9932 518
si4_m4Dr6_m625.00 6 29 199 360 820
si4_m4Dr6_m625.01 6 56 35 773 1557
si4_m4Dr6_m625.05 6 48 267 6305 6394
si4_m4Dr6_m625.04 6 31 35 1614 7788
si6_b06m_m200.09 4 2 5 7 35
si6_b06m_m200.02 4 4 8 8 10
si6_b06m_m200.05 4 2 3 5 7
si6_b06m_m200.00 4 3 5 8 50
si6_b06m_m200.07 4 3 3 4 66
si6_b06m_m200.04 4 2 3 11 31
si6_b06m_m200.08 4 3 4 25 27
si6_b06m_m200.06 4 3 4 9 41
si6_b06m_m200.03 4 3 3 5 11
si6_b06m_m200.01 4 2 4 6 14
si6_m4Dr4_m256.05 6 5 7 595 1458
si6_m4Dr4_m256.03 6 8 44 195 1078
si6_m4Dr4_m256.02 6 4 43 660 2368
si6_m4Dr4_m256.01 6 5 8 72 572
si6_m4Dr4_m256.08 6 5 114 229 1280
si6_m4Dr4_m256.09 6 7 92 55608 77426
si6_m4Dr4_m256.07 6 5 28 40 137
si6_m4Dr4_m256.06 6 7 23 413 349
si6_m4Dr4_m256.04 6 5 9 22 140
si6_m4Dr4_m256.00 6 6 22 52 48
si4_r001_m600.01 7 883084 1000000 1000000 1000000
si4_r001_m600.08 7 1000000 1000000 1000000 13720
si4_r001_m600.02 7 504934 1000000 1000000 1000000
si4_r001_m600.07 7 48885 1000000 1000000 114030
si4_r001_m600.05 7 1744 1000001 1000000 1000000
si4_r001_m600.06 7 1000000 1000000 1000000 1000000
si4_r001_m600.00 7 1000000 1000000 578 1000000
si4_r001_m600.04 7 17447 1000000 1000001 1000000
si4_r001_m600.09 7 82977 1000001 251925 1000001
si4_r001_m600.03 7 1000001 1000001 1000000 1000000
si2_b09m_m200.08 4 1 2 7 25
si2_b09m_m200.06 4 1 4 75295 3
si2_b09m_m200.03 4 1 2 11 34
si2_b09m_m200.09 4 1 611 33 2
si2_b09m_m200.04 4 2 9 105 4136
si2_b09m_m200.00 4 1 3 26 428
si2_b09m_m200.01 4 1 3 81 3
si2_b09m_m200.05 4 1 2 155 794
si2_b09m_m200.07 4 1 9 527 2
si2_b09m_m200.02 4 1 20 18 4
si6_b03_m200.01 3 3 3 3 5
si6_b03_m200.03 3 3 4 4 4
si6_b03_m200.04 3 3 3 3 4
si6_b03_m200.08 3 3 3 3 4
si6_b03_m200.07 3 3 3 3 3
si6_b03_m200.09 3 3 3 3 4
si6_b03_m200.05 3 3 3 3 4
si6_b03_m200.02 3 3 3 3 3
si6_b03_m200.06 3 3 3 3 4
si6_b03_m200.00 3 3 3 3 3
si6_b09_m200.09 3 4 5 5 4
si6_b09_m200.06 3 3 5 4 6
si6_b09_m200.08 3 5 4 6 21
si6_b09_m200.03 3 3 6 8 6
si6_b09_m200.00 3 3 5 7 9
si6_b09_m200.02 3 3 6 7 4
si6_b09_m200.07 3 3 7 5 11
si6_b09_m200.04 3 3 6 6 28
si6_b09_m200.01 3 3 6 5 13
si6_b09_m200.05 3 3 4 9 5
g10-g11 2 0 0 2 4
g10-g12 2 2 3 5 8
g10-g13 2 0 0 181434 566615
g10-g14 2 0 0 2943 14867
g10-g15 2 0 1000000 1000000 1000000
g10-g16 2 251 423 127 248
g10-g20 2 0 1 1 1
g10-g21 2 1 1 1 1
g10-g22 2 189 323 912 23012
g10-g23 2 1000000 1000000 1000000 1000000
g10-g25 2 0 0 0 1000000
g10-g26 2 1000000 1000000 1000000 1000000
g10-g27 2 1000000 1000000 30 19
g10-g28 2 0 0 0 0
g10-g29 2 12 1 1 1
g10-g30 2 1 1 1 1
g10-g31 2 1 1 1 1
g10-g32 2 1 1 1 1
g10-g33 2 2 11 266 50
g10-g37 2 585688 130503 49 1631
g10-g38 2 2 4 6 9
g10-g40 2 1 1 1 1
g10-g41 2 1 9 86 360
g10-g42 2 6314 11451 15479 15460
g10-g43 2 56085 1 41 82
g10-g44 2 2 1 1 1
g10-g45 2 1 1 1 2
g10-g46 2 10117 82 8 7
g10-g47 2 8097 55 7 7
g10-g48 2 323 7 2 6
g10-g49 2 288684 170 2 1
g10-g50 2 2 2 8 2
g11-g12 2 0 1000000 1000000 1000000
g11-g13 2 0 0 153 1577
g11-g14 2 0 0 0 45
g11-g15 2 0 0 4596 15545
g11-g16 2 1 16 32 115
g11-g20 2 676 3 1 1
g11-g21 2 1 2 1 1
g11-g22 2 1 7 23 50
g11-g23 2 179 1232 4668 10892
g11-g25 2 0 0 0 0
g11-g26 2 98 539 1886 11479
g11-g27 2 599291 1000000 1000000 1000000
g11-g28 2 0 0 0 0
g11-g29 2 26574 94922 247447 56183
g11-g30 2 23819 84522 217650 169988
g11-g31 2 139635 821317 45439 4610
g11-g32 2 1 1 1 1
g11-g33 2 0 0 3 16
g11-g37 2 188 2529 8936 19968
g11-g38 2 0 1000000 1000000 1000000
g11-g40 2 1 1 2 2
g11-g41 2 0 0 1 13
g11-g42 2 4 49 291 762
g11-g43 2 1000000 1000000 1000000 59
g11-g44 2 97667 578904 6884 1790
g11-g45 2 93650 547502 20848 1470
g11-g46 2 1059 3677 6227 8419
g11-g47 2 1033 3615 6103 8235
g11-g48 2 2151 6778 12063 16960
g11-g49 2 1000000 1000000 1000000 1000000
g11-g50 2 1000000 1000000 1000000 1000000
g12-g20 2 129 1463 3235 3995
g12-g21 2 1 1 2 1
g12-g23 2 0 0 0 0
g12-g26 2 0 0 0 0
g12-g27 2 0 5 66 1094
g12-g29 2 53 436 1016 1682
g12-g30 2 45 402 964 1552
g12-g31 2 213 915 1850 2687
g12-g32 2 1 1 1 1
g12-g38 2 0 0 0 0
g12-g40 2 1 1 1 1
g12-g43 2 215 413310 1000000 1000000
g12-g44 2 106 506 1046 1810
g12-g45 2 98 487 1020 1758
g12-g46 2 1 61 266 581
g12-g47 2 2 93 287 587
g12-g48 2 6 146 497 945
g12-g50 2 1000000 5293 155 1000000
g13-g15 2 0 1 2 939
g13-g20 2 803 1898 29 1
g13-g21 2 1 1 1 1
g13-g23 2 0 0 4 451
g13-g25 2 0 0 0 0
g13-g26 2 0 0 4 1195
g13-g27 2 2246 13681 1 526
g13-g29 2 26 69 151 540
g13-g30 2 23 64 118 531
g13-g31 2 63 128 211 866
g13-g32 2 1 1 1 1
g13-g38 2 0 0 2 3
g13-g40 2 2 2 2 2
g13-g43 2 371087 1000000 1000000 2
g13-g44 2 46 114 206 379
g13-g45 2 45 135 198 295
g13-g46 2 2 15 42 85
g13-g47 2 2 15 43 84
g13-g48 2 9 44 84 114
g13-g49 2 29 438950 40303 1000000
g13-g50 2 211101 1000000 1000000 2574
g14-g15 2 0 203 1000000 1000000
g14-g20 2 5053 11536 12 2
g14-g21 2 1 1 1 1
g14-g23 2 2 11686 1000000 252
g14-g25 2 0 0 0 1000000
g14-g26 2 1 123 76506 2
g14-g27 2 1000000 1000000 3 2
g14-g29 2 37 109 176 231
g14-g30 2 36 105 170 224
g14-g31 2 57 173 293 341
g14-g32 2 1 1 2 2
g14-g38 2 1 1 3 5
g14-g40 2 2 2 2 2
g14-g43 2 6477 4026 12164 456
g14-g44 2 45 161 268 365
g14-g45 2 31 157 258 356
g14-g46 2 11 68 103 159
g14-g47 2 18 52 153 158
g14-g48 2 18 73 134 198
g14-g49 2 1000000 324 194 2
g14-g50 2 12 1000000 2 2
g15-g20 2 27 879 1704 2
g15-g21 2 1 2 2 1
g15-g23 2 0 0 0 8
g15-g25 2 0 0 0 0
g15-g26 2 0 0 0 5
g15-g27 2 56 2018 1020 67
g15-g29 2 6 51 107 131
g15-g30 2 6 49 78 125
g15-g31 2 21 85 183 218
g15-g32 2 1 1 1 1
g15-g38 2 0 0 1 2
g15-g40 2 2 2 2 2
g15-g43 2 473847 463103 1000000 2625
g15-g44 2 12 104 181 218
g15-g45 2 11 82 139 196
g15-g46 2 0 3 25 49
g15-g47 2 0 3 19 50
g15-g48 2 2 11 39 77
g15-g49 2 30 153 353740 1000000
g15-g50 2 9356 11388 1000000 3
g16-g20 2 1000000 1000000 6477 1000000
g16-g21 2 1 1 1 1
g16-g22 2 0 0 0 7
g16-g23 2 0 162 2494 3984
g16-g25 2 0 0 0 0
g16-g26 2 0 0 0 2159
g16-g27 2 178033 1000000 1000000 1000000
g16-g28 2 0 0 0 0
g16-g29 2 386 468 1010 1628
g16-g30 2 363 444 936 1405
g16-g31 2 811 954 2371 3699
g16-g32 2 2 1 1 1
g16-g33 2 0 0 0 0
g16-g37 2 15 62 699 872
g16-g38 2 0 0 0 0
g16-g40 2 2 2 2 2
g16-g43 2 1000000 1000000 1000000 1000000
g16-g44 2 708 1005 3374 6244
g16-g45 2 672 987 3267 6025
g16-g46 2 105 143 268 393
g16-g47 2 64 141 264 388
g16-g48 2 106 207 397 576
g16-g49 2 1000000 1000000 1000000 1000000
g16-g50 2 1000000 1000000 1000000 1000000
g17-g18 2 0 0 0 0
g17-g19 2 28 1363 2528 4636
g17-g20 2 1 2 2 2
g17-g21 2 2 3 3 3
g17-g22 2 19324 62898 117414 178415
g17-g23 2 0 1000000 1000000 1000000
g17-g24 2 0 0 0 21
g17-g25 2 0 0 0 0
g17-g26 2 0 0 1000000 1000000
g17-g27 2 1000000 1000000 1000000 1000000
g17-g28 2 0 0 0 2
g17-g29 2 1 1 2 1
g17-g30 2 1 1 1 1
g17-g31 2 2 2 2 1
g17-g32 2 2 2 2 2
g17-g33 2 518 1149 1799 2380
g17-g34 2 90 188 285 381
g17-g35 2 256 1055 1325 1767
g17-g36 2 300 604 885 1088
g17-g37 2 1000000 1000000 1000000 1000000
g17-g38 2 0 0 1 1000000
g17-g39 2 27 41 33 33
g17-g40 2 2 2 2 2
g17-g41 2 352 1481 2245 3044
g17-g42 2 122788 525730 1000000 1000000
g17-g43 2 1000000 321732 1000000 5
g17-g44 2 2 2 2 2
g17-g45 2 2 2 4 3
g17-g46 2 2 2 2 2
g17-g47 2 2 2 2 3
g17-g48 2 3 2 36 2
g17-g49 2 2 8 87 1000000
g17-g50 2 71 14613 3 3451
g18-g19 2 0 0 1312 1773
g18-g20 2 3 2 2 2
g18-g21 2 1 2 2 2
g18-g22 2 0 21103 36082 50806
g18-g23 2 0 0 0 1000000
g18-g24 2 0 0 0 0
g18-g25 2 0 0 0 0
g18-g26 2 0 0 0 1000000
g18-g27 2 0 1000000 1000000 1000000
g18-g28 2 0 0 0 2
g18-g29 2 1388 183 59 5
g18-g30 2 191 1455 5 30
g18-g31 2 4 12 24 7
g18-g32 2 2 2 2 3
g18-g33 2 570 1195 1770 2345
g18-g34 2 94 202 315 415
g18-g35 2 393 881 1623 2076
g18-g36 2 398 734 1067 1397
g18-g37 2 1000000 1000000 1000000 1000000
g18-g38 2 0 0 0 0
g18-g39 2 635 1494 2274 3068
g18-g40 2 2 2 4 2
g18-g41 2 587 1543 2336 3075
g18-g42 2 68408 252957 418044 582707
g18-g43 2 1000000 1000000 1000000 1000000
g18-g44 2 120794 4573 862 54
g18-g45 2 108785 468 460 16
g18-g46 2 1000000 1000000 1000000 1000000
g18-g47 2 1000000 1000000 1000000 1000000
g18-g48 2 1000000 1000000 1000000 1000000
g18-g49 2 1000000 1000000 1000000 1000000
g18-g50 2 1000000 1000000 1000000 1000000
g19-g20 2 1000000 219761 500 1
g19-g21 2 1 2 2 3
g19-g22 2 0 0 26 37
g19-g23 2 0 0 1906 7606
g19-g25 2 0 0 0 0
g19-g26 2 0 0 6375 24805
g19-g27 2 1000000 1000000 1000000 1000000
g19-g28 2 0 0 0 0
g19-g29 2 1000000 1000000 1000000 1000000
g19-g30 2 1000000 1000000 1000000 1000000
g19-g31 2 1000000 1000000 1000000 1000000
g19-g32 2 2 2 2 2
g19-g33 2 0 0 8 19
g19-g35 2 0 0 0 0
g19-g37 2 2907 4844 11524 15563
g19-g38 2 0 0 0 1000000
g19-g40 2 2 4 4 4
g19-g41 2 0 0 0 8
g19-g42 2 30 98 189 397
g19-g43 2 1000000 1000000 1000000 1000000
g19-g44 2 1000000 1000000 1000000 1000000
g19-g45 2 1000000 1000000 1000000 1000000
g19-g46 2 132841 267437 789616 1000000
g19-g47 2 129183 261013 760985 1000000
g19-g48 2 427030 913309 1000000 1000000
g19-g49 2 1000000 1000000 1000000 1000000
g19-g50 2 1000000 1000000 1000000 1000000
g2-g10 2 0 0 0 0
g2-g11 2 0 0 0 0
g2-g12 2 0 0 0 0
g2-g13 2 0 0 0 0
g2-g14 2 0 0 0 0
g2-g15 2 0 0 0 0
g2-g16 2 0 0 0 0
g2-g17 2 0 0 0 0
g2-g18 2 0 0 0 0
g2-g19 2 0 0 0 0
g2-g20 2 0 0 0 0
g2-g21 2 0 0 0 0
g2-g22 2 0 0 0 0
g2-g23 2 0 0 0 0
g2-g24 2 20 0 0 0
g2-g25 2 0 0 0 0
g2-g26 2 0 0 0 0
g2-g27 2 0 0 0 0
g2-g28 2 0 0 0 0
g2-g29 2 0 0 0 0
g2-g3 2 2 0 0 0
g2-g30 2 0 0 0 0
g2-g31 2 0 0 0 0
g2-g32 2 0 0 0 0
g2-g33 2 0 0 0 0
g2-g34 2 0 0 0 0
g2-g35 2 0 0 0 0
g2-g36 2 0 0 0 0
g2-g37 2 0 0 0 0
g2-g38 2 0 0 0 1
g2-g39 2 0 0 0 0
g2-g4 2 0 0 0 0
g2-g40 2 0 0 1 1
g2-g41 2 0 0 0 0
g2-g42 2 0 0 0 0
g2-g43 2 0 0 0 0
g2-g44 2 0 0 0 0
g2-g45 2 0 0 0 0
g2-g46 2 0 0 0 0
g2-g47 2 0 0 0 0
g2-g48 2 0 0 0 0
g2-g49 2 0 0 0 0
g2-g5 2 0 0 0 0
g2-g50 2 0 0 1 1
g2-g6 2 0 0 0 0
g2-g7 2 0 0 0 0
g2-g8 2 0 0 0 0
g2-g9 2 0 0 0 0
g20-g21 2 2 2 3 2
g20-g23 2 0 0 0 0
g20-g26 2 0 0 0 0
g20-g27 2 0 0 0 0
g20-g29 2 0 1 0 0
g20-g30 2 0 0 0 0
g20-g31 2 0 0 0 0
g20-g32 2 4 2 2 4
g20-g38 2 0 0 0 0
g20-g40 2 1000000 1000000 1000000 1000000
g20-g43 2 0 1 1 1
g20-g44 2 0 0 0 1
g20-g45 2 0 0 1 1
g20-g48 2 1 1 1 1
g20-g50 2 1000000 1000000 1000000 1000000
g21-g27 2 0 0 0 0
g21-g32 2 3 3 5 3
g21-g40 2 1 1 7 46
g21-g50 2 1 1 1 1
g22-g23 2 0 0 0 152778
g22-g25 2 0 0 0 0
g22-g26 2 0 0 0 72783
g22-g27 2 85 1000000 1000000 1000000
g22-g28 2 0 0 0 0
g22-g29 2 92 212 272 341
g22-g30 2 90 230 265 333
g22-g31 2 118 307 402 496
g22-g32 2 2 2 2 2
g22-g33 2 0 0 0 0
g22-g37 2 87 34 310 321
g22-g38 2 0 0 0 0
g22-g40 2 3 4 3 3
g22-g43 2 1000000 1000000 1000000 1000000
g22-g44 2 67 305 449 533
g22-g45 2 66 300 451 498
g22-g46 2 45 143 227 290
g22-g47 2 45 140 225 289
g22-g48 2 56 165 270 339
g22-g49 2 1000000 1000000 1000000 1000000
g22-g50 2 1000000 1000000 500 272
g23-g27 2 0 6 1286 1000000
g23-g32 2 3 4 4 4
g23-g40 2 1000000 51219 8 6
g23-g50 2 3 1000000 7 4
g24-g25 2 0 1000000 1000000 1000000
g24-g26 2 2 2 3 3
g24-g27 2 30 8 91 7
g24-g28 2 0 0 0 0
g24-g29 2 1000000 1000000 1000000 1000000
g24-g30 2 1000000 1000000 1000000 1000000
g24-g31 2 1000000 1000000 1000000 1000000
g24-g32 2 3 3 3 3
g24-g33 2 1 4 24 1000000
g24-g35 2 3 8 25 1000000
g24-g36 2 0 2 6 20
g24-g37 2 1000000 8 3 3
g24-g38 2 1000000 1000000 1000000 1000000
g24-g39 2 9 18 51 96
g24-g40 2 5 3 5 5
g24-g41 2 0 3 36 150
g24-g42 2 18 42 51 34
g24-g43 2 33 6 8 8
g24-g44 2 158 396 1000000 1000000
g24-g45 2 133 383 1000000 1000000
g24-g46 2 1000000 1000000 1000000 1000000
g24-g47 2 1000000 1000000 1000000 1000000
g24-g48 2 1000000 1000000 1000000 1000000
g24-g49 2 3 8 8 5
g24-g50 2 3 4 4 4
g25-g26 2 739 1754 10342 11
g25-g27 2 16248 168792 1000000 19
g25-g29 2 32 109 212 279
g25-g30 2 31 108 188 275
g25-g31 2 78 188 310 444
g25-g32 2 3 3 3 3
g25-g38 2 1 0 3 8
g25-g40 2 3 3 3 3
g25-g43 2 97225 4 94 7
g25-g44 2 34 154 276 429
g25-g45 2 34 149 270 467
g25-g46 2 5 74 156 241
g25-g47 2 5 74 155 252
g25-g48 2 14 102 215 292
g25-g49 2 674913 457068 6 7
g25-g50 2 3 4 4 4
g26-g27 2 0 275 34763 1000000
g26-g32 2 3 3 3 3
g26-g40 2 4 4 4 4
g26-g50 2 1000000 447561 1000000 1000000
g27-g32 2 4 4 4 4
g27-g50 2 7 1000000 1000000 1000000
g28-g29 2 4 4 4 5
g28-g30 2 7 7 4 4
g28-g31 2 4 4 4 4
g28-g32 2 7 7 7 7
g28-g33 2 0 3 1000000 1000000
g28-g37 2 1000000 1000000 3085 623
g28-g38 2 1 1000000 1000000 1000000
g28-g40 2 8 8 8 5
g28-g43 2 1000000 1000000 15 208
g28-g44 2 4 23 7 7
g28-g45 2 4 6 7 8
g28-g46 2 8 8 7 6
g28-g47 2 5 8 6 8
g28-g48 2 11 9 6 6
g28-g49 2 1000000 1000000 4473 10
g28-g50 2 1000000 6 8 7
g29-g30 2 1 1 2 4
g29-g31 2 1 7 14 49
g29-g32 2 5 5 5 5
g29-g40 2 1000000 1000000 1000000 1000000
g29-g44 2 1 1 1 1
g29-g45 2 1 2 2 2
g29-g50 2 1000000 1000000 1000000 1000000
g3-g10 2 3 7 0 0
g3-g11 2 19 35 51 0
g3-g12 2 278 473 632 0
g3-g13 2 0 0 0 0
g3-g14 2 0 0 0 0
g3-g15 2 0 0 0 0
g3-g16 2 3 0 0 0
g3-g17 2 4 13 19 0
g3-g18 2 11 25 36 0
g3-g19 2 19 68 66 0
g3-g20 2 0 0 0 0
g3-g21 2 0 0 0 0
g3-g22 2 6 4 0 0
g3-g23 2 0 0 0 0
g3-g24 2 1 2 4 0
g3-g25 2 0 0 0 0
g3-g26 2 0 0 0 0
g3-g27 2 0 0 0 0
g3-g28 2 0 0 3 0
g3-g29 2 0 0 0 0
g3-g30 2 0 0 0 0
g3-g31 2 0 0 0 0
g3-g32 2 0 0 0 0
g3-g33 2 103 112 0 0
g3-g34 2 45 67 69 0
g3-g35 2 11 0 0 0
g3-g36 2 85 3 0 0
g3-g37 2 1 0 0 0
g3-g38 2 209 393 589 0
g3-g39 2 103 195 201 0
g3-g4 2 0 0 0 0
g3-g40 2 0 1 1 0
g3-g41 2 117 169 0 0
g3-g42 2 0 0 0 0
g3-g43 2 1 0 0 0
g3-g44 2 0 0 0 0
g3-g45 2 0 0 0 0
g3-g46 2 0 0 0 0
g3-g47 2 0 0 0 0
g3-g48 2 0 0 0 0
g3-g49 2 0 0 0 0
g3-g5 2 0 0 1 0
g3-g50 2 0 1 1 1
g3-g6 2 0 1 0 0
g3-g7 2 142 264 378 0
g3-g8 2 4 0 0 0
g3-g9 2 1 3 0 0
g30-g31 2 1 1 1 1
g30-g32 2 1 1 1 1
g30-g40 2 2 1 1 2
g30-g44 2 1 1 1 1
g30-g45 2 1 1 1 1
g30-g50 2 1 1 2 2
g31-g32 2 5 5 5 8
g31-g40 2 1000000 1000000 1000000 1000000
g31-g50 2 1000000 1000000 1000000 1000000
g33-g37 2 4 5533 15167 23829
g33-g38 2 1 1 1 1
g33-g40 2 6 9 5 5
g33-g43 2 1000000 1000000 1000000 1000000
g33-g44 2 380363 567460 1000000 1000000
g33-g45 2 327939 493281 1000000 1000000
g33-g46 2 249 668 1050 1346
g33-g47 2 244 655 1061 1353
g33-g48 2 538 1242 2038 2532
g33-g49 2 1000000 1000000 1000000 1000000
g33-g50 2 1000000 1000000 1000000 1000000
g34-g35 2 1 1 3468 4536
g34-g36 2 1142 2581 3595 3660
g34-g37 2 1000000 1000000 1000000 1000000
g34-g38 2 1 1 1 1
g34-g39 2 1 4919 6533 9115
g34-g40 2 7 7 7 7
g34-g41 2 1758 5706 7071 8780
g34-g42 2 222871 906055 1000000 1000000
g34-g43 2 1 1000000 1000000 1000000
g34-g44 2 1 1 1000000 1000000
g34-g45 2 2 2 1000000 1000000
g34-g46 2 1000000 1000000 1000000 1000000
g34-g47 2 1000000 1000000 1000000 1000000
g34-g48 2 1000000 1000000 1000000 1000000
g34-g49 2 1000000 1000000 1000000 1000000
g34-g50 2 1000000 1000000 1000000 1000000
g35-g37 2 1000000 1000000 1000000 1000000
g35-g38 2 1 1 1 1
g35-g40 2 8 7 8 7
g35-g41 2 1 1 9 84
g35-g42 2 19652 37251 115653 440087
g35-g43 2 1000000 1000000 1000000 1000000
g35-g44 2 1 1000000 1000000 1000000
g35-g45 2 1 1000000 1000000 1000000
g35-g46 2 121 3787 4079 4167
g35-g47 2 145 3744 3938 4152
g35-g48 2 146 8077 8458 8513
g35-g49 2 1000000 1000000 1000000 1000000
g35-g50 2 1000000 1000000 1000000 1000000
g36-g37 2 21167 25885 1000000 61661
g36-g38 2 1 1 1 1
g36-g40 2 8 12 7 13
g36-g41 2 2 10 93 250
g36-g42 2 366 1731 2830 12698
g36-g43 2 1 1000000 1000000 1000000
g36-g44 2 1 1 1000000 1000000
g36-g45 2 1 1 1000000 1000000
g36-g46 2 570 1000000 1000000 1000000
g36-g47 2 605 1000000 1000000 1000000
g36-g48 2 1665 1000000 1000000 1000000
g36-g49 2 1000000 1000000 1000000 1000000
g36-g50 2 1000000 1000000 1000000 1000000
g37-g38 2 1 1 1 1
g37-g40 2 1000000 1000000 1000000 10675
g37-g43 2 1 1 1 1
g37-g44 2 2 1 1 1
g37-g45 2 1 1 1 1
g37-g46 2 94 400 750 1515
g37-g47 2 86 410 740 1495
g37-g48 2 190 1079 1345 1756
g37-g49 2 914 7249 1000000 1000000
g37-g50 2 1000000 1000000 1000000 1000000
g38-g40 2 1000000 1000000 11 12
g38-g43 2 1 39 175 155
g38-g44 2 3 77 550 1396
g38-g45 2 4 61 548 1317
g38-g50 2 1000000 1000000 1000000 23
g39-g40 2 7 11 7 7
g39-g41 2 1 1 94 347
g39-g42 2 2672 33905 644625 1000000
g39-g43 2 1 1000000 1000000 1000000
g39-g44 2 1 1000000 1000000 1000000
g39-g45 2 1 1 1000000 1000000
g39-g46 2 295 863 1341 1813
g39-g47 2 289 842 1305 1771
g39-g48 2 646 2093 3333 4583
g39-g49 2 1000000 1000000 1000000 1000000
g39-g50 2 1000000 634395 1000000 1000000
g4-g10 2 0 0 0 0
g4-g11 2 0 0 0 0
g4-g12 2 0 0 1 1
g4-g13 2 0 0 0 0
g4-g14 2 0 0 0 0
g4-g15 2 0 0 0 0
g4-g16 2 0 0 0 0
g4-g20 2 43 117 0 0
g4-g21 2 0 0 0 0
g4-g22 2 0 0 0 0
g4-g23 2 0 0 0 0
g4-g25 2 0 0 0 0
g4-g26 2 0 0 0 0
g4-g27 2 0 0 0 0
g4-g28 2 0 0 0 0
g4-g29 2 6 13 20 27
g4-g30 2 6 13 19 26
g4-g31 2 8 17 27 37
g4-g32 2 0 1 0 0
g4-g33 2 0 0 0 0
g4-g37 2 4 0 0 0
g4-g38 2 0 0 1 1
g4-g40 2 0 1 1 1
g4-g41 2 0 0 0 0
g4-g42 2 0 151 0 0
g4-g43 2 15 2 0 0
g4-g44 2 7 18 28 39
g4-g45 2 7 18 45 38
g4-g46 2 5 11 17 21
g4-g47 2 5 11 16 21
g4-g48 2 6 13 19 24
g4-g49 2 56 0 0 0
g4-g5 2 0 0 0 0
g4-g50 2 1 1 1 1
g4-g6 2 0 0 0 0
g4-g7 2 0 1 1 1
g4-g9 2 0 0 0 0
g40-g50 2 2 3 3 3
g41-g42 2 1 83 451 959
g41-g43 2 1 1 1 1000000
g41-g44 2 1 2 1 1000000
g41-g45 2 1 1 1 1000000
g41-g46 2 352 1104 1450 1897
g41-g47 2 346 1082 1401 1829
g41-g48 2 663 2175 2740 3598
g41-g49 2 1000000 1000000 1000000 1000000
g41-g50 2 1000000 1000000 1000000 51552
g42-g43 2 1 1 2 1000000
g42-g44 2 1 1 1 1016
g42-g45 2 1 1 1 1177
g42-g46 2 118 351 466 639
g42-g47 2 121 324 447 619
g42-g48 2 136 383 525 697
g42-g49 2 1000000 1000000 1000000 1000000
g42-g50 2 1000000 16525 17 17
g43-g44 2 1 1 1 2
g43-g45 2 1 1 1 2
g43-g50 2 1000000 1000000 1000000 1000000
g44-g45 2 1 2 4 4
g44-g50 2 1000000 1000000 1000000 1000000
g45-g50 2 2 3 3 3
g46-g47 2 1 2 3 10
g46-g48 2 3 2 7 14
g46-g50 2 1000000 1000000 1000000 1000000
g47-g48 2 1 1 1 3
g47-g50 2 2 2 2 1000000
g48-g50 2 1000000 1000000 1000000 1000000
g49-g50 2 1000000 1000000 1000000 1000000
g5-g11 2 0 0 0 0
g5-g12 2 0 0 0 0
g5-g13 2 99 0 0 0
g5-g14 2 0 0 0 0
g5-g15 2 0 0 0 0
g5-g16 2 18 0 0 0
g5-g20 2 0 0 0 0
g5-g21 2 0 0 0 0
g5-g22 2 0 0 0 0
g5-g23 2 0 0 0 0
g5-g25 2 0 0 0 0
g5-g26 2 0 0 0 0
g5-g27 2 0 0 0 0
g5-g28 2 0 0 0 0
g5-g29 2 2 0 0 0
g5-g30 2 4 0 0 0
g5-g31 2 0 0 0 0
g5-g32 2 0 0 0 0
g5-g33 2 0 0 0 0
g5-g37 2 0 0 0 0
g5-g38 2 0 0 0 0
g5-g40 2 1 0 0 0
g5-g41 2 0 0 0 0
g5-g42 2 0 0 0 0
g5-g43 2 0 0 0 0
g5-g44 2 17 1 0 0
g5-g45 2 9 0 0 0
g5-g46 2 8 0 0 0
g5-g47 2 8 0 0 0
g5-g48 2 6 0 0 0
g5-g49 2 0 0 0 0
g5-g50 2 0 1 1 1
g5-g6 2 0 0 0 0
g5-g7 2 0 0 0 0
g6-g11 2 0 0 23 23
g6-g12 2 25 23 487 452
g6-g13 2 214 0 0 0
g6-g14 2 67 0 0 0
g6-g15 2 294 0 0 0
g6-g16 2 5 0 0 0
g6-g20 2 0 0 0 0
g6-g21 2 0 0 0 0
g6-g22 2 1 6 2 0
g6-g23 2 331 0 0 0
g6-g25 2 27 0 0 0
g6-g26 2 56 108 0 0
g6-g27 2 0 0 0 0
g6-g28 2 0 0 0 1000000
g6-g29 2 2 0 0 0
g6-g30 2 1 0 0 0
