instance family sequential-induced-nofilter-except-0 sequential-induced-nofilter-except-1 sequential-induced-nofilter-except-2 sequential-induced-nofilter-except-3
g3-g105 11 3226 5773 8000 146
g3-g106 11 16860 30429 42047 258
g3-g107 11 8501 15384 21062 295
g3-g108 11 10578 19005 26254 311
g3-g109 11 24977 46176 62033 321
g3-g110 11 619569 1000000 1000001 413
g3-g111 11 21204 37822 51997 429
g3-g112 11 5622 9769 650 566
g3-g51 11 10 19 1 0
g3-g52 11 24 58 69 0
g3-g53 11 31 35 49 0
g3-g54 11 508 1051 1485 1
g3-g55 11 507 897 1227 1
g3-g56 11 626 1228 1840 1
g3-g57 11 1 2 2 3
g3-g61 11 52 97 136 1
g3-g62 11 182 335 522 2
g3-g63 11 1934 3617 6086 2
g3-g64 11 10 3 2 2
g3-g65 11 6589 13 2 3
g3-g67 11 845 1575 2195 4
g3-g68 11 3 3 3 3
g3-g69 11 88 161 228 5
g3-g70 11 41 45 63 5
g3-g71 11 92 168 237 3
g3-g72 11 12 31 13 6
g3-g74 11 4075 7901 10877 5
g3-g75 11 25315 46061 65488 6
g3-g76 11 209956 396144 537780 5
g3-g77 11 11191 20829 29342 5
g3-g78 11 3724 6504 8963 7
g3-g79 11 951 1675 2295 8
g3-g80 11 16 21 38 15
g3-g81 11 28652 3472 16 13
g3-g83 11 2649 5171 7044 14
g3-g84 11 1000000 1000000 1000000 16
g3-g85 11 232 408 565 24
g3-g87 11 4699 8494 11835 18
g3-g88 11 6585 12033 16683 15
g3-g89 11 828 1531 2066 2616
g3-g90 11 4180 7620 11869 27
g3-g91 11 375 574 40 28
g3-g92 11 415 733 54 34
g3-g94 11 3992 6844 9754 45
g3-g95 11 130 198 256 61
g3-g96 11 163 259 342 57
g3-g97 11 155 243 322 56
g3-g98 11 308 553 734 55
g3-g99 11 308 526 716 55
g30-g100 11 54 53 71 66
g30-g101 11 87 62 64 63
g30-g102 11 63 63 63 64
g30-g103 11 64 63 64 64
g30-g104 11 141 140 141 141
g30-g105 11 143 176 146 143
g30-g106 11 260 258 261 261
g30-g107 11 261 260 261 265
g30-g108 11 306 303 359 308
g30-g109 11 329 325 326 326
g30-g110 11 382 381 382 381
g30-g111 11 450 423 424 423
g30-g112 11 569 565 570 568
g30-g51 11 0 0 0 0
g30-g52 11 0 0 1 1
g30-g53 11 1 0 1 1
g30-g54 11 1 1 2 1
g30-g55 11 1 1 2 1
g30-g56 11 1 1 1 2
g30-g57 11 1 1 1 1
g30-g61 11 2 2 2 2
g30-g62 11 2 2 2 3
g30-g63 11 4 2 3 3
g30-g64 11 3 3 3 4
g30-g65 11 3 3 3 3
g30-g67 11 3 3 5 3
g30-g68 11 5 3 5 4
g30-g69 11 4 4 4 6
g30-g70 11 4 4 4 5
g30-g71 11 4 5 4 4
g30-g72 11 5 5 5 5
g30-g74 11 7 5 5 5
g30-g75 11 6 5 6 7
g30-g76 11 6 5 6 6
g30-g77 11 6 5 6 6
g30-g78 11 6 6 7 6
g30-g79 11 9 9 9 9
g30-g80 11 15 11 11 14
g30-g81 11 15 14 15 19
g30-g83 11 21 14 15 20
g30-g84 11 17 16 17 17
g30-g85 11 15 15 15 16
g30-g87 11 16 15 21 16
g30-g88 11 23 15 16 16
g30-g89 11 17 16 23 17
g30-g90 11 28 37 28 28
g30-g91 11 28 33 28 29
g30-g92 11 35 35 35 35
g30-g94 11 47 46 46 47
g30-g95 11 53 52 53 67
g30-g96 11 53 68 53 53
g30-g97 11 53 52 56 53
g30-g98 11 53 52 70 60
g30-g99 11 53 52 53 53
g31-g100 11 1674 3231 4559 5982
g31-g101 11 1999 3895 5460 7301
g31-g102 11 2001 3868 5568 7163
g31-g103 11 2005 3904 5468 7172
g31-g104 11 3151 6046 8555 11305
g31-g105 11 3216 6267 8587 11263
g31-g106 11 7676 14072 19916 26140
g31-g107 11 6096 11410 16163 21108
g31-g108 11 7048 13467 19084 24923
g31-g109 11 10013 19282 27223 35800
g31-g110 11 11758 22843 32292 42826
g31-g111 11 9955 18915 26746 35019
g31-g112 11 15779 30637 43171 56758
g31-g51 11 30 61 88 126
g31-g52 11 17 32 46 60
g31-g53 11 19 36 58 66
g31-g54 11 33 80 113 166
g31-g55 11 37 89 127 167
g31-g56 11 34 81 115 150
g31-g57 11 9 17 28 38
g31-g61 11 71 141 194 254
g31-g62 11 73 164 221 266
g31-g63 11 96 185 262 344
g31-g64 11 156385 313727 469694 630795
g31-g65 11 104 202 285 458
g31-g67 11 121 235 378 435
g31-g68 11 123 39929 80397 115731
g31-g69 11 132 254 376 486
g31-g70 11 113 219 309 419
g31-g71 11 131 255 360 472
g31-g72 11 25 44 64 82
g31-g74 11 79 152 219 295
g31-g75 11 303 492 807 1038
g31-g76 11 874 1818 2716 4055
g31-g77 11 13125 26834 39257 52092
g31-g78 11 196 379 533 745
g31-g79 11 283 513 726 950
g31-g80 11 79 167 206 266
g31-g81 11 476 894 1277 1806
g31-g83 11 467 953 1429 1795
g31-g84 11 1828 3983 6038 9167
g31-g85 11 574 1015 1375 1802
g31-g87 11 487 940 1326 1822
g31-g88 11 493 954 1439 1767
g31-g89 11 550 1064 1501 2028
g31-g90 11 896 1730 2442 3231
g31-g91 11 865 1825 2365 3108
g31-g92 11 1064 2065 2922 3877
g31-g94 11 1477 2856 4130 5293
g31-g95 11 655 1347 1785 2319
g31-g96 11 756 1431 2027 2681
g31-g97 11 762 1441 2044 2668
g31-g98 11 1017 1946 2749 3599
g31-g99 11 1017 1947 2752 3597
g32-g100 11 1326 2645 3837 5145
g32-g101 11 1614 3093 4585 6071
g32-g102 11 1587 3099 4710 6069
g32-g103 11 1620 3099 4596 6078
g32-g104 11 2502 4841 7152 9447
g32-g105 11 2512 5005 7183 9483
g32-g106 11 5785 11264 17349 22054
g32-g107 11 4727 9216 13510 17827
g32-g108 11 5642 10791 15987 21065
g32-g109 11 7937 15588 22895 30264
g32-g110 11 9329 18173 26939 36169
g32-g111 11 7833 15145 22438 29606
g32-g112 11 12389 24111 35693 47288
g32-g51 11 10 20 29 39
g32-g52 11 12 24 36 47
g32-g53 11 15 28 42 56
g32-g54 11 33 65 97 128
g32-g55 11 29 73 108 143
g32-g56 11 27 66 98 129
g32-g57 11 8 15 21 28
g32-g61 11 56 109 227 216
g32-g62 11 55 107 159 210
g32-g63 11 76 148 220 314
g32-g64 11 733 1457 2175 2952
g32-g65 11 82 231 239 316
g32-g67 11 96 187 278 377
g32-g68 11 98 191 284 375
g32-g69 11 104 203 301 398
g32-g70 11 108 175 259 355
g32-g71 11 126 203 302 417
g32-g72 11 21 37 53 69
g32-g74 11 56 106 156 206
g32-g75 11 141 329 400 531
g32-g76 11 744 1487 2212 3009
g32-g77 11 1699 3408 5035 6922
g32-g78 11 155 368 448 593
g32-g79 11 211 440 609 827
g32-g80 11 65 118 170 222
g32-g81 11 385 714 1061 1415
g32-g83 11 371 820 1144 1493
g32-g84 11 1809 3421 5190 6777
g32-g85 11 399 778 1153 1527
g32-g87 11 411 847 1115 1501
g32-g88 11 391 763 1312 1495
g32-g89 11 437 850 1261 1666
g32-g90 11 709 1383 2053 2712
g32-g91 11 810 1382 2049 2732
g32-g92 11 905 1678 2486 3354
g32-g94 11 1171 2286 3391 4537
g32-g95 11 523 991 1451 1948
g32-g96 11 603 1149 1688 2222
g32-g97 11 610 1203 1721 2463
g32-g98 11 811 1646 2303 3035
g32-g99 11 810 1650 2318 3034
g33-g100 11 2157 3717 5144 6632
g33-g101 11 2584 4450 6154 8046
g33-g102 11 2599 4516 6163 8217
g33-g103 11 2732 5503 7823 10466
g33-g104 11 5483 12868 20604 27758
g33-g105 11 5494 12920 20804 27868
g33-g106 11 19241 49872 81445 107439
g33-g107 11 11637 29384 47184 63773
g33-g108 11 14639 37186 59709 79604
g33-g109 11 12972 22297 30787 39863
g33-g110 11 18836 34065 46320 61166
g33-g111 11 24918 64129 103210 137408
g33-g112 11 21214 37980 53248 69340
g33-g51 11 59 151 223 289
g33-g52 11 21 53 54 71
g33-g53 11 62 257 570 731
g33-g54 11 48 117 166 221
g33-g55 11 46 113 164 222
g33-g56 11 50 121 173 231
g33-g57 11 17 27 28 36
g33-g61 11 88 166 215 279
g33-g62 11 94 167 234 305
g33-g63 11 1299 4048 6277 8076
g33-g64 11 314411 1000000 1000000 1000000
g33-g65 11 130 317 471 643
g33-g67 11 152 265 370 478
g33-g68 11 1000000 1000000 1000000 1000000
g33-g69 11 186 306 473 669
g33-g70 11 142 249 346 447
g33-g71 11 169 437 598 767
g33-g72 11 35 81 123 165
g33-g74 11 109 198 273 356
g33-g75 11 384 751 1045 1349
g33-g76 11 1359 2654 3578 4828
g33-g77 11 16484 32916 84305 105929
g33-g78 11 308 624 848 1261
g33-g79 11 343 636 922 1176
g33-g80 11 102 173 318 379
g33-g81 11 590 1429 1924 2579
g33-g83 11 598 1363 1964 2669
g33-g84 11 2884 6054 8007 10636
g33-g85 11 644 1114 1543 1994
g33-g87 11 692 1255 1716 2266
g33-g88 11 697 1298 1773 2379
g33-g89 11 704 1218 1732 2181
g33-g90 11 1242 2174 2748 3549
g33-g91 11 1210 2210 3072 3913
g33-g92 11 1462 2633 3775 4801
g33-g94 11 1905 3297 4575 5928
g33-g95 11 851 1469 2047 2640
g33-g96 11 986 1709 2383 3298
g33-g97 11 1045 1702 2363 3042
g33-g98 11 1390 2404 3436 4490
g33-g99 11 1336 2407 3444 4502
g34-g100 11 1737 3350 4805 6249
g34-g101 11 92655 180480 270294 286906
g34-g102 11 167919 326812 488204 508897
g34-g103 11 397662 769768 1000000 1000001
g34-g104 11 63277 142393 182445 213291
g34-g105 11 63316 142860 182313 212149
g34-g106 11 427879 1000002 1000000 1000001
g34-g107 11 188106 459444 573655 668115
g34-g108 11 246455 618459 760650 891582
g34-g109 11 378 849 616 526
g34-g110 11 1000002 1000001 1000000 1000002
g34-g111 11 536773 1000004 1000004 1000003
g34-g112 11 120229 247996 348871 424249
g34-g51 11 130 267 382 551
g34-g52 11 474 1219 1676 2088
g34-g53 11 293 586 866 1258
g34-g54 11 1000000 1000000 1000000 1000000
g34-g55 11 82702 353289 401079 507237
g34-g56 11 1000000 1000000 1000000 1000000
g34-g57 11 10 19 27 36
g34-g61 11 571 1096 1609 2141
g34-g62 11 10844 32257 45600 58656
g34-g63 11 63137 208793 250297 313976
g34-g64 11 1000000 1000000 1000000 1000000
g34-g65 11 1000000 1000000 1000000 1000000
g34-g67 11 6050 11882 17695 18796
g34-g68 11 1000000 1000000 1000000 1000000
g34-g69 11 1206 2393 3459 4376
g34-g70 11 329 717 1125 1442
g34-g71 11 1246 2518 3620 4554
g34-g72 11 167 307 425 533
g34-g74 11 1000000 1000000 1000000 1000000
g34-g75 11 1000000 1000000 1000000 1000000
g34-g76 11 1000000 1000000 1000000 1000000
g34-g77 11 1000000 1000000 1000000 1000000
g34-g78 11 1000000 1000000 1000000 1000000
g34-g79 11 1000000 1000000 1000000 1000000
g34-g80 11 101 201 299 406
g34-g81 11 847220 1000000 1000000 1000000
g34-g83 11 189 178 284 46
g34-g84 11 1000001 1000000 1000000 1000000
g34-g85 11 523 2676 4703 6499
g34-g87 11 1000000 1000000 1000000 1000000
g34-g88 11 1000000 1000000 1000000 1000000
g34-g89 11 11549 22729 34031 36914
g34-g90 11 1000000 1000000 1000000 1000000
g34-g91 11 6390 13063 18694 23006
g34-g92 11 8326 17050 24213 29489
g34-g94 11 1000001 1000001 1000000 1000001
g34-g95 11 1511 3069 4440 5673
g34-g96 11 2144 4639 6246 7747
g34-g97 11 1945 3969 5825 7390
g34-g98 11 4722 9723 13881 16757
g34-g99 11 4738 9735 13839 16777
g35-g100 11 1964 3873 5823 7746
g35-g101 11 2352 18931 21227 23788
g35-g102 11 3080 30518 33819 36833
g35-g103 11 3048 46489 49814 53267
g35-g104 11 12270 38693 53030 63941
g35-g105 11 12295 38907 52969 64014
g35-g106 11 50174 185665 238653 275047
g35-g107 11 28163 97985 129470 153004
g35-g108 11 35641 123501 162330 191354
g35-g109 11 11743 94540 106005 117846
g35-g110 11 16441 267841 286099 305922
g35-g111 11 64169 234616 301733 349891
g35-g112 11 21201 60823 82999 105058
g35-g51 11 102 202 303 466
g35-g52 11 21 83 117 126
g35-g53 11 281 545 828 1116
g35-g54 11 57 681 718 796
g35-g55 11 60 639 716 798
g35-g56 11 73 703 775 855
g35-g57 11 11 21 30 40
g35-g61 11 83 550 716 712
g35-g62 11 91 468 584 657
g35-g63 11 3225 17886 20265 22725
g35-g64 11 1000000 1000000 1000000 1000000
g35-g65 11 201 2758 2964 3188
g35-g67 11 142 1144 1286 1441
g35-g68 11 53239 999071 1000000 1000000
g35-g69 11 297 1030 1509 1969
g35-g70 11 133 309 424 555
g35-g71 11 313 1081 1579 2059
g35-g72 11 65 149 230 268
g35-g74 11 102 891 1040 1104
g35-g75 11 343 15765 15889 16458
g35-g76 11 1099 312090 313492 328324
g35-g77 11 32607 342507 366544 1000000
g35-g78 11 335 4689 4994 5431
g35-g79 11 490 1670 2053 2421
g35-g80 11 94 174 254 338
g35-g81 11 778 11422 12303 13572
g35-g83 11 758 10029 11205 11690
g35-g84 11 2255 407884 408991 413581
g35-g85 11 592 1166 1747 2333
g35-g87 11 650 4436 5244 6026
g35-g88 11 684 5857 6567 7342
g35-g89 11 647 1273 1911 2549
g35-g90 11 1052 11956 13376 14969
g35-g91 11 1178 3296 4597 5910
g35-g92 11 1476 4161 5708 7460
g35-g94 11 1791 12432 14310 16241
g35-g95 11 862 1897 2869 3672
g35-g96 11 1020 2386 3404 4443
g35-g97 11 946 2139 3108 4068
g35-g98 11 1549 4061 5799 7634
g35-g99 11 1774 4112 5829 7511
g36-g100 11 3202 5051 6872 8396
g36-g101 11 3681 6147 8283 31609
g36-g102 11 4326 7443 184964 217133
g36-g103 11 4509 7674 425060 474005
g36-g104 11 16247 56312 96831 114971
g36-g105 11 16440 56362 97140 115566
g36-g106 11 58097 322076 620792 682902
g36-g107 11 35990 163530 292071 330561
g36-g108 11 44092 203347 374219 420808
g36-g109 11 18485 29734 41821 157265
g36-g110 11 25275 42913 1000003 1000001
g36-g111 11 74141 407350 783247 860117
g36-g112 11 34779 61772 104881 145630
g36-g51 11 135 266 370 464
g36-g52 11 30 52 195 311
g36-g53 11 328 868 1134 1427
g36-g54 11 98 167 7576 8848
g36-g55 11 86 182 3986 4784
g36-g56 11 79 173 9784 11254
g36-g57 11 14 32 33 42
g36-g61 11 126 206 282 830
g36-g62 11 134 241 2417 3415
g36-g63 11 5868 48036 88043 90745
g36-g64 11 1000000 1000000 1000000 1000000
g36-g65 11 271 3815 102761 105926
g36-g67 11 217 354 508 1988
g36-g68 11 67560 1000000 1000000 1000000
g36-g69 11 693 1524 1858 2708
g36-g70 11 204 335 464 613
g36-g71 11 720 1474 1981 2852
g36-g72 11 100 205 304 388
g36-g74 11 141 265 171629 177387
g36-g75 11 441 819 1000000 1000000
g36-g76 11 1394 2882 1000000 1000000
g36-g77 11 176391 1000000 1000000 1000000
g36-g78 11 472 823 158642 171608
g36-g79 11 526 873 7436 8941
g36-g80 11 129 209 285 357
g36-g81 11 1103 11187 191538 203605
g36-g83 11 1265 1958 85140 94923
g36-g84 11 2847 5798 1000000 1000000
g36-g85 11 920 1606 2026 2523
g36-g87 11 981 1632 33580 42399
g36-g88 11 1034 1743 70813 84595
g36-g89 11 1006 1748 2216 2755
g36-g90 11 1947 3290 67921 80368
g36-g91 11 1947 3546 5480 7659
g36-g92 11 2400 4331 6919 10041
g36-g94 11 2876 4722 42010 56393
g36-g95 11 1382 2328 3213 4239
g36-g96 11 1599 2910 3968 5321
g36-g97 11 1493 2576 3547 4706
g36-g98 11 2520 4818 7104 9828
g36-g99 11 2527 5095 7146 9661
g37-g100 11 1887 3902 5685 7634
g37-g101 11 2259 4666 6807 9129
g37-g102 11 2312 4670 6919 9162
g37-g103 11 2263 4887 44885 47843
g37-g104 11 5399 11337 17956 24541
g37-g105 11 5397 11004 17996 23837
g37-g106 11 21209 42547 80267 102845
g37-g107 11 11786 24029 42212 55757
g37-g108 11 15142 30862 54679 71671
g37-g109 11 11277 23308 33988 45612
g37-g110 11 16114 34017 212414 229802
g37-g111 11 27365 54746 103137 132492
g37-g112 11 19062 39068 61697 81274
g37-g51 11 76 142 196 286
g37-g52 11 20 42 78 98
g37-g53 11 62 128 243 397
g37-g54 11 46 117 380 440
g37-g55 11 43 111 226 283
g37-g56 11 49 121 437 515
g37-g57 11 11 29 30 40
g37-g61 11 80 166 241 323
g37-g62 11 85 176 371 457
g37-g63 11 3004 4590 9339 11038
g37-g64 11 633052 962807 1000000 1000000
g37-g65 11 117 242 1847 2052
g37-g67 11 137 282 412 598
g37-g68 11 276560 328249 1000000 1000000
g37-g69 11 148 324 449 603
g37-g70 11 142 263 403 515
g37-g71 11 153 316 464 624
g37-g72 11 32 61 87 117
g37-g74 11 100 204 819 896
g37-g75 11 365 789 14790 15558
g37-g76 11 1265 2685 165283 166321
g37-g77 11 33673 51956 117734 135627
g37-g78 11 282 587 3216 3518
g37-g79 11 305 631 1348 1596
g37-g80 11 89 174 250 358
g37-g81 11 524 1077 9626 10696
g37-g83 11 581 1149 1676 2247
g37-g84 11 2691 6205 374906 377710
g37-g85 11 599 1174 1715 2298
g37-g87 11 617 1400 3680 4310
g37-g88 11 620 1286 3936 4677
g37-g89 11 620 1282 1872 2588
g37-g90 11 1009 2095 3043 4152
g37-g91 11 1068 2181 3390 4477
g37-g92 11 1340 2746 4309 5628
g37-g94 11 1830 3456 5291 6754
g37-g95 11 737 1483 2154 2885
g37-g96 11 859 1742 2538 3392
g37-g97 11 859 1742 2532 3393
g37-g98 11 1191 2401 3521 4732
g37-g99 11 1173 2440 3584 4761
g38-g100 11 2092 3935 5677 7551
g38-g101 11 2519 4645 6898 9060
g38-g102 11 2588 4648 6795 9016
g38-g103 11 2496 4743 6841 8990
g38-g104 11 3957 7324 10714 14348
g38-g105 11 3928 7317 10878 14221
g38-g106 11 9208 16931 25711 34581
g38-g107 11 7394 13769 20749 27599
g38-g108 11 8825 16249 24143 32157
g38-g109 11 12495 23555 33985 45428
g38-g110 11 29241 106543 323182 563388
g38-g111 11 12267 22836 34623 46358
g38-g112 11 21743 40983 60482 80739
g38-g51 11 30 63 98 135
g38-g52 11 28 53 85 117
g38-g53 11 28 43 63 90
g38-g54 11 41 96 162 204
g38-g55 11 46 122 158 210
g38-g56 11 51 97 170 244
g38-g57 11 11 22 31 41
g38-g61 11 88 164 241 403
g38-g62 11 179 354 531 707
g38-g63 11 134 222 585 918
g38-g64 11 1000000 1000000 1000000 1000000
g38-g65 11 130 242 390 469
g38-g67 11 151 281 413 545
g38-g68 11 4374 8692 18640 29200
g38-g69 11 195 310 448 591
g38-g70 11 141 263 385 509
g38-g71 11 164 305 447 591
g38-g72 11 30 56 79 103
g38-g74 11 310 609 1000000 1000000
g38-g75 11 1000000 1000000 1000000 1000000
g38-g76 11 1000000 1000000 1000000 1000000
g38-g77 11 1000000 1000000 1000000 1000000
g38-g78 11 243 453 663 897
g38-g79 11 363 618 903 1193
g38-g80 11 97 180 257 336
g38-g81 11 576 1072 1569 2104
g38-g83 11 584 1143 1717 2213
g38-g84 11 1000000 1000001 1000000 1000000
g38-g85 11 629 1206 1767 2262
g38-g87 11 606 1129 1921 2638
g38-g88 11 616 1178 1699 2258
g38-g89 11 685 1304 1870 2471
g38-g90 11 1116 2250 3040 4016
g38-g91 11 1183 2134 3170 4253
g38-g92 11 1402 2637 3935 5446
g38-g94 11 1843 3433 5025 6634
g38-g95 11 809 1503 2177 2886
g38-g96 11 935 1809 2741 3332
g38-g97 11 956 1756 2551 3353
g38-g98 11 1264 2353 3427 4636
g38-g99 11 1298 2355 3427 4523
g39-g100 11 1569 3114 4639 6151
g39-g101 11 2450 4899 7082 9396
g39-g102 11 2537 4896 7379 9714
g39-g103 11 2614 5187 7788 10255
g39-g104 11 11395 23187 34915 46356
g39-g105 11 11350 23160 34983 46675
g39-g106 11 38782 80020 118673 157870
g39-g107 11 23967 48768 73301 97756
g39-g108 11 29903 60979 91130 121209
g39-g109 11 11573 22919 34925 45849
g39-g110 11 14257 28298 42232 56658
g39-g111 11 49384 101352 150867 200552
g39-g112 11 19510 40038 61109 81935
g39-g51 11 84 178 270 362
g39-g52 11 19 39 58 78
g39-g53 11 655 1198 1794 2471
g39-g54 11 53 126 189 252
g39-g55 11 59 140 235 332
g39-g56 11 55 129 198 271
g39-g57 11 10 18 26 48
g39-g61 11 15 16 18 19
g39-g62 11 80 162 266 325
g39-g63 11 2563 5259 7962 10518
g39-g64 11 460609 1000000 1000000 1000000
g39-g65 11 176 350 599 704
g39-g67 11 255 353 494 658
g39-g68 11 1000000 1000000 1000000 1000000
g39-g69 11 663 1547 2386 3239
g39-g70 11 169 248 379 484
g39-g71 11 700 1570 2451 3328
g39-g72 11 56 112 167 221
g39-g74 11 89 175 287 345
g39-g75 11 371 661 941 1282
g39-g76 11 1081 2132 3452 4454
g39-g77 11 17014 32672 49953 65823
g39-g78 11 297 625 883 1206
g39-g79 11 291 578 860 1143
g39-g80 11 77 145 212 279
g39-g81 11 745 1367 2014 2690
g39-g83 11 690 1426 2055 2712
g39-g84 11 2209 4596 7213 9109
g39-g85 11 473 939 1400 1857
g39-g87 11 561 1133 1738 2267
g39-g88 11 637 1456 1832 2443
g39-g89 11 516 1025 1530 2027
g39-g90 11 1178 2327 3462 4427
g39-g91 11 1101 2271 3439 4592
g39-g92 11 1361 2796 4223 5795
g39-g94 11 1671 3400 5120 6826
g39-g95 11 826 1667 2498 3382
g39-g96 11 947 1925 2893 3983
g39-g97 11 863 1763 2662 3584
g39-g98 11 1579 3334 5021 6617
g39-g99 11 1586 3421 4969 6636
g4-g100 11 97 138 174 207
g4-g101 11 117 170 218 284
g4-g102 11 120 212 295 378
g4-g103 11 176 281 376 459
g4-g104 11 323 201 190 182
g4-g105 11 244 219 190 180
g4-g106 11 467 372 351 327
g4-g107 11 392 382 349 326
g4-g108 11 501 444 401 384
g4-g109 11 595 847 1074 1372
g4-g110 11 943 1400 1855 2262
g4-g111 11 662 580 551 523
g4-g112 11 1081 1624 2036 2511
g4-g51 11 1 1 1 1
g4-g52 11 1 2 3 5
g4-g53 11 10 21 1 1
g4-g54 11 3 6 9 12
g4-g55 11 3 9 9 12
g4-g56 11 3 7 10 19
g4-g57 11 2 3 2 2
g4-g61 11 4 6 12 17
g4-g62 11 5 8 11 13
g4-g63 11 88 268 559 7
g4-g64 11 115639 246338 353761 6328
g4-g65 11 12 22 30 37
g4-g67 11 9 10 13 19
g4-g68 11 990 1876 2631 4
g4-g69 11 9 17 27 41
g4-g70 11 7 10 13 16
g4-g71 11 9 17 28 42
g4-g72 11 6 7 13 11
g4-g74 11 9 13 17 20
g4-g75 11 26 46 65 82
g4-g76 11 93 174 250 318
g4-g77 11 199 409 542 694
g4-g78 11 20 55 64 58
g4-g79 11 19 29 38 47
g4-g80 11 13 15 17 20
g4-g81 11 48 79 108 134
g4-g83 11 45 76 104 130
g4-g84 11 201 372 528 681
g4-g85 11 28 42 54 65
g4-g87 11 35 55 73 92
g4-g88 11 38 60 80 101
g4-g89 11 31 46 59 72
g4-g90 11 53 78 117 152
g4-g91 11 59 101 120 249
g4-g92 11 73 111 159 180
g4-g94 11 89 132 176 222
g4-g95 11 70 137 109 128
g4-g96 11 82 97 120 72
g4-g97 11 105 71 72 73
g4-g98 11 127 122 99 70
g4-g99 11 113 191 73 70
g40-g100 11 2022 4242 5750 7399
g40-g101 11 2453 4760 6880 8928
g40-g102 11 2418 4720 6884 8856
g40-g103 11 2522 4741 6891 8867
g40-g104 11 3792 7338 10734 13824
g40-g105 11 3869 7816 10774 14024
g40-g106 11 9203 17093 25101 32449
g40-g107 11 7157 13882 20255 26095
g40-g108 11 8454 16779 23934 30880
g40-g109 11 12078 24232 34503 44712
g40-g110 11 14175 29792 40443 52337
g40-g111 11 12536 23556 33745 43420
g40-g112 11 18797 36569 54164 68723
g40-g51 11 18 35 69 67
g40-g52 11 24 36 53 79
g40-g53 11 22 52 64 82
g40-g54 11 40 132 142 183
g40-g55 11 44 108 159 205
g40-g56 11 40 97 143 185
g40-g57 11 11 30 30 39
g40-g61 11 85 166 244 314
g40-g62 11 85 180 245 319
g40-g63 11 165 253 339 425
g40-g64 11 13815 29137 45068 62608
g40-g65 11 126 244 358 522
g40-g67 11 146 284 417 564
g40-g68 11 148 307 423 567
g40-g69 11 158 308 451 750
g40-g70 11 136 265 389 501
g40-g71 11 159 322 453 583
g40-g72 11 28 53 105 100
g40-g74 11 87 169 249 346
g40-g75 11 257 515 854 1003
g40-g76 11 1134 2342 3698 5206
g40-g77 11 14610 30035 44142 59604
g40-g78 11 235 458 672 864
g40-g79 11 321 623 913 1177
g40-g80 11 101 177 252 325
g40-g81 11 645 1085 1588 2215
g40-g83 11 565 1179 1729 2182
g40-g84 11 2590 5492 8758 12219
g40-g85 11 609 1183 1833 2257
g40-g87 11 587 1254 1673 2269
g40-g88 11 596 1292 1696 2195
g40-g89 11 664 1500 1892 2466
g40-g90 11 1209 2202 3084 3984
g40-g91 11 1041 2046 3036 4035
g40-g92 11 1297 2618 3658 4720
g40-g94 11 1885 3473 5085 6547
g40-g95 11 775 1512 2171 2797
g40-g96 11 935 1844 2526 3256
g40-g97 11 907 1780 2551 3535
g40-g98 11 1220 2355 3444 4468
g40-g99 11 1219 2355 3448 4442
g41-g100 11 2312 4593 7206 8977
g41-g101 11 2764 5356 8624 10901
g41-g102 11 2792 5305 8626 11419
g41-g103 11 4047 8057 12315 15136
g41-g104 11 9933 18742 29832 39632
g41-g105 11 9915 18979 30080 39889
g41-g106 11 38808 74110 116155 151816
g41-g107 11 22815 43562 69235 91018
g41-g108 11 28723 54075 85869 113321
g41-g109 11 13871 26626 43268 53785
g41-g110 11 21900 43049 65195 81115
g41-g111 11 49642 93379 147031 194887
g41-g112 11 24158 47052 75074 94354
g41-g51 11 94 237 275 360
g41-g52 11 25 49 76 96
g41-g53 11 243 455 680 930
g41-g54 11 64 152 237 302
g41-g55 11 62 149 237 305
g41-g56 11 67 159 247 314
g41-g57 11 19 25 38 48
g41-g61 11 97 187 301 376
g41-g62 11 107 208 327 412
g41-g63 11 2772 5455 8104 10365
g41-g64 11 454988 1000000 1000000 1000000
g41-g65 11 260 509 761 956
g41-g67 11 167 358 517 645
g41-g68 11 1000000 1000000 1000000 1000000
g41-g69 11 203 390 668 959
g41-g70 11 157 328 518 605
g41-g71 11 216 414 706 1018
g41-g72 11 60 114 177 233
g41-g74 11 127 250 380 474
g41-g75 11 485 985 1422 1773
g41-g76 11 1828 3532 4841 6031
g41-g77 11 43793 89063 119739 142232
g41-g78 11 405 803 1273 1652
g41-g79 11 422 821 1324 1626
g41-g80 11 111 208 328 403
g41-g81 11 1019 2037 3047 3837
g41-g83 11 992 2024 3362 3854
g41-g84 11 3714 8136 10893 13525
g41-g85 11 715 1335 2163 2699
g41-g87 11 789 1535 2415 3020
g41-g88 11 850 1606 2548 3286
g41-g89 11 759 1458 2391 2950
g41-g90 11 1235 2372 3910 4798
g41-g91 11 1371 2641 4463 5329
