instance family sequential-induced-nofilter-except-0 sequential-induced-nofilter-except-1 sequential-induced-nofilter-except-2 sequential-induced-nofilter-except-3
g17-g112 11 42041 84645 126217 165682
g17-g51 11 63 126 188 247
g17-g52 11 158 365 569 782
g17-g53 11 134 266 393 518
g17-g54 11 123918 813824 1000000 1000000
g17-g55 11 8267 27601 78600 343551
g17-g56 11 252894 1000000 1000000 1000000
g17-g57 11 5 9 13 18
g17-g61 11 274 488 694 911
g17-g62 11 5618 17513 32146 53875
g17-g63 11 19977 89901 540978 1000000
g17-g64 11 1000000 1000000 1000000 1000000
g17-g65 11 67362 137845 190020 243961
g17-g67 11 2578 5007 7388 9988
g17-g68 11 1000000 1000000 1000000 1000000
g17-g69 11 464 958 1383 1830
g17-g70 11 131 279 424 589
g17-g71 11 482 960 1416 1917
g17-g72 11 67 109 160 229
g17-g74 11 211137 525827 837919 1000000
g17-g75 11 1000000 1000000 1000000 1000000
g17-g76 11 1000000 1000000 1000000 1000000
g17-g77 11 1000000 1000000 1000000 1000000
g17-g78 11 43 10 9 9
g17-g79 11 75 2048 2258 2625
g17-g80 11 48 91 135 176
g17-g81 11 112563 222503 315551 358521
g17-g83 11 16 25 17 24
g17-g84 11 1000000 1000000 1000000 1000000
g17-g85 11 281 1015 1808 2743
g17-g87 11 36638 6509 23787 213501
g17-g88 11 111 3289 26664 64295
g17-g89 11 4811 9257 13550 17901
g17-g90 11 37 39 41 41
g17-g91 11 2320 4670 6971 9232
g17-g92 11 3015 6010 8948 11805
g17-g94 11 5648 7048 11935 532
g17-g95 11 617 1214 1838 2368
g17-g96 11 811 1610 2432 3230
g17-g97 11 774 1547 2345 3048
g17-g98 11 1689 3642 5031 6587
g17-g99 11 1775 3463 5124 6765
g18-g100 11 724 1396 2066 2741
g18-g101 11 40933 81105 121252 160898
g18-g102 11 74204 147649 220680 292857
g18-g103 11 176779 350969 524462 695774
g18-g104 11 27837 48261 70038 89113
g18-g105 11 27915 48353 68895 89302
g18-g106 11 164560 286574 407264 525161
g18-g107 11 78341 136544 194599 252882
g18-g108 11 101807 177025 251949 325833
g18-g109 11 1000003 1000002 1000002 1000002
g18-g110 11 18143 1000002 1000001 1000001
g18-g111 11 205783 358235 510131 658817
g18-g112 11 54767 103239 150452 199455
g18-g51 11 72 140 204 269
g18-g52 11 192 403 617 820
g18-g53 11 137 276 439 558
g18-g54 11 157701 451892 700053 934674
g18-g55 11 15704 36550 52037 65159
g18-g56 11 292494 863099 1000000 1000000
g18-g57 11 8 9 13 27
g18-g61 11 252 494 735 1013
g18-g62 11 3778 9388 14948 20849
g18-g63 11 20309 38816 57805 76095
g18-g64 11 1000000 1000000 1000000 1000000
g18-g65 11 96162 184320 270754 349705
g18-g67 11 2837 5492 8172 10885
g18-g68 11 1000000 1000000 1000000 1000000
g18-g69 11 532 1031 1526 2069
g18-g70 11 145 306 466 647
g18-g71 11 562 1078 1661 2108
g18-g72 11 90 128 186 242
g18-g74 11 190531 447956 702639 955565
g18-g75 11 1000000 1000000 1000000 1000000
g18-g76 11 1000000 1000000 1000000 1000000
g18-g77 11 1000000 1000000 1000000 1000000
g18-g78 11 1000000 1000000 1000000 1000000
g18-g79 11 81 828 928 811
g18-g80 11 48 93 139 183
g18-g81 11 150289 277687 404760 526412
g18-g83 11 17 17 18 18
g18-g84 11 1000000 1000000 1000000 1000000
g18-g85 11 219 1105 1990 2884
g18-g87 11 600378 1000000 1000000 1000000
g18-g88 11 1000000 1000000 1000001 1000000
g18-g89 11 5088 10179 15130 20064
g18-g90 11 40 59 42 42
g18-g91 11 2876 5499 8112 10749
g18-g92 11 4119 7160 10563 13908
g18-g94 11 6261 6066 6005 6007
g18-g95 11 675 1317 1961 2608
g18-g96 11 964 1825 2687 3550
g18-g97 11 862 1794 2532 3412
g18-g98 11 2182 3977 5814 7657
g18-g99 11 2120 4005 5817 7664
g19-g100 11 797 1574 2294 3035
g19-g101 11 954 1852 2748 3638
g19-g102 11 12143 23550 34833 46089
g19-g103 11 19058 37563 55923 73593
g19-g104 11 6495 12644 18750 24805
g19-g105 11 6516 12702 19328 24900
g19-g106 11 35118 68908 103298 136979
g19-g107 11 17737 34753 51897 68297
g19-g108 11 22399 44055 65349 86986
g19-g109 11 4775 9245 13696 18135
g19-g110 11 1000004 1000001 1000001 1000001
g19-g111 11 44475 87620 130650 173321
g19-g112 11 12404 24000 35409 46724
g19-g51 11 39 98 114 152
g19-g52 11 47 62 92 122
g19-g53 11 142 267 282 373
g19-g54 11 5351 11352 18384 25241
g19-g55 11 582 1395 2340 3045
g19-g56 11 8825 18900 30867 42724
g19-g57 11 5 14 14 18
g19-g61 11 34 66 98 130
g19-g62 11 782 1466 2138 2862
g19-g63 11 4927 9839 15036 19987
g19-g64 11 1000000 1000000 1000000 1000000
g19-g65 11 4333 8444 14742 18836
g19-g67 11 58 113 168 222
g19-g68 11 679903 1000000 1000000 1000000
g19-g69 11 126 245 362 477
g19-g70 11 55 118 159 211
g19-g71 11 132 258 461 503
g19-g72 11 31 58 84 110
g19-g74 11 43218 85626 126949 171070
g19-g75 11 1000000 1000000 1000000 1000000
g19-g76 11 1000000 1000000 1000000 1000000
g19-g77 11 1000000 1000000 1000000 1000000
g19-g78 11 948004 1000000 1000000 1000000
g19-g79 11 2640 4750 9032 11831
g19-g80 11 44 78 111 145
g19-g81 11 9135 18358 29993 38690
g19-g83 11 258181 549483 831315 1000000
g19-g84 11 1000000 1000000 1000000 1000000
g19-g85 11 256 466 692 917
g19-g87 11 13476 25047 38438 51804
g19-g88 11 82055 155596 251631 338433
g19-g89 11 262 536 779 1002
g19-g90 11 427 950 1232 1631
g19-g91 11 652 1263 1869 2497
g19-g92 11 820 1593 2356 3138
g19-g94 11 8673 15945 27360 34331
g19-g95 11 403 699 1020 1367
g19-g96 11 445 837 1227 1612
g19-g97 11 415 814 1138 1498
g19-g98 11 705 1401 1998 2636
g19-g99 11 739 1354 2019 2725
g2-g100 11 129 243 249 351
g2-g101 11 60 60 61 61
g2-g102 11 60 61 75 61
g2-g103 11 60 61 77 61
g2-g104 11 154 140 140 150
g2-g105 11 141 140 141 144
g2-g106 11 255 254 280 255
g2-g107 11 257 257 259 259
g2-g108 11 304 326 302 304
g2-g109 11 322 319 321 321
g2-g110 11 374 373 375 378
g2-g111 11 421 419 420 423
g2-g112 11 567 559 558 560
g2-g51 11 0 0 0 0
g2-g52 11 0 0 0 0
g2-g53 11 0 0 0 0
g2-g54 11 1 1 1 1
g2-g55 11 1 1 1 1
g2-g56 11 1 1 1 1
g2-g57 11 1 2 4 3
g2-g61 11 1 1 2 1
g2-g62 11 3 2 2 3
g2-g63 11 2 2 2 2
g2-g64 11 2 2 3 2
g2-g65 11 2 2 2 2
g2-g67 11 3 3 4 3
g2-g68 11 3 4 3 4
g2-g69 11 3 3 3 5
g2-g70 11 3 3 4 4
g2-g71 11 3 3 3 3
g2-g72 11 5 5 7 6
g2-g74 11 5 4 4 4
g2-g75 11 7 5 5 7
g2-g76 11 5 5 5 5
g2-g77 11 6 6 6 5
g2-g78 11 5 5 5 5
g2-g79 11 7 7 9 8
g2-g80 11 21 11 12 12
g2-g81 11 13 13 13 13
g2-g83 11 13 14 18 14
g2-g84 11 15 15 16 16
g2-g85 11 61 14 14 14
g2-g87 11 14 14 19 15
g2-g88 11 18 14 14 18
g2-g89 11 15 15 15 15
g2-g90 11 26 26 26 26
g2-g91 11 35 27 27 27
g2-g92 11 34 33 41 34
g2-g94 11 44 44 55 44
g2-g95 11 64 53 54 55
g2-g96 11 54 52 54 54
g2-g97 11 68 65 67 55
g2-g98 11 52 52 56 53
g2-g99 11 52 52 52 53
g20-g100 11 851 1731 2609 3457
g20-g101 11 1018 2074 3138 4430
g20-g102 11 1020 2116 3129 4217
g20-g103 11 1033 2263 3175 4151
g20-g104 11 1661 3286 4953 6503
g20-g105 11 1671 3363 4943 6527
g20-g106 11 3745 7583 11441 15268
g20-g107 11 3276 6189 9298 12462
g20-g108 11 3639 7307 10964 14832
g20-g109 11 5291 10376 15779 20681
g20-g110 11 6215 12649 19152 25218
g20-g111 11 5127 10301 15444 20506
g20-g112 11 8211 16648 25146 33071
g20-g51 11 31 42 66 88
g20-g52 11 9 22 33 36
g20-g53 11 9 19 37 39
g20-g54 11 17 59 65 86
g20-g55 11 24 61 72 105
g20-g56 11 17 44 66 103
g20-g57 11 6 10 15 20
g20-g61 11 51 73 111 182
g20-g62 11 39 119 120 158
g20-g63 11 49 103 162 225
g20-g64 11 90689 173556 253074 344171
g20-g65 11 53 109 163 217
g20-g67 11 61 126 189 251
g20-g68 11 1950 3705 26995 28813
g20-g69 11 66 136 205 272
g20-g70 11 58 118 177 235
g20-g71 11 67 177 206 273
g20-g72 11 16 42 40 53
g20-g74 11 47 93 139 201
g20-g75 11 173 350 569 709
g20-g76 11 701 1430 2200 2839
g20-g77 11 8316 16627 25086 33085
g20-g78 11 99 204 389 406
g20-g79 11 135 276 416 550
g20-g80 11 47 86 125 163
g20-g81 11 236 504 724 959
g20-g83 11 238 619 772 1022
g20-g84 11 1502 3297 4891 6280
g20-g85 11 255 677 787 1071
g20-g87 11 248 506 783 1021
g20-g88 11 251 513 773 1054
g20-g89 11 280 570 859 1197
g20-g90 11 455 928 1436 1851
g20-g91 11 446 906 1404 1807
g20-g92 11 552 1125 1729 2242
g20-g94 11 754 1533 2386 3056
g20-g95 11 356 708 1170 1344
g20-g96 11 455 793 1302 1557
g20-g97 11 485 801 1193 1571
g20-g98 11 662 1137 1623 2101
g20-g99 11 533 1088 1592 2255
g21-g100 11 1073 2167 2795 4306
g21-g101 11 1312 2504 3371 5211
g21-g102 11 1313 2507 3349 5162
g21-g103 11 1286 2513 3358 5183
g21-g104 11 2026 3921 5242 8072
g21-g105 11 2033 4129 5486 8170
g21-g106 11 4727 9289 12147 18773
g21-g107 11 3821 7393 9922 15258
g21-g108 11 4526 8801 11666 18009
g21-g109 11 6402 12518 16968 25740
g21-g110 11 7522 14945 19611 30297
g21-g111 11 6327 12257 16375 25282
g21-g112 11 10034 19873 26321 40376
g21-g51 11 9 19 26 38
g21-g52 11 14 20 26 39
g21-g53 11 12 24 32 55
g21-g54 11 21 54 72 109
g21-g55 11 24 61 81 122
g21-g56 11 22 55 81 110
g21-g57 11 6 11 16 23
g21-g61 11 46 90 121 183
g21-g62 11 62 92 124 186
g21-g63 11 62 123 163 248
g21-g64 11 14624 30460 47859 61288
g21-g65 11 68 148 178 270
g21-g67 11 79 154 297 314
g21-g68 11 125 158 211 331
g21-g69 11 85 181 223 339
g21-g70 11 73 144 192 292
g21-g71 11 85 167 223 360
g21-g72 11 17 30 41 60
g21-g74 11 75 95 131 193
g21-g75 11 130 286 440 577
g21-g76 11 570 1453 2240 2886
g21-g77 11 8960 17843 29259 40212
g21-g78 11 127 248 332 513
g21-g79 11 172 336 483 685
g21-g80 11 53 95 130 194
g21-g81 11 299 583 832 1194
g21-g83 11 303 620 829 1272
g21-g84 11 1185 3213 5165 6413
g21-g85 11 324 633 845 1299
g21-g87 11 313 613 819 1255
g21-g88 11 338 647 830 1401
g21-g89 11 353 699 923 1419
g21-g90 11 574 1123 1501 2309
g21-g91 11 555 1146 1456 2227
g21-g92 11 682 1332 1804 2741
g21-g94 11 996 1999 2556 3813
g21-g95 11 485 804 1083 1653
g21-g96 11 490 1032 1252 1913
g21-g97 11 495 941 1263 1933
g21-g98 11 683 1264 1758 2598
g21-g99 11 657 1266 1692 2600
g22-g100 11 1158 2283 3010 3817
g22-g101 11 1386 3095 3608 4564
g22-g102 11 1452 2690 3611 4616
g22-g103 11 1800 3625 5018 6300
g22-g104 11 4369 8495 11605 15109
g22-g105 11 4319 8812 11691 15219
g22-g106 11 17535 33015 44523 56809
g22-g107 11 10139 19563 26595 34338
g22-g108 11 12750 24495 33292 42747
g22-g109 11 6971 13430 18098 22722
g22-g110 11 9494 19194 26119 33048
g22-g111 11 22563 42320 57088 72756
g22-g112 11 11782 22926 30767 38896
g22-g51 11 69 156 192 241
g22-g52 11 16 23 32 42
g22-g53 11 83 205 364 406
g22-g54 11 29 71 99 128
g22-g55 11 28 69 96 126
g22-g56 11 31 74 103 134
g22-g57 11 10 12 16 20
g22-g61 11 47 92 126 159
g22-g62 11 50 113 137 175
g22-g63 11 1699 2992 3787 4558
g22-g64 11 408120 803567 981597 1000000
g22-g65 11 112 228 340 414
g22-g67 11 82 159 216 273
g22-g68 11 24693 83085 103057 123592
g22-g69 11 90 183 274 339
g22-g70 11 77 148 202 255
g22-g71 11 95 224 266 356
g22-g72 11 24 47 80 86
g22-g74 11 70 115 158 202
g22-g75 11 197 410 592 759
g22-g76 11 643 1384 2020 2568
g22-g77 11 23916 47474 58689 96175
g22-g78 11 178 362 503 723
g22-g79 11 198 473 535 683
g22-g80 11 72 100 134 168
g22-g81 11 509 905 1252 1600
g22-g83 11 321 801 1152 1501
g22-g84 11 1286 2958 4327 5472
g22-g85 11 346 684 926 1140
g22-g87 11 372 733 997 1267
g22-g88 11 403 892 1037 1320
g22-g89 11 379 731 986 1245
g22-g90 11 634 1192 1609 2067
g22-g91 11 652 1367 1786 2188
g22-g92 11 804 1566 2155 2686
g22-g94 11 1025 1976 2816 3374
g22-g95 11 470 880 1178 1582
g22-g96 11 572 1045 1411 1748
g22-g97 11 539 1018 1368 1954
g22-g98 11 765 1517 1975 2522
g22-g99 11 789 1458 2213 2526
g23-g100 11 1053 2213 3288 4355
g23-g101 11 1274 2551 3801 5150
g23-g102 11 1237 2554 3889 5156
g23-g103 11 1241 2562 3894 5172
g23-g104 11 1980 4076 6466 8487
g23-g105 11 1989 4037 6176 8480
g23-g106 11 4536 9474 15718 24978
g23-g107 11 3736 7602 11762 17005
g23-g108 11 4402 8991 14384 20764
g23-g109 11 6267 13171 19566 25751
g23-g110 11 7276 15587 24659 101145
g23-g111 11 6205 12739 20869 33075
g23-g112 11 9722 20195 30932 43917
g23-g51 11 10 76 139 173
g23-g52 11 14 21 32 52
g23-g53 11 17 24 42 48
g23-g54 11 21 54 80 140
g23-g55 11 23 78 97 122
g23-g56 11 21 54 82 155
g23-g57 11 7 12 18 24
g23-g61 11 44 91 135 182
g23-g62 11 45 135 142 241
g23-g63 11 60 164 521 1830
g23-g64 11 102116 384622 1000000 1000000
g23-g65 11 65 137 199 269
g23-g67 11 94 156 231 312
g23-g68 11 118 2621 4858 418981
g23-g69 11 82 168 250 354
g23-g70 11 71 146 216 291
g23-g71 11 82 188 254 367
g23-g72 11 19 52 47 63
g23-g74 11 50 104 161 439
g23-g75 11 157 356 711 9274
g23-g76 11 681 1473 2313 179566
g23-g77 11 9825 40599 50974 475197
g23-g78 11 122 251 381 739
g23-g79 11 165 341 520 684
g23-g80 11 56 102 148 198
g23-g81 11 288 601 895 1191
g23-g83 11 291 630 958 1269
g23-g84 11 1239 3151 5201 234649
g23-g85 11 400 643 956 1294
g23-g87 11 303 624 946 1774
g23-g88 11 307 662 951 1629
g23-g89 11 341 702 1045 1483
g23-g90 11 554 1142 1702 2457
g23-g91 11 537 1112 1724 2397
g23-g92 11 661 1393 2132 2963
g23-g94 11 916 1886 2838 3873
g23-g95 11 430 835 1233 1677
g23-g96 11 639 994 1636 1924
g23-g97 11 495 1189 1529 1946
g23-g98 11 646 1298 1928 2604
g23-g99 11 646 1300 2041 2606
g24-g100 11 1021 1768 2588 3344
g24-g101 11 10268 11620 12857 14259
g24-g102 11 13743 15109 16449 17767
g24-g103 11 21487 22892 24295 25697
g24-g104 11 1000001 2355 2143 1887
g24-g105 11 1000001 2247 2136 1879
g24-g106 11 1000001 4170 3837 3286
g24-g107 11 1000002 4624 4195 3731
g24-g108 11 1000002 4671 4425 3846
g24-g109 11 49868 56169 62729 68122
g24-g110 11 1000004 1000001 1000002 1000004
g24-g111 11 1000001 6100 5783 5111
g24-g112 11 1000003 1000002 1000003 1000004
g24-g51 11 436349 1000000 1000000 1000000
g24-g52 11 1000000 1000000 1000000 1000000
g24-g53 11 66982 1000000 1000000 1000000
g24-g54 11 1000000 1000000 1000000 1000000
g24-g55 11 1000000 1000000 1000000 1000000
g24-g56 11 1000000 1000000 1000000 1000000
g24-g57 11 6 11 23 22
g24-g61 11 234 447 646 857
g24-g62 11 1000000 1000000 1000000 1000000
g24-g63 11 21494 151 30 20
g24-g64 11 1000000 1000000 1000000 1000000
g24-g65 11 1000000 1000000 1000000 1000000
g24-g67 11 690 787 915 968
g24-g68 11 1000000 1000000 1000000 1000000
g24-g69 11 382 763 1104 1521
g24-g70 11 79 141 211 307
g24-g71 11 408 787 1147 1586
g24-g72 11 94 129 171 2017
g24-g74 11 1000000 1000000 1000000 1000000
g24-g75 11 1000000 1000000 1000000 1000000
g24-g76 11 1000000 1000000 1000000 1000000
g24-g77 11 1000000 1000000 1000000 1000000
g24-g78 11 1000000 1000000 1000000 1000000
g24-g79 11 1000000 1000000 1000000 1000000
g24-g80 11 49 87 126 167
g24-g81 11 1000000 1000000 1000000 1000000
g24-g83 11 4455 5027 5365 5807
g24-g84 11 186453 197531 199635 201917
g24-g85 11 398 534 819 1009
g24-g87 11 1000000 1000000 1000000 1000000
g24-g88 11 1000000 1000000 1000000 1000000
g24-g89 11 312 616 853 1192
g24-g90 11 5581 6149 6801 7439
g24-g91 11 1000000 1000000 1000000 1000000
g24-g92 11 1000001 1000000 1000000 1000000
g24-g94 11 1000001 1000000 1000000 1000000
g24-g95 11 992 1426 877 814
g24-g96 11 2145 1127 1036 1039
g24-g97 11 796 1020 925 835
g24-g98 11 807952 987 976 820
g24-g99 11 807615 970 973 833
g25-g100 11 1274 2382 3338 4135
g25-g101 11 1524 2753 3943 4961
g25-g102 11 1564 2757 3851 5410
g25-g103 11 1545 3346 4919 6731
g25-g104 11 2480 6183 11237 22592
g25-g105 11 2546 6198 11245 22752
g25-g106 11 6163 53020 107200 151712
g25-g107 11 4882 35314 57476 81748
g25-g108 11 5732 41306 72643 102581
g25-g109 11 7654 13744 19225 24700
g25-g110 11 9773 18410 27012 36110
g25-g111 11 8409 67081 134737 191780
g25-g112 11 12340 22545 32906 44121
g25-g51 11 55 528 1267 1980
g25-g52 11 16 25 35 46
g25-g53 11 16 144 255 360
g25-g54 11 32 64 97 134
g25-g55 11 28 66 98 136
g25-g56 11 26 96 121 140
g25-g57 11 8 13 19 24
g25-g61 11 53 97 137 177
g25-g62 11 57 104 167 194
g25-g63 11 288 1554 3081 6540
g25-g64 11 242087 736077 1000000 1000000
g25-g65 11 79 179 294 407
g25-g67 11 92 167 234 318
g25-g68 11 2642 24247 45214 65797
g25-g69 11 100 183 266 423
g25-g70 11 86 240 219 283
g25-g71 11 100 185 273 454
g25-g72 11 31 37 63 92
g25-g74 11 65 121 173 230
g25-g75 11 230 428 641 862
g25-g76 11 769 1547 2265 3070
g25-g77 11 11997 23449 34774 583218
g25-g78 11 149 316 505 676
g25-g79 11 203 375 549 727
g25-g80 11 66 111 206 193
g25-g81 11 353 985 1218 1641
g25-g83 11 356 818 1187 1554
g25-g84 11 1624 3225 4869 6563
g25-g85 11 416 692 989 1307
g25-g87 11 375 716 1036 1367
g25-g88 11 376 723 1091 1414
g25-g89 11 449 756 1058 1363
g25-g90 11 681 1260 1722 2219
g25-g91 11 678 1252 1859 2505
g25-g92 11 1079 1554 2284 3085
g25-g94 11 1127 2036 2931 3732
g25-g95 11 520 904 1268 1751
g25-g96 11 595 1050 1526 1952
g25-g97 11 599 1056 1496 2309
g25-g98 11 788 1433 2115 3045
g25-g99 11 789 1540 2115 2932
g26-g100 11 1310 2529 3763 4709
g26-g101 11 1641 3028 4370 5617
g26-g102 11 1605 3032 4375 5604
g26-g103 11 1572 3035 4423 5685
g26-g104 11 2491 4778 7104 9544
g26-g105 11 2612 4889 7059 9572
g26-g106 11 5766 11471 18512 26892
g26-g107 11 4717 9193 13826 18931
g26-g108 11 5546 10810 16779 23285
g26-g109 11 7837 15115 21803 28372
g26-g110 11 9450 18584 28492 38133
g26-g111 11 7785 15426 24680 36150
g26-g112 11 12657 24181 35139 45287
g26-g51 11 27 60 96 146
g26-g52 11 12 25 38 49
g26-g53 11 17 28 41 52
g26-g54 11 26 63 92 146
g26-g55 11 29 70 101 131
g26-g56 11 31 64 106 167
g26-g57 11 8 15 20 26
g26-g61 11 55 107 155 235
g26-g62 11 59 114 165 214
g26-g63 11 75 277 777 1485
g26-g64 11 146932 307519 494839 838412
g26-g65 11 81 158 228 293
g26-g67 11 94 203 336 340
g26-g68 11 97 23604 95325 126434
g26-g69 11 102 199 287 369
g26-g70 11 89 172 264 318
g26-g71 11 154 199 291 392
g26-g72 11 21 39 55 70
g26-g74 11 69 143 192 251
g26-g75 11 264 456 733 981
g26-g76 11 1051 1932 2859 3927
g26-g77 11 10915 21867 32852 44472
g26-g78 11 153 296 437 581
g26-g79 11 208 403 604 746
g26-g80 11 65 121 169 214
g26-g81 11 362 700 1012 1296
g26-g83 11 366 882 1077 1670
g26-g84 11 2476 4191 6687 8668
g26-g85 11 394 761 1100 1424
g26-g87 11 381 841 1117 1438
g26-g88 11 407 747 1093 1522
g26-g89 11 430 844 1275 1565
g26-g90 11 713 1609 1954 2809
g26-g91 11 704 1325 1935 2505
g26-g92 11 865 1633 2390 3170
g26-g94 11 1159 2240 3366 4139
g26-g95 11 525 996 1581 1801
g26-g96 11 605 1148 1828 2158
g26-g97 11 609 1161 1654 2139
g26-g98 11 808 1543 2219 2844
g26-g99 11 829 1543 2214 2830
g27-g100 11 1190 2438 3611 4845
g27-g101 11 1421 3021 4455 5901
g27-g102 11 1424 2955 4325 5852
g27-g103 11 1426 2925 4330 5824
g27-g104 11 2390 4664 6810 9121
g27-g105 11 2290 4752 6799 9132
g27-g106 11 5213 10647 15721 21343
g27-g107 11 4290 8685 12788 17310
g27-g108 11 5137 10493 15099 20302
g27-g109 11 7111 14624 21586 28955
g27-g110 11 8417 17286 25449 34653
g27-g111 11 7111 14447 21220 28852
g27-g112 11 11116 22866 34098 45945
g27-g51 11 11 37 60 92
g27-g52 11 11 24 36 48
g27-g53 11 13 27 40 54
g27-g54 11 24 61 106 121
g27-g55 11 33 68 101 135
g27-g56 11 24 62 91 132
g27-g57 11 8 21 21 28
g27-g61 11 50 104 217 206
g27-g62 11 50 105 159 215
g27-g63 11 69 184 208 279
g27-g64 11 33202 114723 217965 331456
g27-g65 11 74 153 226 303
g27-g67 11 86 177 262 352
g27-g68 11 88 181 3015 5689
g27-g69 11 94 207 284 415
g27-g70 11 81 166 246 329
g27-g71 11 145 192 302 382
g27-g72 11 22 47 78 72
g27-g74 11 88 114 177 242
g27-g75 11 148 332 595 985
g27-g76 11 761 1466 2769 3695
g27-g77 11 10458 21786 34793 47785
g27-g78 11 155 287 557 567
g27-g79 11 282 413 574 770
g27-g80 11 65 118 167 225
g27-g81 11 329 676 999 1343
g27-g83 11 334 719 1133 1479
g27-g84 11 1674 3298 5975 8549
g27-g85 11 376 734 1087 1461
g27-g87 11 348 710 1051 1427
g27-g88 11 352 720 1067 1432
g27-g89 11 391 802 1210 1595
g27-g90 11 636 1306 1954 2626
g27-g91 11 620 1265 1877 2680
g27-g92 11 761 1555 2586 3121
g27-g94 11 1054 2156 3195 4504
g27-g95 11 499 1032 1426 1875
g27-g96 11 630 1109 1652 2173
g27-g97 11 571 1119 1630 2341
g27-g98 11 744 1780 2185 2936
g27-g99 11 817 1501 2187 2942
g28-g100 11 1519 2950 4171 5501
g28-g101 11 1814 3507 5093 7000
g28-g102 11 1816 3446 5002 6588
g28-g103 11 34785 1000001 1000001 1000001
g28-g104 11 9622 66693 112447 238344
g28-g105 11 9643 66945 113071 239461
g28-g106 11 89911 824906 1000002 1000002
g28-g107 11 31954 270043 473851 896480
g28-g108 11 45083 407378 724057 1000002
g28-g109 11 9127 17207 24930 32963
g28-g110 11 1000002 7175 1000001 1000002
g28-g111 11 113438 1000001 1000001 1000001
g28-g112 11 27184 1000003 1000006 1000007
g28-g51 11 84 1000000 1000000 1000000
g28-g52 11 1000000 1000000 1000000 1000000
g28-g53 11 112 503 749 875
g28-g54 11 1000000 1000000 1000000 1000000
g28-g55 11 1000000 1000000 1000000 2888
g28-g56 11 1000000 1000000 1000000 1000000
g28-g57 11 10 17 25 33
g28-g61 11 64 122 176 233
g28-g62 11 1000000 1000000 1000000 16660
g28-g63 11 22147 1000000 1000000 1000000
g28-g64 11 1000000 1000000 1000000 1000000
g28-g65 11 1000000 1000000 1000000 1000000
g28-g67 11 110 209 303 415
g28-g68 11 1000000 1000000 1000000 1000000
g28-g69 11 121 267 404 606
g28-g70 11 103 198 289 802
g28-g71 11 127 308 471 10145
g28-g72 11 31 7556 7714 12721
g28-g74 11 1000000 1000000 1000000 1000000
g28-g75 11 1000000 1000000 1000000 1000000
g28-g76 11 1000000 1000000 1000000 1000000
g28-g77 11 1000000 1000000 1000000 1000000
g28-g78 11 1000000 1000000 1000000 94
g28-g79 11 1000000 1000000 1000000 1000000
g28-g80 11 81 141 202 291
g28-g81 11 1000000 1000000 1000000 1000000
g28-g83 11 424 313548 353485 1000000
g28-g84 11 1000001 1000001 1000000 42
g28-g85 11 456 895 1257 1660
g28-g87 11 791 1000000 1000000 460038
g28-g88 11 1000000 1000000 1000000 63353
g28-g89 11 499 1058 1372 1809
g28-g90 11 812 1573 2233 2946
g28-g91 11 1246 1000001 1000000 1000000
g28-g92 11 1615 1000001 1000000 1000001
g28-g94 11 1339 2667 3699 1000001
g28-g95 11 687 1192 1876 2485
g28-g96 11 721 1404 2053 3439
g28-g97 11 731 1358 1975 2890
g28-g98 11 1011 2286 3422 7757
g28-g99 11 1028 2240 3432 7502
g29-g100 11 1547 3069 4588 6171
g29-g101 11 1936 3740 5492 7379
g29-g102 11 1852 3692 5504 7381
g29-g103 11 1856 3750 5504 7394
g29-g104 11 3194 5710 8582 11509
g29-g105 11 3109 5759 8603 11636
g29-g106 11 6752 13659 20293 27240
g29-g107 11 5522 10841 16371 21750
g29-g108 11 6511 12912 19195 25779
g29-g109 11 9284 18216 27424 36818
g29-g110 11 10901 21704 34200 45473
g29-g111 11 9140 18021 27413 36617
g29-g112 11 14717 29200 43854 58826
g29-g51 11 31 67 103 141
g29-g52 11 20 37 46 63
g29-g53 11 17 34 64 68
g29-g54 11 40 75 124 151
g29-g55 11 34 116 127 182
g29-g56 11 37 77 158 172
g29-g57 11 9 24 26 32
g29-g61 11 66 130 194 261
g29-g62 11 69 136 205 280
g29-g63 11 106 193 306 450
g29-g64 11 160911 322263 509057 683378
g29-g65 11 97 197 286 384
g29-g67 11 112 222 332 448
g29-g68 11 115 38124 79589 119572
g29-g69 11 122 241 432 483
g29-g70 11 105 207 310 434
g29-g71 11 122 254 361 485
g29-g72 11 24 42 77 82
g29-g74 11 78 149 226 305
g29-g75 11 266 518 818 1316
g29-g76 11 1036 2001 3151 4525
g29-g77 11 13437 27592 41290 55128
g29-g78 11 181 358 536 772
g29-g79 11 247 485 728 989
g29-g80 11 75 137 203 268
g29-g81 11 533 933 1268 1702
g29-g83 11 434 900 1354 1816
g29-g84 11 2290 4662 7166 10039
g29-g85 11 466 932 1381 1881
g29-g87 11 451 888 1334 1794
g29-g88 11 543 901 1352 1817
g29-g89 11 509 1006 1604 2091
g29-g90 11 828 1635 2455 3326
g29-g91 11 805 1596 2402 3227
g29-g92 11 1017 2093 2962 4231
g29-g94 11 1412 2702 4060 5522
g29-g95 11 612 1164 1740 2326
g29-g96 11 704 1352 2026 2761
g29-g97 11 855 1366 2055 2737
g29-g98 11 944 1839 2786 3758
g29-g99 11 945 1839 2759 3697
g3-g100 11 112 163 205 268
g3-g101 11 10434 19274 26838 33236
g3-g102 11 28318 52521 72674 61
g3-g103 11 118473 221852 308621 62
g3-g104 11 3201 5776 7947 144
