instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
g44-g59-normed 11 874624 41114 665785 6624 925909 28059 916223 20431 945087 28726 943625 26803 956067 24552 956043 24628
g44-g60-normed 11 973540 199445 956258 106354 975020 159448 974650 156928 976621 135300 976621 135866 978118 117033 978118 117199
g44-g66-normed 11 747465 22060 665531 19425 896649 26362 896649 26362 930616 35384 930616 35384 947124 32674 947124 32674
g44-g73-normed 11 968344 124715 950587 69970 970021 90270 969903 92586 972642 71564 972642 72079 975299 59961 975299 60113
g44-g82-normed 11 749836 8890 749836 8890 898910 10665 898910 10665 932477 19778 932477 19778 949315 15993 949315 15993
g44-g86-normed 11 666086 1936 666086 1936 888215 2507 888215 2507 915992 16347 915992 16347 940554 9640 940554 9640
g44-g93-normed 11 991542 208643 991542 300219 991542 208643 991542 268940 991542 208643 991542 248428 991542 208643 991542 233473
g45-g58-normed 11 878930 44067 665785 6562 928483 27881 914872 17097 946333 29179 944708 26615 956695 24902 956665 24785
g45-g59-normed 11 876817 41345 665785 6624 927224 26581 918007 18641 944847 28835 943883 26756 955931 24459 955638 24645
g45-g60-normed 11 972959 187957 956979 104770 974408 150089 974267 152530 976282 127798 976282 128363 977746 110980 977746 111127
g45-g66-normed 11 747465 22060 665531 19425 896649 26362 896649 26362 938193 34116 938193 34116 947124 32674 947124 32674
g45-g73-normed 11 967622 113928 952012 71420 969114 84589 968997 86748 972292 67648 972292 68164 974656 56852 974656 56981
g45-g82-normed 11 749836 8890 749836 8890 898910 10665 898910 10665 940458 17769 940458 17769 949315 15993 949315 15993
g45-g86-normed 11 666086 1936 666086 1936 899132 2591 899132 2591 915992 16347 915992 16347 940554 9640 940554 9640
g45-g93-normed 11 991171 201142 991171 289333 991171 201142 991171 257477 991171 201142 991171 237183 991171 201142 991171 223099
g46-g58-normed 11 422087 288844 0 0 606056 488693 0 0 746434 574811 746434 574811 834293 543537 834293 543537
g46-g59-normed 11 582535 388238 0 0 663797 553431 0 0 757420 659026 757420 659026 805650 663480 805650 663480
g46-g60-normed 11 964150 492717 842824 459799 967360 458168 967360 462013 969718 423368 969718 424937 972307 389472 972307 389923
g46-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g46-g73-normed 11 966683 453620 960019 453005 970157 414281 970157 421882 973042 377041 973042 380257 975200 341439 975200 342479
g46-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g46-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g46-g93-normed 11 991542 212659 991542 322282 991542 212659 991542 278754 991542 212659 991542 242553 991542 212659 991542 223384
g47-g58-normed 11 422087 288844 0 0 597516 490575 0 0 749573 582165 749573 582165 832374 546978 832374 546978
g47-g59-normed 11 582535 388238 0 0 677207 575679 0 0 757245 665985 757245 665985 805650 663480 805650 663480
g47-g60-normed 11 964288 491750 867044 474212 967113 456862 967113 460815 969803 420684 969803 422285 971752 386585 971752 387020
g47-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g47-g73-normed 11 966923 450783 960333 450564 970260 413211 970260 420816 973018 375410 973018 378514 974727 341085 974727 342046
g47-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g47-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g47-g93-normed 11 991408 212452 991408 320869 991408 212452 991408 277515 991408 212452 991408 241628 991408 212452 991408 222570
g48-g58-normed 11 0 0 0 0 357092 285661 0 0 614076 509460 614076 509460 769035 554938 769035 554938
g48-g59-normed 11 0 0 0 0 560219 424293 0 0 689996 588464 689996 588464 761079 622260 761079 622260
g48-g60-normed 11 960961 528114 0 0 963744 495500 963744 498043 966649 463011 966649 464066 969290 424213 969290 424608
g48-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g48-g73-normed 11 963725 493904 922324 429773 966803 457703 966803 462504 969801 423315 969801 425436 972220 384200 972220 384910
g48-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g48-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g48-g93-normed 11 991542 218309 991542 333099 991542 218309 991542 293798 991542 218309 991542 256326 991542 218309 991542 233699
g49-g58-normed 11 551319 324564 0 0 633395 363788 0 0 741842 377068 294700 195685 802629 355789 751348 358639
g49-g59-normed 11 660173 399569 0 0 684342 400265 0 0 747037 407442 251646 193144 770106 375767 571644 378470
g49-g60-normed 11 960824 517074 960903 523852 963723 484510 964183 488821 966192 450294 966518 453704 969138 411124 969233 415358
g49-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g49-g73-normed 11 964362 477491 964328 485984 966842 444702 967015 455572 969536 405686 969476 415823 971847 363657 971951 371194
g49-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g49-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g49-g93-normed 11 991542 221019 991542 254419 991542 221019 991542 247677 991542 221019 991542 242660 991542 221019 991542 238642
g5-g58-normed 11 891817 273981 891725 682311 895049 268486 895049 391406 898447 238465 898447 238465 899246 221566 899246 221566
g5-g59-normed 11 890592 273384 890569 644783 894194 264104 894194 368709 897874 229933 897874 229933 899840 219342 899840 219342
g5-g60-normed 11 901005 290636 901665 627907 901799 278715 901799 382934 902716 259580 902716 259580 902211 259388 902211 259388
g5-g66-normed 11 905974 336909 905974 793280 905974 336909 905974 458389 905974 336909 905974 336909 905974 336909 905974 336909
g5-g73-normed 11 902032 270885 901854 696727 902595 261982 902595 394931 901945 236200 901945 236200 902212 238207 902212 238207
g5-g82-normed 11 908347 333554 901341 842378 908347 333554 908347 477978 908347 333554 908347 333554 908347 333554 908347 333554
g5-g86-normed 11 0 0 0 0 899132 201205 899132 399732 899132 201205 899132 201205 899132 201205 899132 201205
g5-g93-normed 11 908372 361946 908372 454570 908372 361946 908372 390563 908372 361946 908372 361946 908372 361946 908372 361946
g50-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g60-normed 11 847905 266556 431288 85702 862761 261351 698755 128222 875784 254102 872111 234675 886613 276509 885033 265170
g50-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g73-normed 11 864747 266034 456689 127745 877911 268490 864299 201068 889039 292053 886259 272335 897236 307551 895384 296827
g50-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g50-g93-normed 11 991542 419119 991542 488524 991542 419119 991542 484468 991542 419119 991542 481173 991542 419119 991542 478982
g6-g58-normed 11 926696 153406 925944 385777 917670 99143 917670 134275 928789 95370 928789 102991 935846 106018 935846 106347
g6-g59-normed 11 925180 149807 924521 370307 917052 98613 917052 131502 927842 94443 927842 101190 935779 105631 935779 105872
g6-g60-normed 11 937545 165512 937521 378337 938746 150350 938746 200722 940526 147606 940526 161051 941999 154117 941999 155201
g6-g66-normed 11 944453 199194 926304 443669 944453 199194 944117 280760 944453 199194 944453 229155 944453 199194 944453 207098
g6-g73-normed 11 932144 126599 930554 373463 933803 112512 933803 164796 938466 115561 938466 128962 941531 129830 941531 130604
g6-g82-normed 11 946177 189066 874585 212171 946177 189066 943670 246331 946177 189066 946177 224022 946177 189066 946177 198491
g6-g86-normed 11 0 0 0 0 832436 112440 832436 167595 915992 71181 915992 98384 940554 113383 940554 113383
g6-g93-normed 11 946788 257721 946788 318678 946788 257721 946788 275989 946788 257721 946788 263176 946788 257721 946788 259320
g7-g58-normed 11 486893 230161 486893 230161 644180 306097 644180 306097 820420 402759 820420 421085 837121 412458 837121 426627
g7-g59-normed 11 486893 230161 486893 230161 644180 306097 644180 306097 722101 341871 722101 341871 722101 341871 722101 341871
g7-g60-normed 11 930948 473283 930948 539869 933958 477375 933958 580534 935988 479614 935988 623714 938479 483982 938479 674040
g7-g66-normed 11 947124 497612 0 0 947124 497612 0 0 947124 497612 0 0 947124 497612 0 0
g7-g73-normed 11 935988 480322 935988 653271 938303 483885 938303 674592 938823 483939 938823 693456 939189 484671 939189 707254
g7-g82-normed 11 949315 499178 0 0 949315 499178 0 0 949315 499178 0 0 949315 499178 0 0
g7-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g7-g93-normed 11 949517 493584 949517 567799 949517 493584 949517 567799 949517 493584 949517 567799 949517 493584 949517 567799
g8-g58-normed 11 948306 183696 947880 296105 946484 148099 946484 165338 949960 124900 949960 126560 953044 114249 953044 114772
g8-g59-normed 11 948541 184328 946971 287323 946284 147687 946284 165014 949751 123480 949751 125385 952620 113384 952620 113918
g8-g60-normed 11 958797 177251 958758 287492 958867 158730 958867 181223 959889 143727 959889 147083 961028 140840 961028 142069
g8-g66-normed 11 963220 157024 946736 300181 963220 157024 963220 220282 963220 157024 963220 170798 963220 157024 963220 160195
g8-g73-normed 11 957367 146737 956845 271783 956287 130357 956287 152074 957107 119179 957107 121596 960284 117994 960284 119151
g8-g82-normed 11 965347 145966 944747 293126 965347 145966 966125 218323 965347 145966 965347 161718 965347 145966 965347 149777
g8-g86-normed 11 666086 1936 0 0 899132 161381 899132 161381 922304 131939 922304 131939 946365 128856 946365 128856
g8-g93-normed 11 966153 227128 966153 271340 966153 227128 966153 239878 966153 227128 966153 229651 966153 227128 966153 227780
g9-g58-normed 11 949099 52511 947785 87299 954538 38951 954273 42532 957523 40249 957523 40338 959839 44115 959839 44150
g9-g59-normed 11 950803 53121 949952 87220 955060 39800 955114 42392 957867 40375 957437 40162 960069 44558 960069 44591
g9-g60-normed 11 964175 91373 963990 144034 964851 83852 964719 90196 966168 85278 966168 85365 967495 88918 967495 88964
g9-g66-normed 11 969906 114627 944453 123151 969906 114627 956855 124734 969906 114627 969906 116323 969906 114627 969906 115837
g9-g73-normed 11 961153 50656 960640 111831 962528 47514 962485 54812 964408 50857 964454 51187 966466 57386 966466 57405
g9-g82-normed 11 971938 100956 945463 110867 971938 100956 957229 94611 971938 100956 971753 95344 971938 100956 971938 101496
g9-g86-normed 11 832436 2367 832436 2367 932609 11341 932609 11341 943756 8849 943756 8849 943756 8849 943756 8849
g9-g93-normed 11 972387 194021 972387 215613 972387 194021 972387 199071 972387 194021 972387 196024 972387 194021 972387 195555
phase-30-150-0.34-0.36-0.42-1 12 960603 434260 960603 434260 960603 434260 960603 434260 960603 434260 960603 434260 960603 434260 960603 434260
phase-30-150-0.34-0.36-0.42-2 12 960603 448977 960603 448977 960603 448977 960603 448977 960603 448977 960603 448977 960603 448977 960603 448977
phase-30-150-0.34-0.36-0.42-3 12 960603 446246 960603 446246 960603 446246 960603 446246 960603 446246 960603 446246 960603 446246 960603 446246
phase-30-150-0.34-0.36-0.42-4 12 960603 448879 960603 448879 960603 448879 960603 448879 960603 448879 960603 448879 960603 448879 960603 448879
phase-30-150-0.34-0.36-0.42-5 12 960603 448116 960603 448116 960603 448116 960603 448116 960603 448116 960603 448116 960603 448116 960603 448116
phase-30-150-0.34-0.36-0.42-6 12 960603 455742 960603 455742 960603 455742 960603 455742 960603 455742 960603 455742 960603 455742 960603 455742
phase-30-150-0.34-0.36-0.42-7 12 960603 436997 960603 436997 960603 436997 960603 436997 960603 436997 960603 436997 960603 436997 960603 436997
phase-30-150-0.34-0.36-0.42-8 12 960603 456154 960603 456154 960603 456154 960603 456154 960603 456154 960603 456154 960603 456154 960603 456154
phase-30-150-0.38-0.38-0.44-1 12 960603 469362 960603 469362 960603 469362 960603 469362 960603 469362 960603 469362 960603 469362 960603 469362
phase-30-150-0.38-0.38-0.44-2 12 960603 469334 960603 469334 960603 469334 960603 469334 960603 469334 960603 469334 960603 469334 960603 469334
phase-30-150-0.38-0.38-0.44-3 12 960603 461446 960603 461446 960603 461446 960603 461446 960603 461446 960603 461446 960603 461446 960603 461446
phase-30-150-0.38-0.38-0.44-4 12 960603 466699 960603 466699 960603 466699 960603 466699 960603 466699 960603 466699 960603 466699 960603 466699
phase-30-150-0.38-0.38-0.44-5 12 960603 463552 960603 463552 960603 463552 960603 463552 960603 463552 960603 463552 960603 463552 960603 463552
phase-30-150-0.38-0.38-0.44-6 12 960603 463750 960603 463750 960603 463750 960603 463750 960603 463750 960603 463750 960603 463750 960603 463750
phase-30-150-0.38-0.38-0.44-7 12 960603 462900 960603 462900 960603 462900 960603 462900 960603 462900 960603 462900 960603 462900 960603 462900
phase-30-150-0.38-0.38-0.44-8 12 960603 465916 960603 465916 960603 465916 960603 465916 960603 465916 960603 465916 960603 465916 960603 465916
phase-30-150-0.40-0.46-0.48-1 12 960603 474895 960603 474895 960603 474895 960603 474895 960603 474895 960603 474895 960603 474895 960603 474895
phase-30-150-0.40-0.46-0.48-2 12 960603 475882 960603 475882 960603 475882 960603 475882 960603 475882 960603 475882 960603 475882 960603 475882
phase-30-150-0.40-0.46-0.48-3 12 960603 472812 960603 472812 960603 472812 960603 472812 960603 472812 960603 472812 960603 472812 960603 472812
phase-30-150-0.40-0.46-0.48-4 12 960603 474110 960603 474110 960603 474110 960603 474110 960603 474110 960603 474110 960603 474110 960603 474110
phase-30-150-0.40-0.46-0.48-5 12 960603 475403 960603 475403 960603 475403 960603 475403 960603 475403 960603 475403 960603 475403 960603 475403
phase-30-150-0.40-0.46-0.48-6 12 960603 473910 960603 473910 960603 473910 960603 473910 960603 473910 960603 473910 960603 473910 960603 473910
phase-30-150-0.40-0.46-0.48-7 12 960603 470083 960603 470083 960603 470083 960603 470083 960603 470083 960603 470083 960603 470083 960603 470083
phase-30-150-0.40-0.46-0.48-8 12 960603 470787 960603 470787 960603 470787 960603 470787 960603 470787 960603 470787 960603 470787 960603 470787
phase-30-150-0.42-0.46-0.50-1 12 960603 477143 960603 477143 960603 477143 960603 477143 960603 477143 960603 477143 960603 477143 960603 477143
phase-30-150-0.42-0.46-0.50-2 12 960603 477140 960603 477140 960603 477140 960603 477140 960603 477140 960603 477140 960603 477140 960603 477140
phase-30-150-0.42-0.46-0.50-3 12 960603 476054 960603 476054 960603 476054 960603 476054 960603 476054 960603 476054 960603 476054 960603 476054
phase-30-150-0.42-0.46-0.50-4 12 960603 479682 960603 479682 960603 479682 960603 479682 960603 479682 960603 479682 960603 479682 960603 479682
phase-30-150-0.42-0.46-0.50-5 12 960603 478551 960603 478551 960603 478551 960603 478551 960603 478551 960603 478551 960603 478551 960603 478551
phase-30-150-0.42-0.46-0.50-6 12 960603 477373 960603 477373 960603 477373 960603 477373 960603 477373 960603 477373 960603 477373 960603 477373
phase-30-150-0.42-0.46-0.50-7 12 960603 475711 960603 475711 960603 475711 960603 475711 960603 475711 960603 475711 960603 475711 960603 475711
phase-30-150-0.42-0.46-0.50-8 12 960603 481136 960603 481136 960603 481136 960603 481136 960603 481136 960603 481136 960603 481136 960603 481136
phase-30-150-0.44-0.46-0.50-1 12 960603 478148 960603 478148 960603 478148 960603 478148 960603 478148 960603 478148 960603 478148 960603 478148
phase-30-150-0.44-0.46-0.50-2 12 960603 479177 960603 479177 960603 479177 960603 479177 960603 479177 960603 479177 960603 479177 960603 479177
phase-30-150-0.44-0.46-0.50-3 12 960603 479285 960603 479285 960603 479285 960603 479285 960603 479285 960603 479285 960603 479285 960603 479285
phase-30-150-0.44-0.46-0.50-4 12 960603 475103 960603 475103 960603 475103 960603 475103 960603 475103 960603 475103 960603 475103 960603 475103
phase-30-150-0.44-0.46-0.50-5 12 960603 476891 960603 476891 960603 476891 960603 476891 960603 476891 960603 476891 960603 476891 960603 476891
phase-30-150-0.44-0.46-0.50-6 12 960603 478838 960603 478838 960603 478838 960603 478838 960603 478838 960603 478838 960603 478838 960603 478838
phase-30-150-0.44-0.46-0.50-7 12 960603 478586 960603 478586 960603 478586 960603 478586 960603 478586 960603 478586 960603 478586 960603 478586
phase-30-150-0.44-0.46-0.50-8 12 960603 478990 960603 478990 960603 478990 960603 478990 960603 478990 960603 478990 960603 478990 960603 478990
phase-30-150-0.46-0.50-0.52-1 12 960603 479758 960603 479758 960603 479758 960603 479758 960603 479758 960603 479758 960603 479758 960603 479758
phase-30-150-0.46-0.50-0.52-2 12 960603 481054 960603 481054 960603 481054 960603 481054 960603 481054 960603 481054 960603 481054 960603 481054
phase-30-150-0.46-0.50-0.52-3 12 960603 482134 960603 482134 960603 482134 960603 482134 960603 482134 960603 482134 960603 482134 960603 482134
phase-30-150-0.46-0.50-0.52-4 12 960603 481876 960603 481876 960603 481876 960603 481876 960603 481876 960603 481876 960603 481876 960603 481876
phase-30-150-0.46-0.50-0.52-5 12 960603 480999 960603 480999 960603 480999 960603 480999 960603 480999 960603 480999 960603 480999 960603 480999
phase-30-150-0.46-0.50-0.52-6 12 960603 480271 960603 480271 960603 480271 960603 480271 960603 480271 960603 480271 960603 480271 960603 480271
phase-30-150-0.46-0.50-0.52-7 12 960603 481179 960603 481179 960603 481179 960603 481179 960603 481179 960603 481179 960603 481179 960603 481179
phase-30-150-0.46-0.50-0.52-8 12 960603 480223 960603 480223 960603 480223 960603 480223 960603 480223 960603 480223 960603 480223 960603 480223
phase-30-150-0.48-0.50-0.54-1 12 960603 481847 960603 481847 960603 481847 960603 481847 960603 481847 960603 481847 960603 481847 960603 481847
phase-30-150-0.48-0.50-0.54-2 12 960603 480403 960603 480403 960603 480403 960603 480403 960603 480403 960603 480403 960603 480403 960603 480403
phase-30-150-0.48-0.50-0.54-3 12 960603 481725 960603 481725 960603 481725 960603 481725 960603 481725 960603 481725 960603 481725 960603 481725
phase-30-150-0.48-0.50-0.54-4 12 960603 480449 960603 480449 960603 480449 960603 480449 960603 480449 960603 480449 960603 480449 960603 480449
