instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
g16-g80 11 0 0 0 0 0 0 0 0 70976 265 70976 265 535775 15179 535775 15179
g16-g81 11 980341 143548 608808 7245 980341 143548 938251 241381 980341 143548 973148 180657 980341 143548 980022 156798
g16-g83 11 966496 164470 799975 318073 975814 135612 946445 234062 979657 139421 973325 177745 980310 141362 980310 157472
g16-g84 11 980310 218244 980310 378434 980310 218244 980310 285188 980310 218244 980310 245069 980310 218244 980310 230635
g16-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 500544 1395 500544 1395
g16-g87 11 962335 116646 929853 290291 967929 117508 960217 191565 972244 117912 970799 138753 975557 120051 975735 128896
g16-g88 11 973592 123099 967005 368244 976021 123407 973552 210026 977281 124219 976780 149482 978337 125573 978313 136430
g16-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 499909 1866 499909 1866
g16-g90 11 800070 321213 0 0 874708 344898 874708 498937 932588 224207 932588 259811 956052 176193 956052 194487
g16-g91 11 406652 35244 245758 10456 719758 66875 697431 59396 873904 124286 872930 124906 925443 141003 925443 141566
g16-g92 11 457143 32506 271313 15361 743827 71000 726480 67369 878472 120138 877046 121516 928186 135623 928186 136386
g16-g94 11 893901 159958 0 0 946297 164966 916349 276836 961060 149302 957284 178923 967040 141324 967040 149552
g16-g95 11 740230 99412 314993 46135 469684 27933 445113 29233 671631 48171 671049 48956 805423 68277 805423 68769
g16-g96 11 765800 100118 338007 43004 590017 37368 550573 42453 771578 61888 771061 65025 857423 82308 857423 83194
g16-g97 11 725941 153687 0 0 488178 32721 439794 24010 709070 49279 709653 50035 839902 87337 839902 87667
g16-g98 11 873908 106847 686278 104135 856908 83308 824545 104788 917316 95322 915964 102083 937187 107125 937528 109020
g16-g99 11 878567 108403 696105 110829 860829 84766 829948 106875 919287 94626 917417 103318 938159 106473 938457 109601
g17-g100 11 0 0 0 0 0 0 0 0 916053 112111 916053 112111 963672 72368 963672 72368
g17-g101 11 983813 57216 0 0 983813 57216 983813 104145 983813 57216 983813 57216 983813 57216 983813 57216
g17-g102 11 983813 58009 0 0 983813 58009 983813 104275 983813 58009 983813 58009 983813 58009 983813 58009
g17-g103 11 983813 59541 0 0 983813 59541 983813 104063 983813 59541 983813 59541 983813 59541 983813 59541
g17-g104 11 983318 56407 983487 145619 983555 55471 983353 97192 983320 54376 983320 54376 983570 53854 983570 53854
g17-g105 11 983348 56406 983415 145147 983448 55505 983377 96942 983397 54209 983397 54209 983868 54049 983868 54049
g17-g106 11 983844 54962 983568 144372 983928 54409 983809 97656 983776 54750 983776 54750 984099 55357 984099 55357
g17-g107 11 983400 55699 983582 144762 983406 54750 983683 96836 983596 54216 983596 54216 983746 53578 983746 53578
g17-g108 11 983336 55118 983582 144666 983697 54400 983586 96625 983419 53501 983419 53501 983918 53909 983918 53909
g17-g109 11 984125 55894 984125 149851 984125 55894 984125 103287 984125 55894 984125 55894 984125 55894 984125 55894
g17-g110 11 984028 56435 984028 148224 984228 56130 984228 102806 984135 56907 984135 56907 984317 56890 984317 56890
g17-g111 11 983562 54937 983623 144483 983796 54380 983590 97687 983937 53355 983937 53355 983885 53636 983885 53636
g17-g112 11 983240 53526 981281 135951 983892 53886 983892 97811 984238 53899 984238 53899 983934 55089 983934 55089
g17-g51 11 972681 158960 973042 189425 975176 130224 975176 143605 976324 110522 976324 110522 977565 99479 977565 99479
g17-g52 11 971382 114232 970727 168845 975911 91415 975911 118791 977491 83046 977491 83046 978431 79701 978431 79701
g17-g53 11 978287 106157 978287 180638 978287 106157 978287 137552 978287 106157 978287 106157 978287 106157 978287 106157
g17-g54 11 979558 92986 979242 163418 979861 88606 979861 120175 980177 83896 980177 83896 980394 81022 980394 81022
g17-g55 11 980374 81498 980215 159387 980583 80477 980583 117877 980530 79994 980530 79994 980687 80001 980687 80001
g17-g56 11 979733 93765 979408 163411 980062 89502 980062 121011 980157 85699 980157 85699 980397 82258 980397 82258
g17-g57 11 788047 533521 730187 591811 869778 341152 847966 410193 883222 76198 883222 76198 963901 69828 963901 69828
g17-g61 11 981522 68822 981522 158282 981481 69680 981481 114992 981481 69680 981481 69680 981481 69680 981481 69680
g17-g62 11 978798 82349 978582 141517 980535 71767 980535 99900 981485 67190 981485 67190 982168 66607 982168 66607
g17-g63 11 981988 86231 981988 162400 981988 86231 981988 124548 981988 86231 981988 86231 981988 86231 981988 86231
g17-g64 11 981988 163932 981988 196404 981988 163932 981988 179988 981988 163932 981988 163932 981988 163932 981988 163932
g17-g65 11 982288 77860 982288 156757 982288 77860 982288 112673 982288 77860 982288 77860 982288 77860 982288 77860
g17-g67 11 982316 66140 0 0 982316 66140 982316 109919 982316 66140 982316 66140 982316 66140 982316 66140
g17-g68 11 982316 111553 982316 168960 982316 111553 982316 140601 982316 111553 982316 111553 982316 111553 982316 111553
g17-g69 11 982338 64896 982338 155974 982252 65161 982252 111172 982252 65161 982252 65161 982252 65161 982252 65161
g17-g70 11 971921 71088 934531 220091 977609 63421 977609 97082 981391 59438 981391 59438 982388 59290 982388 59290
g17-g71 11 982455 64446 982455 155735 982582 65195 982582 110779 982582 65195 982582 65195 982582 65195 982582 65195
g17-g72 11 953588 221673 951602 271128 961443 169640 961443 188463 944085 69395 944085 69395 970244 64352 970244 64352
g17-g74 11 975771 147961 975771 180098 973974 92364 973974 106761 977843 66995 977843 66995 982695 61209 982695 61209
g17-g75 11 981983 141158 981938 186929 981920 139225 981920 162438 981752 131121 981752 131121 982097 105699 982097 105699
g17-g76 11 982651 231617 982651 260818 982651 231617 982651 246342 982562 230905 982562 230905 983006 226918 983006 226918
g17-g77 11 982777 443050 982777 446822 982777 443050 982777 444959 982777 443050 982777 443050 982777 443050 982777 443050
g17-g78 11 982648 70177 982761 155698 982988 70274 982988 113307 982894 70386 982894 70386 982720 70404 982720 70404
g17-g79 11 976686 65967 977152 136048 982168 59453 982168 99061 983023 60348 983023 60348 983034 60874 983034 60874
g17-g80 11 944642 121941 0 0 963050 90979 962694 119650 949467 63902 949467 63902 971912 62600 971912 62600
g17-g81 11 983394 64904 983287 148457 983394 64904 983394 106606 983394 64904 983394 64904 983394 64904 983394 64904
g17-g83 11 983400 62963 983400 152587 983400 62963 983400 108225 983400 62963 983400 62963 983400 62963 983400 62963
g17-g84 11 983400 157955 983400 198735 983400 157955 983400 178580 983400 157955 983400 157955 983400 157955 983400 157955
g17-g85 11 749054 2117 0 0 963073 73316 963073 83419 967940 72330 967940 72330 977979 64934 977979 64934
g17-g87 11 983088 60716 982876 146642 983201 60149 983201 103546 983571 60408 983571 60408 983474 60344 983474 60344
g17-g88 11 983189 61573 983013 148720 983410 60892 983410 105078 983352 61029 983352 61029 983443 61075 983443 61075
g17-g89 11 983466 57857 0 0 983466 57857 983466 104367 983466 57857 983466 57857 983466 57857 983466 57857
g17-g90 11 983704 58851 983704 151678 983704 58851 983704 105507 983704 58851 983704 58851 983704 58851 983704 58851
g17-g91 11 982569 56269 980705 137666 983274 56870 983274 100444 983626 56600 983626 56600 983613 57467 983613 57467
g17-g92 11 982779 56120 980803 137429 983580 56162 983580 99874 983785 56256 983785 56256 983816 56802 983816 56802
g17-g94 11 983655 57569 983771 150231 983753 57694 983753 104703 983858 57550 983858 57550 983825 57449 983825 57449
g17-g95 11 976783 68973 975778 163536 978283 61904 978171 95411 975265 56817 975265 56817 978553 56410 978553 56410
g17-g96 11 978802 66058 977419 158091 979317 59664 979265 94664 977416 56561 977416 56561 980083 54760 980083 54760
g17-g97 11 979252 63633 976316 154392 979461 59340 979449 94159 978519 55666 978519 55666 980441 55094 980441 55094
g17-g98 11 981416 58898 981211 146201 981937 56831 981937 95226 981880 54795 981880 54795 982730 53732 982730 53732
g17-g99 11 981816 59200 981352 144921 982286 56854 982286 95599 981822 54945 981822 54945 982598 54183 982598 54183
g18-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g18-g101 11 983813 65092 0 0 983813 65092 983813 126460 983813 65092 983813 65092 983813 65092 983813 65092
g18-g102 11 983813 65863 0 0 983813 65863 983813 126375 983813 65863 983813 65863 983813 65863 983813 65863
g18-g103 11 983813 67397 0 0 983813 67397 983813 125606 983813 67397 983813 67397 983813 67397 983813 67397
g18-g104 11 983562 68074 983182 190475 983766 66294 983766 127641 983761 65664 983761 65664 983957 65024 983957 65024
g18-g105 11 983543 67222 983573 190417 983704 66626 983704 127559 983673 65846 983673 65846 983722 64711 983722 64711
g18-g106 11 983966 64903 983739 188806 983911 65083 983911 125986 983928 63970 983928 63970 984090 63955 984090 63955
g18-g107 11 983880 66603 983690 189716 983869 65531 983869 126994 983665 64634 983665 64634 983981 63931 983981 63931
g18-g108 11 983747 66041 983742 189485 983965 65117 983965 126795 984036 64679 984036 64679 984345 64330 984345 64330
g18-g109 11 984125 63679 984125 187828 984125 63679 984125 125810 984125 63679 984125 63679 984125 63679 984125 63679
g18-g110 11 983935 64819 983935 187568 984185 64863 984185 126074 984208 64816 984208 64816 984317 64615 984317 64615
g18-g111 11 983987 65326 983866 189746 983889 65071 983889 126713 984041 64341 984041 64341 984138 64096 984138 64096
g18-g112 11 984044 63788 983809 189114 984127 63018 984127 125147 984085 63387 984085 63387 984070 62984 984070 62984
g18-g51 11 969969 196284 969969 233189 972675 164847 972675 180413 974981 134628 974981 134628 977160 106849 977160 106849
g18-g52 11 963406 165100 961784 236334 972294 118229 972294 157508 976880 94117 976880 94117 977561 89312 977561 89312
g18-g53 11 978287 112975 978287 211295 978287 112975 978287 153988 978287 112975 978287 112975 978287 112975 978287 112975
g18-g54 11 979013 104363 978656 196728 979563 99848 979563 141926 980236 94387 980236 94387 980189 90218 980189 90218
g18-g55 11 980284 89844 979580 196560 980640 88138 980640 137030 980469 87572 980469 87572 980687 87422 980687 87422
g18-g56 11 979270 104271 979189 195612 979808 101071 979808 142719 980053 95018 980053 95018 980499 91770 980499 91770
g18-g57 11 0 0 0 0 0 0 0 0 659924 233521 659924 233521 863233 350513 863233 350513
g18-g61 11 981386 78231 981386 197387 981481 77192 981481 136401 981481 77192 981481 77192 981481 77192 981481 77192
g18-g62 11 977592 103978 976784 187442 979842 89350 979842 130014 981363 78556 981363 78556 982104 74619 982104 74619
g18-g63 11 981988 93419 981988 193988 981988 93419 981988 143549 981988 93419 981988 93419 981988 93419 981988 93419
g18-g64 11 981988 169768 981988 212716 981988 169768 981988 190814 981988 169768 981988 169768 981988 169768 981988 169768
g18-g65 11 982288 85245 982288 189306 982288 85245 982288 130690 982288 85245 982288 85245 982288 85245 982288 85245
g18-g67 11 982316 73788 0 0 982316 73788 982316 131174 982316 73788 982316 73788 982316 73788 982316 73788
g18-g68 11 982316 118437 982316 194467 982316 118437 982316 156516 982316 118437 982316 118437 982316 118437 982316 118437
g18-g69 11 982292 73066 982292 194282 982252 72816 982252 132823 982252 72816 982252 72816 982252 72816 982252 72816
g18-g70 11 957505 105856 0 0 975196 82835 975196 141581 980554 71497 980554 71497 981840 68732 981840 68732
g18-g71 11 982259 73197 982259 193876 982582 72818 982582 132478 982582 72818 982582 72818 982582 72818 982582 72818
g18-g72 11 938120 297792 938120 342821 949745 235745 949745 259405 961784 165899 961784 165899 969091 119481 969091 119481
g18-g74 11 973846 187337 973846 227557 976338 142754 976338 165088 979189 103115 979189 103115 982695 68782 982695 68782
g18-g75 11 981756 148621 981823 209863 982097 146108 982097 176721 981805 145505 981805 145505 981805 142050 981805 142050
g18-g76 11 982651 236330 982651 275117 982651 236330 982651 255640 982651 236330 982651 236330 982651 236330 982651 236330
g18-g77 11 982777 443859 982777 448873 982777 443859 982777 446342 982777 443859 982777 443859 982777 443859 982777 443859
g18-g78 11 982478 78070 982624 190382 982611 78176 982611 134592 982853 78324 982853 78324 982718 77457 982718 77457
g18-g79 11 978050 93417 978050 200224 982118 68716 982118 127083 983107 68010 983107 68010 983034 68456 983034 68456
g18-g80 11 0 0 0 0 822876 148212 822876 190000 952157 129468 952157 129468 972589 85022 972589 85022
g18-g81 11 983394 72496 983338 188127 983394 72496 983394 126853 983394 72496 983394 72496 983394 72496 983394 72496
g18-g83 11 983400 70656 983400 188530 983400 70656 983400 129556 983400 70656 983400 70656 983400 70656 983400 70656
g18-g84 11 983400 163904 983400 217452 983400 163904 983400 190683 983400 163904 983400 163904 983400 163904 983400 163904
g18-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g18-g87 11 982833 71783 983048 189341 983330 68916 983330 127452 983573 68469 983573 68469 983268 68122 983268 68122
g18-g88 11 983295 70853 983037 189132 983314 69382 983314 128307 983496 68509 983496 68509 983472 68270 983472 68270
g18-g89 11 983466 65654 0 0 983466 65654 983466 126711 983466 65654 983466 65654 983466 65654 983466 65654
g18-g90 11 983704 66844 983704 189011 983704 66844 983704 127570 983704 66844 983704 66844 983704 66844 983704 66844
g18-g91 11 983053 67494 981829 191350 983333 66015 983333 126107 983587 65501 983587 65501 983515 64926 983515 64926
g18-g92 11 982893 66987 981724 190024 983441 66013 983441 126815 983766 64996 983766 64996 983796 64667 983796 64667
g18-g94 11 984047 65735 983767 188405 983778 64857 983778 126306 983739 65403 983739 65403 983825 65170 983825 65170
g18-g95 11 974870 101555 971804 224514 978104 85261 978104 142552 980523 74904 980523 74904 982259 68357 982259 68357
g18-g96 11 977579 90342 973183 221698 980277 78288 980277 137556 981680 72108 981680 72108 982694 66667 982694 66667
g18-g97 11 978463 84497 971331 225826 980447 77093 980447 136893 981630 71050 981630 71050 982745 67077 982745 67077
g18-g98 11 981885 73379 980447 199764 982467 69716 982467 130354 983151 67826 983151 67826 983425 65624 983425 65624
g18-g99 11 981885 73749 980437 199228 982400 70572 982400 130785 983044 68172 983044 68172 983507 65833 983507 65833
g19-g100 11 0 0 0 0 0 0 0 0 749938 700 749938 700 916434 932 916434 932
g19-g101 11 748791 2052 0 0 949703 42680 949703 42680 977206 60446 977206 60446 982731 78190 982731 78190
g19-g102 11 983813 84670 0 0 983813 84670 983813 224064 983813 84670 983813 84670 983813 84670 983813 84670
g19-g103 11 983813 86062 0 0 983813 86062 983813 220362 983813 86062 983813 86062 983813 86062 983813 86062
g19-g104 11 981703 72004 980207 275535 981400 67878 981423 148431 980314 61973 980314 61973 981126 61156 981126 61156
g19-g105 11 981458 71610 980301 276081 981483 67860 981515 148785 980431 62012 980431 62012 980981 61365 980981 61365
g19-g106 11 982796 71451 982594 294400 982561 68846 983029 160975 982546 66524 982546 66524 982796 67912 982796 67912
g19-g107 11 982609 71740 981658 283608 982193 68518 982227 156203 981122 62698 981122 62698 981591 62342 981591 62342
g19-g108 11 982417 71670 981890 284521 982013 68414 982053 155527 981406 62793 981406 62793 981740 62491 981740 62491
g19-g109 11 749565 915 0 0 950090 41021 950090 41021 976900 58583 976900 58583 983168 76402 983168 76402
g19-g110 11 983750 78891 983802 324306 983929 80272 983929 207960 984338 81364 984338 81364 984130 82624 984130 82624
g19-g111 11 982901 71692 982594 294400 982755 68887 982307 160725 981794 64042 981794 64042 982140 63888 982140 63888
g19-g112 11 959546 32095 869976 43262 968093 35081 967989 47098 976352 47808 976352 47808 979954 56605 979954 56605
g19-g51 11 968737 213074 968737 254608 971382 170515 971382 181115 973514 145598 973514 145598 975422 126799 975422 126799
g19-g52 11 952576 101089 948802 86577 964198 91732 964271 102535 970469 87922 970469 87922 973687 90117 973687 90117
g19-g53 11 978475 128011 0 0 978485 128603 978485 213152 978657 130138 978657 130138 978287 129820 978287 129820
g19-g54 11 978308 114628 977927 269266 978979 110306 978979 176363 979461 105929 979461 105929 979955 103749 979955 103749
g19-g55 11 979075 97551 966715 209918 979740 98953 979740 178154 980436 101544 980436 101544 980582 103865 980582 103865
g19-g56 11 978629 116019 978203 272535 978989 112209 978989 179053 979590 107652 979590 107652 979898 105522 979898 105522
g19-g57 11 0 0 0 0 751557 199589 665716 126492 794961 6720 794961 6720 923089 9105 923089 9105
g19-g61 11 747579 13136 0 0 947299 54653 947299 54653 974501 71232 974501 71232 980099 86990 980099 86990
g19-g62 11 970115 95393 969017 178449 973034 79440 973088 99968 975975 73133 975975 73133 977990 73870 977990 73870
g19-g63 11 982059 110811 982059 320743 982032 111016 982032 224878 981965 110752 981965 110752 981988 111054 981988 111054
g19-g64 11 981962 183968 981962 274266 981962 183968 981962 232151 981988 183445 981988 183445 981988 183445 981988 183445
g19-g65 11 982288 103640 0 0 982288 103640 982288 208787 982288 103640 982288 103640 982288 103640 982288 103640
g19-g67 11 749169 9714 0 0 947647 51101 947647 51101 975240 68862 975240 68862 981109 86842 981109 86842
g19-g68 11 982316 135301 982316 295563 982316 135301 982316 223100 982316 135301 982316 135301 982316 135301 982316 135301
g19-g69 11 965673 50193 0 0 976364 64340 976487 99176 980561 76414 980561 76414 981867 84985 981867 84985
g19-g70 11 708831 23503 0 0 919574 21731 863280 21726 958460 31869 958460 31869 973242 50325 973242 50325
g19-g71 11 967771 53600 890799 130472 977125 65432 977125 104507 980413 76827 980413 76827 981861 85476 981861 85476
g19-g72 11 938601 311762 0 0 952336 217643 952336 230782 919547 57967 919547 57967 946576 28985 946576 28985
g19-g74 11 973465 185339 969360 77897 966467 107999 966467 126245 969347 70489 969347 70489 974696 58098 974696 58098
g19-g75 11 981979 167057 981751 286224 982056 164652 982056 227444 981794 154010 981794 154010 981773 138443 981773 138443
g19-g76 11 982767 248223 982767 329816 982789 248603 982789 292866 982853 246879 982853 246879 982584 244973 982584 244973
g19-g77 11 982777 445693 982777 456331 982777 445693 982777 451559 982777 445693 982777 445693 982777 445693 982777 445693
g19-g78 11 982598 95302 982704 324462 982548 95742 982586 217690 982618 95935 982618 95935 982688 96185 982688 96185
g19-g79 11 965211 52731 963141 173657 972606 49628 972606 75311 975001 52242 975001 52242 979022 61782 979022 61782
g19-g80 11 0 0 0 0 733696 361933 651925 173380 832255 2944 832255 2944 941071 17476 941071 17476
g19-g81 11 983394 91232 0 0 983394 91232 983394 216761 983394 91232 983394 91232 983394 91232 983394 91232
g19-g83 11 983400 90330 983400 339560 983400 90330 983400 227054 983400 90330 983400 90330 983400 90330 983400 90330
g19-g84 11 983400 178716 983400 291497 983400 178716 983400 240647 983400 178716 983400 178716 983400 178716 983400 178716
g19-g85 11 0 0 0 0 0 0 0 0 749054 2117 749054 2117 948897 42341 948897 42341
g19-g87 11 977760 61509 978299 240521 979840 64699 979840 122060 981613 69969 981613 69969 982503 75341 982503 75341
g19-g88 11 981007 72084 981231 276641 982014 73500 982014 157926 982582 76619 982582 76619 983028 80565 983028 80565
g19-g89 11 0 0 0 0 0 0 0 0 937090 3371 937090 3371 974141 52842 974141 52842
g19-g90 11 749901 3694 0 0 949239 44299 949239 44299 976980 61870 976980 61870 982672 79345 982672 79345
g19-g91 11 952470 36486 859538 98033 967566 38420 967224 47844 976295 51454 976295 51454 979843 59829 979843 59829
g19-g92 11 958172 39399 872147 107754 968657 39871 968944 51963 976350 51383 976350 51383 979537 59753 979537 59753
g19-g94 11 973451 56193 974605 243391 977531 57248 977531 101198 981701 68727 981701 68727 983480 77506 983480 77506
g19-g95 11 956830 143799 0 0 965757 88378 965290 115102 936280 30809 936280 30809 963140 33683 963140 33683
g19-g96 11 962797 110770 0 0 967785 71951 965907 97277 951539 37012 951539 37012 967948 38860 967948 38860
g19-g97 11 949895 141810 0 0 960508 58487 960265 76634 951546 35166 951546 35166 968679 39770 968679 39770
g19-g98 11 972214 75588 840092 179812 974420 61255 973958 99830 972379 49422 972379 49422 976606 51380 976606 51380
g19-g99 11 972388 76280 840092 179812 974506 61233 974147 101723 972347 49610 972347 49610 976598 51485 976598 51485
g2-g100 11 899622 201161 0 0 899622 201161 899622 201161 899351 200281 899351 200281 899351 200281 899351 200281
g2-g101 11 899884 200715 899884 397809 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715 899884 200715
g2-g102 11 899884 201139 899884 395530 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139 899884 201139
g2-g103 11 899884 201954 899884 389019 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954 899884 201954
g2-g104 11 899900 201264 899622 399608 899694 200677 899694 200677 900195 200593 900195 200593 900195 200593 900195 200593
g2-g105 11 899214 201156 899893 399693 900367 201154 900367 201154 899823 200189 899823 200189 899823 200189 899823 200189
g2-g106 11 899787 200544 900238 399310 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461 899241 200461
g2-g107 11 899866 200890 900551 399004 899884 200732 899884 200732 899701 200907 899701 200907 899701 200907 899701 200907
g2-g108 11 899678 200786 899079 397736 899577 200326 899577 200326 899497 200126 899497 200126 899497 200126 899497 200126
g2-g109 11 900045 200413 900045 399233 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413 900045 200413
g2-g110 11 900123 201343 900123 396503 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310 899744 201310
g2-g111 11 900121 201431 900096 399936 899731 201107 899731 201107 899748 199707 899748 199707 899748 199707 899748 199707
g2-g112 11 899513 199759 899681 398106 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549 899830 200549
g2-g51 11 892919 234843 892919 306830 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496 894202 224496
g2-g52 11 894202 216730 894202 358274 895016 214754 895016 214754 894943 213633 894943 213633 894943 213633 894943 213633
g2-g53 11 894961 228129 894961 360273 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129 894961 228129
g2-g54 11 896122 217436 896122 362203 896594 216018 896594 216018 896750 213605 896750 213605 896750 213605 896750 213605
g2-g55 11 896705 214037 896705 371508 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253 896750 214253
g2-g56 11 896372 217717 896372 359723 897058 216252 897058 216252 896750 214432 896750 214432 896750 214432 896750 214432
g2-g57 11 873101 232730 873101 410475 875343 229885 875343 229885 897023 200641 897023 200641 897023 200641 897023 200641
g2-g61 11 897649 207511 897649 397173 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511 897649 207511
g2-g62 11 897386 208312 897386 351493 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159 897934 206159
g2-g63 11 898091 217393 898091 376327 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393 898091 217393
g2-g64 11 898091 261766 898091 328484 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766 898091 261766
g2-g65 11 898450 212889 898450 358611 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889 898450 212889
g2-g67 11 898184 206003 898184 389726 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003 898184 206003
g2-g68 11 898184 232112 898184 353266 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112 898184 232112
g2-g69 11 898825 205318 898825 397697 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318 898825 205318
g2-g70 11 897752 203554 897752 398736 898502 203369 898502 203369 898699 202860 898699 202860 898699 202860 898699 202860
g2-g71 11 898699 205672 898699 397082 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672 898699 205672
g2-g72 11 883975 245246 883975 368388 888345 226578 888345 226578 898615 200097 898615 200097 898615 200097 898615 200097
g2-g74 11 895633 222977 895633 321705 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676 898450 203676
g2-g75 11 897804 248065 897804 346679 897851 245302 897851 245302 898517 219454 898517 219454 898517 219454 898517 219454
g2-g76 11 898579 301214 898579 362008 898579 301214 898579 301214 898517 294445 898517 294445 898517 294445 898517 294445
g2-g77 11 898517 421027 898517 429137 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027 898517 421027
g2-g78 11 898189 208802 898189 388201 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981 898931 208981
g2-g79 11 898821 203266 898821 394498 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585 898557 202585
g2-g80 11 892376 211002 892322 398775 895959 203843 895959 203843 899291 199953 899291 199953 899291 199953 899291 199953
g2-g81 11 898910 205772 898910 379231 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772 898910 205772
g2-g83 11 899644 204886 899644 393659 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886 899644 204886
g2-g84 11 899644 258440 899644 344408 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440 899644 258440
g2-g85 11 899588 201587 899588 399967 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587 899588 201587
g2-g87 11 899717 203695 899717 392554 899256 203074 899256 203074 899290 203170 899290 203170 899290 203170 899290 203170
g2-g88 11 898982 203319 898982 393378 899489 203663 899489 203663 899290 203467 899290 203467 899290 203467 899290 203467
g2-g89 11 898898 201975 898898 398237 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975 898898 201975
g2-g90 11 899117 201615 899117 397418 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615 899117 201615
g2-g91 11 899419 201108 899240 394745 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943 899653 201943
g2-g92 11 899359 202229 899359 397727 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056 899782 201056
g2-g94 11 899926 201277 899926 398282 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277 899926 201277
g2-g95 11 898241 202394 898188 399097 899167 201517 899167 201517 899394 200157 899394 200157 899394 200157 899394 200157
g2-g96 11 898519 201897 898942 398964 899026 200858 899026 200858 899394 200232 899394 200232 899394 200232 899394 200232
g2-g97 11 898644 201632 898715 398853 898948 200962 898948 200962 899394 200243 899394 200243 899394 200243 899394 200243
g2-g98 11 899193 202458 899347 399754 899156 200997 899156 200997 899394 200485 899394 200485 899394 200485 899394 200485
g2-g99 11 899193 202472 899347 399780 899485 201564 899485 201564 899394 200480 899394 200480 899394 200480 899394 200480
g20-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g104 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g105 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g106 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g107 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g108 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g110 11 948518 333956 0 0 954849 335845 0 0 959490 337847 0 0 966441 342898 0 0
g20-g111 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g51 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g54 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g56 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g62 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
