instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
g28-g90 11 795 1521 2212 2922
g28-g91 11 1000000 1000000 1000000 1000000
g28-g92 11 1000000 1000000 1000000 1000000
g28-g94 11 1316 2528 3660 1000001
g28-g95 11 606 1000000 1000001 1000001
g28-g96 11 754 1000000 1000000 1000001
g28-g97 11 689 7629 8322 146420
g28-g98 11 8596 1000000 1000001 1000000
g28-g99 11 21029 1000001 1000000 1000001
g29-g100 11 1628 3019 4579 6268
g29-g101 11 1819 3612 5445 7357
g29-g102 11 1819 3764 5485 7332
g29-g103 11 1821 3789 5584 7503
g29-g104 11 2849 5629 8482 11407
g29-g105 11 3020 5674 8615 11438
g29-g106 11 6698 13259 20229 27621
g29-g107 11 5378 10765 16111 21562
g29-g108 11 6345 12723 18962 25542
g29-g109 11 9077 18015 27253 36597
g29-g110 11 10694 21455 33358 44692
g29-g111 11 8915 17716 27139 36255
g29-g112 11 14763 29879 44811 60743
g29-g51 11 7298 16971 35541 45651
g29-g52 11 15 33 46 62
g29-g53 11 17 39 62 79
g29-g54 11 30 74 162 160
g29-g55 11 33 83 125 169
g29-g56 11 36 76 158 171
g29-g57 11 8 23 35 31
g29-g61 11 64 145 192 259
g29-g62 11 80 134 202 273
g29-g63 11 127 191 306 451
g29-g64 11 1000000 1000000 1000000 1000000
g29-g65 11 95 188 283 380
g29-g67 11 110 220 329 443
g29-g68 11 112 326097 778565 1000000
g29-g69 11 119 312 374 480
g29-g70 11 103 204 306 430
g29-g71 11 120 238 357 485
g29-g72 11 22 40 60 80
g29-g74 11 75 166 221 300
g29-g75 11 262 513 858 1124
g29-g76 11 1060 1973 3109 4365
g29-g77 11 2440 4270 6674 9335
g29-g78 11 178 356 530 723
g29-g79 11 242 480 722 971
g29-g80 11 69 130 196 261
g29-g81 11 420 834 1257 1690
g29-g83 11 425 997 1381 1803
g29-g84 11 2321 4416 7067 10077
g29-g85 11 459 909 1369 2015
g29-g87 11 442 1093 1321 1779
g29-g88 11 449 890 1341 1806
g29-g89 11 500 994 1586 2014
g29-g90 11 813 1616 2562 3344
g29-g91 11 816 1649 2577 3528
g29-g92 11 986 2108 3013 4067
g29-g94 11 1349 2672 4026 5592
g29-g95 11 583 1134 1708 2317
g29-g96 11 676 1321 1992 2689
g29-g97 11 715 1487 2067 2700
g29-g98 11 1054 1808 2761 3656
g29-g99 11 918 1808 2724 3823
g3-g100 11 87 139 181 239
g3-g101 11 10377 19151 26319 32921
g3-g102 11 27742 52153 71627 35
g3-g103 11 116347 216656 301866 33
g3-g104 11 948 282 98 82
g3-g105 11 503 232 102 81
g3-g106 11 1584 377 164 143
g3-g107 11 868 519 173 155
g3-g108 11 1342 539 199 169
g3-g109 11 47246 86326 118322 173
g3-g110 11 833554 1000001 1000001 202
g3-g111 11 2156 547 272 235
g3-g112 11 15840 28789 346 305
g3-g51 11 0 0 0 0
g3-g52 11 54 100 167 0
g3-g53 11 2846 5206 0 0
g3-g54 11 715 1490 2120 0
g3-g55 11 486 1067 1482 0
g3-g56 11 893 1832 2714 0
g3-g57 11 1 2 2 3
g3-g61 11 335 645 979 1
g3-g62 11 381 721 1115 1
g3-g63 11 5 1 1 1
g3-g64 11 1 1 1 1
g3-g65 11 7476 9 1 1
g3-g67 11 839 1569 2152 1
g3-g68 11 2 1 2 2
g3-g69 11 568 1039 2 2
g3-g70 11 47 85 26 2
g3-g71 11 585 1101 2 2
g3-g72 11 4 3 4 4
g3-g74 11 7263 12905 18542 3
g3-g75 11 1000000 1000000 1000000 3
g3-g76 11 1000000 1000000 1000000 3
g3-g77 11 1000000 1000000 1000000 4
g3-g78 11 9069 16832 24352 3
g3-g79 11 1206 2246 3152 4
g3-g80 11 14 21 28 11
g3-g81 11 30984 3719 10 7
g3-g83 11 17201 36075 47435 8
g3-g84 11 1000000 1000000 1000000 9
g3-g85 11 217 394 549 14
g3-g87 11 5583 10640 14678 9
g3-g88 11 8472 15981 22391 8
g3-g89 11 801 1471 2033 2599
g3-g90 11 8435 15985 23427 14
g3-g91 11 995 1862 17 15
g3-g92 11 1223 2274 21 19
g3-g94 11 6995 12733 18014 25
g3-g95 11 345 625 52 34
g3-g96 11 603 153 41 34
g3-g97 11 3095 273 38 35
g3-g98 11 2065 223 44 37
g3-g99 11 482 408 44 31
g30-g100 11 29 28 33 29
g30-g101 11 42 33 37 34
g30-g102 11 34 33 34 34
g30-g103 11 34 33 34 34
g30-g104 11 76 75 76 88
g30-g105 11 77 77 77 82
g30-g106 11 140 138 140 140
g30-g107 11 139 138 140 139
g30-g108 11 163 161 165 163
g30-g109 11 178 173 175 175
g30-g110 11 204 226 205 204
g30-g111 11 227 225 227 229
g30-g112 11 304 303 305 304
g30-g51 11 0 0 0 0
g30-g52 11 0 0 0 0
g30-g53 11 0 0 0 0
g30-g54 11 1 0 1 1
g30-g55 11 1 0 1 1
g30-g56 11 1 0 1 1
g30-g57 11 1 0 1 1
g30-g61 11 1 1 1 1
g30-g62 11 1 1 1 1
g30-g63 11 1 1 1 1
g30-g64 11 1 1 1 2
g30-g65 11 2 1 2 2
g30-g67 11 2 2 3 2
g30-g68 11 3 2 2 2
g30-g69 11 2 2 2 2
g30-g70 11 2 2 2 2
g30-g71 11 2 2 3 2
g30-g72 11 3 2 3 3
g30-g74 11 3 3 3 4
g30-g75 11 3 3 3 4
g30-g76 11 3 3 3 3
g30-g77 11 3 4 4 3
g30-g78 11 3 3 3 3
g30-g79 11 5 4 5 5
g30-g80 11 8 6 7 6
g30-g81 11 8 8 8 9
g30-g83 11 8 8 10 10
g30-g84 11 9 9 9 11
g30-g85 11 8 8 8 8
g30-g87 11 9 8 11 9
g30-g88 11 11 8 10 9
g30-g89 11 9 9 9 11
g30-g90 11 15 17 15 15
g30-g91 11 19 16 15 16
g30-g92 11 19 19 19 19
g30-g94 11 25 24 25 25
g30-g95 11 29 28 29 31
g30-g96 11 29 28 29 29
g30-g97 11 29 28 29 29
g30-g98 11 29 28 33 29
g30-g99 11 29 28 29 29
g31-g100 11 1658 3196 4520 5935
g31-g101 11 1963 3918 5410 7103
g31-g102 11 1965 3826 5412 7113
g31-g103 11 1970 3834 5424 7137
g31-g104 11 3073 5958 8444 11149
g31-g105 11 3171 6185 8682 11119
g31-g106 11 7174 13921 19678 25839
g31-g107 11 5812 11253 15956 21117
g31-g108 11 6887 13287 18983 24718
g31-g109 11 9812 19085 27441 35475
g31-g110 11 11550 22586 32016 42559
g31-g111 11 9657 18669 26489 34718
g31-g112 11 15859 31001 43988 57934
g31-g51 11 3759 6447 10054 14039
g31-g52 11 16 31 45 59
g31-g53 11 18 35 51 73
g31-g54 11 32 79 112 190
g31-g55 11 36 88 126 165
g31-g56 11 33 80 113 149
g31-g57 11 9 16 24 43
g31-g61 11 69 172 192 269
g31-g62 11 71 140 212 264
g31-g63 11 94 232 260 341
g31-g64 11 1000000 1000000 1000000 1000000
g31-g65 11 115 199 282 476
g31-g67 11 119 232 350 431
g31-g68 11 136 300571 618707 769939
g31-g69 11 129 303 356 466
g31-g70 11 111 216 326 401
g31-g71 11 129 296 356 468
g31-g72 11 23 42 61 79
g31-g74 11 76 148 214 289
g31-g75 11 279 484 713 1026
g31-g76 11 851 1781 2699 4006
g31-g77 11 1788 3792 5748 8611
g31-g78 11 277 374 528 815
g31-g79 11 261 508 719 943
g31-g80 11 73 152 200 275
g31-g81 11 477 885 1273 1642
g31-g83 11 459 942 1466 1752
g31-g84 11 1788 3915 5858 9032
g31-g85 11 494 964 1362 1790
g31-g87 11 477 930 1364 1948
g31-g88 11 484 962 1404 1813
g31-g89 11 545 1104 1530 2008
g31-g90 11 879 1711 2419 3178
g31-g91 11 875 1773 2425 3194
g31-g92 11 1064 2090 2963 3904
g31-g94 11 1452 2856 3999 5280
g31-g95 11 627 1198 1765 2236
g31-g96 11 728 1403 1994 2605
g31-g97 11 735 1416 2011 2634
g31-g98 11 990 1913 2743 3626
g31-g99 11 990 1914 2715 3559
g32-g100 11 1312 2594 3806 5091
g32-g101 11 1554 3063 4562 6024
g32-g102 11 1573 3067 4651 6035
g32-g103 11 1560 3074 4567 6046
g32-g104 11 2476 4927 7247 9379
g32-g105 11 2448 4938 7108 9408
g32-g106 11 5738 11148 16584 21917
g32-g107 11 4605 9018 13386 18002
g32-g108 11 5436 10648 15812 20953
g32-g109 11 7780 15377 22732 30104
g32-g110 11 9148 17993 26737 35485
g32-g111 11 7911 15053 22214 29397
g32-g112 11 12132 23838 35481 47299
g32-g51 11 10 19 29 39
g32-g52 11 12 23 35 46
g32-g53 11 14 28 42 56
g32-g54 11 26 64 96 127
g32-g55 11 28 99 108 142
g32-g56 11 26 65 97 140
g32-g57 11 7 14 21 39
g32-g61 11 55 109 177 214
g32-g62 11 54 106 158 209
g32-g63 11 74 159 218 312
g32-g64 11 836 1455 2267 2934
g32-g65 11 97 159 237 314
g32-g67 11 94 186 276 390
g32-g68 11 96 189 281 373
g32-g69 11 102 201 299 396
g32-g70 11 103 173 257 341
g32-g71 11 104 201 299 436
g32-g72 11 19 35 51 67
g32-g74 11 53 104 217 203
g32-g75 11 136 267 397 527
g32-g76 11 811 1479 2213 3034
g32-g77 11 1700 3399 5062 6849
g32-g78 11 152 300 445 589
g32-g79 11 206 407 604 822
g32-g80 11 59 112 165 217
g32-g81 11 375 708 1053 1487
g32-g83 11 365 760 1123 1487
g32-g84 11 1680 3410 5086 6764
g32-g85 11 392 795 1147 1518
g32-g87 11 392 744 1106 1487
g32-g88 11 384 772 1148 1489
g32-g89 11 428 843 1253 1658
g32-g90 11 696 1369 2037 2697
g32-g91 11 709 1370 2050 2696
g32-g92 11 844 1660 2471 3268
g32-g94 11 1166 2300 3386 4461
g32-g95 11 499 975 1458 1910
g32-g96 11 579 1123 1662 2202
g32-g97 11 585 1265 1680 2286
g32-g98 11 801 1645 2293 3021
g32-g99 11 785 1540 2277 3012
g33-g100 11 2134 3683 5099 6586
g33-g101 11 2744 4488 6108 7886
g33-g102 11 2550 4512 6114 7893
g33-g103 11 2619 5409 7715 10280
g33-g104 11 37991 1000001 1000001 1000002
g33-g105 11 37973 1000001 1000001 1000001
g33-g106 11 1000002 1000002 1000002 1000002
g33-g107 11 428091 1000001 1000002 1000000
g33-g108 11 1000001 1000000 1000002 1000001
g33-g109 11 12883 22817 30545 39869
g33-g110 11 19148 33537 45776 59552
g33-g111 11 1000001 1000002 1000002 1000002
g33-g112 11 21681 39922 56554 73889
g33-g51 11 1000000 1000000 1000000 1000000
g33-g52 11 21 47 68 70
g33-g53 11 148 11888 18091 23409
g33-g54 11 56 115 165 218
g33-g55 11 46 112 162 217
g33-g56 11 50 119 171 227
g33-g57 11 11 26 40 47
g33-g61 11 87 166 213 276
g33-g62 11 91 165 231 301
g33-g63 11 115022 363008 700707 864100
g33-g64 11 1000000 1000000 16 23
g33-g65 11 129 310 463 631
g33-g67 11 150 263 387 475
g33-g68 11 1000000 256 284 1000000
g33-g69 11 179 304 471 666
g33-g70 11 140 246 342 443
g33-g71 11 167 403 497 702
g33-g72 11 51 151 298 437
g33-g74 11 106 194 266 347
g33-g75 11 381 731 1054 1349
g33-g76 11 1329 2584 3458 4582
g33-g77 11 2696 5650 7246 9656
g33-g78 11 304 588 836 1111
g33-g79 11 420 627 887 1325
g33-g80 11 96 165 245 376
g33-g81 11 581 1324 1921 2608
g33-g83 11 590 1372 1941 2685
g33-g84 11 2875 5961 8079 10156
g33-g85 11 635 1103 1530 1979
g33-g87 11 683 1223 1732 2209
g33-g88 11 687 1265 1752 2347
g33-g89 11 737 1207 1677 2164
g33-g90 11 1133 2053 2726 3523
g33-g91 11 1216 2468 3452 4465
g33-g92 11 1513 2808 3973 5193
g33-g94 11 1880 3256 4538 5936
g33-g95 11 824 1492 2131 2784
g33-g96 11 973 1919 2783 3812
g33-g97 11 1132 1924 2708 3585
g33-g98 11 1330 3057 4741 6789
g33-g99 11 1308 3034 4938 7249
g34-g100 11 1854 3249 4759 6197
g34-g101 11 92156 180555 269321 285407
g34-g102 11 167022 325610 485871 507989
g34-g103 11 394874 766986 1000001 1000001
g34-g104 11 1000001 1000001 1000000 1000001
g34-g105 11 1000001 1000001 1000001 1000001
g34-g106 11 1000000 1000003 1000001 1000001
g34-g107 11 1000001 1000001 1000000 1000001
g34-g108 11 1000001 1000001 1000001 1000001
g34-g109 11 246 238 298 1126
g34-g110 11 1000001 1000001 1000001 1000002
g34-g111 11 1000002 1000001 1000001 1000001
g34-g112 11 385490 880706 1000001 1000002
g34-g51 11 1000000 1000000 1000000 1000000
g34-g52 11 16042 61133 85512 108365
g34-g53 11 1000000 1000000 1000000 1000000
g34-g54 11 1000000 1000000 1000000 1000000
g34-g55 11 368217 1000000 1000000 1000000
g34-g56 11 1000000 1000000 1000000 1000000
g34-g57 11 10 20 30 40
g34-g61 11 32104 54034 72843 103189
g34-g62 11 1000000 1000000 1000000 1000000
g34-g63 11 1000000 1000000 42322 1000000
g34-g64 11 17 17 17 17
g34-g65 11 1000000 1000000 1000000 1000000
g34-g67 11 6015 11859 17596 18639
g34-g68 11 1000000 1000000 1000001 535771
g34-g69 11 27432 67701 83396 103188
g34-g70 11 604 1428 1954 2391
g34-g71 11 29621 73853 90412 112473
g34-g72 11 32772 95065 129630 178976
g34-g74 11 1000000 1000000 1000000 1000000
g34-g75 11 34 44 7143 1000000
g34-g76 11 25 25 25 24
g34-g77 11 25 26 26 25
g34-g78 11 1000000 1000000 852402 401417
g34-g79 11 1000000 1000000 1000000 1000000
g34-g80 11 108 257 397 518
g34-g81 11 516011 1000000 1000000 1000000
g34-g83 11 889 139 18914 6421
g34-g84 11 39 42 42 42
g34-g85 11 514 2682 5076 6532
g34-g87 11 1000000 1000000 1000000 1000000
g34-g88 11 1000000 1000000 1000000 1000000
g34-g89 11 11488 22627 33645 36776
g34-g90 11 1000000 1000000 1000000 1000000
g34-g91 11 19541 44597 59045 70099
g34-g92 11 25304 58101 76161 89861
g34-g94 11 1000000 1000001 1000000 1000000
g34-g95 11 14126 38544 47357 58320
g34-g96 11 30656 65651 90202 121297
g34-g97 11 64875 177140 304125 443274
g34-g98 11 107109 282127 374326 509475
g34-g99 11 124509 342615 453314 634550
g35-g100 11 1976 3832 5883 7715
g35-g101 11 2314 18962 21132 23448
g35-g102 11 3159 30117 33148 36522
g35-g103 11 3019 45860 49075 53018
g35-g104 11 1000001 1000001 1000000 1000001
g35-g105 11 1000001 1000002 1000002 1000002
g35-g106 11 1000002 1000001 1000002 1000002
g35-g107 11 1000002 1000002 1000002 1000001
g35-g108 11 1000002 1000002 1000001 1000002
g35-g109 11 11595 94307 105522 117387
g35-g110 11 16027 263806 282485 300576
g35-g111 11 1000001 1000001 1000002 1000001
g35-g112 11 23467 73817 98987 122671
g35-g51 11 1000000 1000000 1000000 1000000
g35-g52 11 21 81 115 125
g35-g53 11 1038 185424 190825 194520
g35-g54 11 56 681 724 783
g35-g55 11 58 632 710 798
g35-g56 11 58 691 778 841
g35-g57 11 10 20 30 39
g35-g61 11 81 542 638 704
g35-g62 11 89 479 554 650
g35-g63 11 1000000 1000000 1000000 1000000
g35-g64 11 551 1000000 3614 231808
g35-g65 11 196 2730 2914 3134
g35-g67 11 140 1137 1277 1544
g35-g68 11 195902 1000000 1000000 1000000
g35-g69 11 301 1484 1999 2463
g35-g70 11 131 291 446 580
g35-g71 11 317 1626 2127 2622
g35-g72 11 99 714 807 893
g35-g74 11 153 852 1055 1064
g35-g75 11 329 14924 15511 15909
g35-g76 11 1056 175782 169086 173429
g35-g77 11 2145 676074 673861 688981
g35-g78 11 328 4518 4892 5313
g35-g79 11 475 1759 2111 2418
g35-g80 11 87 167 246 368
g35-g81 11 759 11271 12111 13131
g35-g83 11 740 10038 10665 11643
g35-g84 11 2156 391553 394170 397278
g35-g85 11 583 1154 1732 2444
g35-g87 11 720 4365 5029 5731
g35-g88 11 686 5779 6492 7371
g35-g89 11 636 1262 1893 2532
g35-g90 11 1088 11844 13214 14728
g35-g91 11 1304 4295 5558 6989
g35-g92 11 1674 5194 6936 8658
g35-g94 11 1761 12308 14336 16117
g35-g95 11 921 2998 3703 4659
g35-g96 11 1151 4014 5452 6786
g35-g97 11 1400 5065 7493 10575
g35-g98 11 2136 12159 15211 18882
g35-g99 11 2320 13284 16584 19838
g36-g100 11 3138 4928 6824 8406
g36-g101 11 3643 6021 8150 31398
g36-g102 11 4278 7238 183195 214141
g36-g103 11 4447 7568 418245 466132
g36-g104 11 1000000 1000001 1000001 1000001
g36-g105 11 1000001 1000002 1000002 1000000
g36-g106 11 1000002 1000002 1000001 1000000
g36-g107 11 1000001 1000002 1000001 1000001
g36-g108 11 1000001 1000002 1000000 1000001
g36-g109 11 18300 29518 40395 155320
g36-g110 11 24939 41918 1000001 1000002
g36-g111 11 1000001 1000001 1000001 1000001
g36-g112 11 38393 77823 157103 208938
g36-g51 11 1000000 1000000 1000000 1000000
g36-g52 11 30 51 537 671
g36-g53 11 14058 461704 1000000 1000000
g36-g54 11 80 165 6601 7861
g36-g55 11 83 194 3553 4299
g36-g56 11 79 219 10831 12292
g36-g57 11 13 23 32 42
g36-g61 11 125 213 280 829
g36-g62 11 132 303 354060 354871
g36-g63 11 1000000 1000000 1000000 1000000
g36-g64 11 1000000 1000000 1000000 36
g36-g65 11 266 3060 89292 92466
g36-g67 11 215 351 481 1974
g36-g68 11 1000000 1000000 1000000 1000000
g36-g69 11 717 1900 3349 4460
g36-g70 11 201 332 568 613
g36-g71 11 748 2074 3980 5119
g36-g72 11 301 2902 7028 7726
g36-g74 11 163 237 1000000 1000000
g36-g75 11 432 798 1000000 1000000
g36-g76 11 1317 2531 1000000 1000000
g36-g77 11 2529 5110 1000000 1000000
g36-g78 11 489 834 83031 95686
g36-g79 11 520 910 6469 7916
g36-g80 11 123 201 277 348
g36-g81 11 1088 7843 144723 156454
g36-g83 11 1068 1927 75099 85509
g36-g84 11 2847 5559 1000000 1000000
g36-g85 11 911 1475 2012 2504
g36-g87 11 1000 1616 34731 43607
g36-g88 11 1021 1713 70767 84819
g36-g89 11 995 1637 2200 2737
g36-g90 11 1923 3255 66952 79350
g36-g91 11 2199 4592 8452 11327
g36-g92 11 2716 5510 10336 14404
g36-g94 11 2848 5000 37773 51455
g36-g95 11 1741 3795 5968 7789
g36-g96 11 2461 6321 10270 15695
g36-g97 11 2438 4827 6273 24055
g36-g98 11 5043 16348 30363 47919
g36-g99 11 5357 19841 34937 54424
g37-g100 11 1856 3860 5671 7581
g37-g101 11 2220 4680 6753 9074
g37-g102 11 2284 4624 6758 9101
g37-g103 11 2224 4686 44569 47566
g37-g104 11 15231 26602 53230 1000001
g37-g105 11 15243 26521 53852 1000001
g37-g106 11 327734 431589 838733 1000002
g37-g107 11 118609 160697 305888 1000002
g37-g108 11 154135 209642 409634 1000000
g37-g109 11 11084 23173 33715 45337
g37-g110 11 15818 33674 211084 226927
g37-g111 11 411423 542664 1000002 1000003
g37-g112 11 20029 41164 67034 87556
g37-g51 11 273943 489451 935445 1000000
g37-g52 11 20 52 77 97
g37-g53 11 62 127 241 396
g37-g54 11 45 115 378 435
g37-g55 11 42 110 224 281
g37-g56 11 47 120 434 494
g37-g57 11 10 27 29 39
g37-g61 11 78 163 239 320
g37-g62 11 84 173 367 452
g37-g63 11 58962 81893 184332 189841
g37-g64 11 1000000 1000000 1000000 1000000
g37-g65 11 115 253 1884 2042
g37-g67 11 134 279 453 579
g37-g68 11 1000000 1000000 1000000 1000000
g37-g69 11 145 316 444 599
g37-g70 11 125 260 391 510
g37-g71 11 151 314 463 624
g37-g72 11 32 64 93 125
g37-g74 11 115 199 789 887
g37-g75 11 357 842 14610 15023
g37-g76 11 1237 2641 164783 166420
g37-g77 11 2580 5525 659617 666698
g37-g78 11 277 580 3187 3517
g37-g79 11 300 697 1336 1583
g37-g80 11 83 167 243 429
g37-g81 11 512 1088 9717 10644
g37-g83 11 519 1137 1663 2232
g37-g84 11 2626 5921 372034 374725
g37-g85 11 591 1232 1700 2445
g37-g87 11 607 1296 3654 4298
g37-g88 11 610 1272 3898 4585
g37-g89 11 610 1270 1879 2495
g37-g90 11 992 2190 3020 4057
g37-g91 11 1147 2344 3792 4961
g37-g92 11 1436 2983 4776 6258
g37-g94 11 1700 3424 5136 6709
g37-g95 11 707 1483 2117 2883
g37-g96 11 829 1707 2496 3387
g37-g97 11 829 1709 2493 3351
g37-g98 11 1173 2368 3497 4718
g37-g99 11 1171 2367 3518 4715
g38-g100 11 2053 3929 5633 7466
g38-g101 11 2469 4617 6807 8908
g38-g102 11 2459 4611 6860 8920
g38-g103 11 2465 4660 6758 9045
g38-g104 11 3883 7303 10606 14057
g38-g105 11 3850 7513 11029 14214
g38-g106 11 9131 16755 25676 34807
g38-g107 11 7240 13657 20443 27628
g38-g108 11 8558 16096 23935 31935
g38-g109 11 12305 22973 34816 44512
g38-g110 11 28912 105752 320601 558674
g38-g111 11 12056 22543 34763 46532
g38-g112 11 23024 42996 64378 85784
g38-g51 11 1000000 1000000 1000000 1000004
g38-g52 11 27 52 84 115
g38-g53 11 23 42 62 101
g38-g54 11 40 95 183 212
g38-g55 11 45 106 156 208
g38-g56 11 41 96 168 242
g38-g57 11 11 21 30 53
g38-g61 11 87 198 254 316
g38-g62 11 177 369 526 700
g38-g63 11 117 220 736 1399
g38-g64 11 50 1000000 1000000 1000000
g38-g65 11 128 304 374 536
g38-g67 11 149 278 408 540
g38-g68 11 4415 117391 223790 337134
g38-g69 11 182 301 442 585
g38-g70 11 139 259 381 516
g38-g71 11 161 302 443 623
g38-g72 11 27 53 76 100
g38-g74 11 306 626 1000000 1000000
g38-g75 11 1000000 106 80 83
g38-g76 11 67 62 58 44
g38-g77 11 27 27 27 27
g38-g78 11 240 448 658 934
g38-g79 11 327 610 896 1183
g38-g80 11 90 173 248 326
g38-g81 11 568 1061 1559 2089
g38-g83 11 583 1133 1718 2199
g38-g84 11 1000000 1000000 1000000 1000000
g38-g85 11 619 1158 1744 2246
g38-g87 11 620 1117 1841 2621
g38-g88 11 606 1160 1699 2243
g38-g89 11 676 1337 1856 2455
g38-g90 11 1099 2178 3189 3990
g38-g91 11 1176 2266 3378 4491
g38-g92 11 1436 2728 4206 5552
g38-g94 11 1815 3400 4987 6591
g38-g95 11 778 1495 2254 2848
g38-g96 11 906 1743 2801 3299
g38-g97 11 941 1724 2652 3309
g38-g98 11 1234 2319 3385 4591
g38-g99 11 1234 2320 3387 4503
g39-g100 11 1546 3075 4708 6097
g39-g101 11 2372 4844 7026 9375
g39-g102 11 2422 4852 7266 9662
g39-g103 11 2696 5156 7725 10352
g39-g104 11 1000001 1000001 1000001 1000001
g39-g105 11 1000001 1000001 1000001 1000001
g39-g106 11 1000001 1000002 1000001 1000002
g39-g107 11 1000002 1000001 1000001 1000002
g39-g108 11 1000002 1000001 1000001 1000001
g39-g109 11 11413 22654 33829 45103
g39-g110 11 13947 27946 41811 55746
g39-g111 11 1000002 1000003 1000002 1000001
g39-g112 11 21301 44826 68208 91744
g39-g51 11 1000000 1000000 1000000 1000000
g39-g52 11 19 38 58 77
g39-g53 11 5175 19692 33852 47932
g39-g54 11 52 125 188 250
g39-g55 11 58 139 210 283
g39-g56 11 65 176 194 257
g39-g57 11 9 26 37 49
g39-g61 11 14 16 19 20
g39-g62 11 92 178 241 322
g39-g63 11 405796 1000000 1000000 1000000
g39-g64 11 45 16 16 17
g39-g65 11 174 345 648 687
g39-g67 11 164 328 489 652
g39-g68 11 15 13 13 14
g39-g69 11 728 1627 2536 3450
g39-g70 11 165 237 382 486
g39-g71 11 716 1657 2694 3545
g39-g72 11 193 434 671 903
g39-g74 11 86 171 281 394
g39-g75 11 313 627 934 1294
g39-g76 11 1080 2124 3451 4301
g39-g77 11 2206 4461 6692 8957
g39-g78 11 294 613 878 1169
g39-g79 11 286 600 851 1132
g39-g80 11 71 139 206 273
g39-g81 11 676 1324 1998 2642
g39-g83 11 641 1354 2020 2765
g39-g84 11 2198 4866 6837 9025
g39-g85 11 463 928 1386 1840
g39-g87 11 551 1122 1685 2256
g39-g88 11 615 1201 1801 2457
g39-g89 11 506 1042 1513 2009
g39-g90 11 1126 2804 3438 4398
g39-g91 11 1255 2622 3991 5342
g39-g92 11 1571 3188 4839 6704
g39-g94 11 1639 3364 5114 6772
g39-g95 11 1092 2335 3538 4756
g39-g96 11 2113 4763 7666 10341
g39-g97 11 3767 11153 18543 25688
g39-g98 11 4510 12099 19609 27061
g39-g99 11 4636 12500 19877 27434
g4-g100 11 73 114 150 183
g4-g101 11 98 211 189 257
g4-g102 11 92 183 266 346
g4-g103 11 148 253 348 431
g4-g104 11 175 137 126 118
g4-g105 11 180 155 126 116
g4-g106 11 329 254 233 209
g4-g107 11 273 264 226 208
g4-g108 11 363 307 264 295
g4-g109 11 447 699 924 1227
g4-g110 11 766 1228 1681 2131
g4-g111 11 468 387 358 330
g4-g112 11 820 1307 1762 2235
g4-g51 11 0 0 0 0
g4-g52 11 1 2 2 3
g4-g53 11 6 20 1 1
g4-g54 11 3 6 9 11
g4-g55 11 3 9 9 11
g4-g56 11 3 6 9 12
g4-g57 11 1 1 2 3
g4-g61 11 3 5 7 16
g4-g62 11 4 7 10 13
g4-g63 11 87 269 540 6
g4-g64 11 114076 242155 352412 6265
g4-g65 11 11 20 29 38
g4-g67 11 5 9 12 18
g4-g68 11 1001 1862 2642 2
g4-g69 11 7 15 26 39
g4-g70 11 5 12 11 14
g4-g71 11 8 23 27 40
g4-g72 11 5 6 7 9
g4-g74 11 7 11 15 18
g4-g75 11 24 75 87 79
g4-g76 11 90 170 246 323
g4-g77 11 196 384 551 685
g4-g78 11 17 32 45 56
g4-g79 11 22 25 35 43
g4-g80 11 8 10 13 15
g4-g81 11 41 93 101 129
g4-g83 11 38 70 97 122
g4-g84 11 186 367 509 730
g4-g85 11 22 35 47 58
g4-g87 11 42 48 67 85
g4-g88 11 31 53 74 94
g4-g89 11 24 39 52 64
g4-g90 11 41 66 104 217
g4-g91 11 47 77 178 135
g4-g92 11 57 95 149 164
g4-g94 11 69 112 155 200
g4-g95 11 47 66 86 104
g4-g96 11 57 88 96 48
g4-g97 11 73 61 49 53
g4-g98 11 69 98 64 47
g4-g99 11 62 157 49 46
g40-g100 11 1994 3896 5829 7357
g40-g101 11 2415 4695 6837 8835
g40-g102 11 2515 4661 6840 8808
g40-g103 11 2386 4760 6848 8950
g40-g104 11 3774 7255 10642 13720
g40-g105 11 3835 7525 10740 13796
g40-g106 11 8700 17158 25058 32241
g40-g107 11 7114 13814 20098 25929
g40-g108 11 8291 16181 23736 30598
g40-g109 11 11934 23455 34526 43952
g40-g110 11 13977 27343 40279 52221
g40-g111 11 11965 22799 33343 43006
g40-g112 11 18693 36375 53487 68920
g40-g51 11 21 42 62 81
g40-g52 11 18 35 52 68
g40-g53 11 22 43 63 81
g40-g54 11 39 95 153 181
g40-g55 11 43 107 158 204
g40-g56 11 39 96 142 183
g40-g57 11 10 19 29 38
g40-g61 11 84 177 242 312
g40-g62 11 84 178 258 316
g40-g63 11 164 240 345 422
g40-g64 11 8461 15641 23096 33237
g40-g65 11 124 242 355 459
g40-g67 11 144 282 415 540
g40-g68 11 146 309 433 554
g40-g69 11 156 305 448 657
