instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
g15-g99 11 339 677 1034 1381
g16-g100 11 753 1648 2220 2775
g16-g101 11 901 1830 2509 3446
g16-g102 11 903 1808 2516 3713
g16-g103 11 1252 2591 3575 4890
g16-g104 11 11555 417564 440463 1000001
g16-g105 11 11568 420063 441148 1000001
g16-g106 11 144373 1000001 1000000 1000001
g16-g107 11 35746 799464 854417 1000001
g16-g108 11 98594 1000001 1000001 1000001
g16-g109 11 4684 9037 12541 16621
g16-g110 11 6474 12937 18792 25852
g16-g111 11 185529 1000001 1000001 1000001
g16-g112 11 8139 16124 23101 31209
g16-g51 11 654737 1000000 1000000 1000000
g16-g52 11 8 16 23 32
g16-g53 11 222 379 713 1954
g16-g54 11 23 50 104 101
g16-g55 11 19 59 70 98
g16-g56 11 21 67 77 122
g16-g57 11 4 8 11 15
g16-g61 11 31 63 88 118
g16-g62 11 34 68 98 132
g16-g63 11 15982 20616 57284 110759
g16-g64 11 1000000 7691 64415 1000000
g16-g65 11 81 189 237 325
g16-g67 11 54 109 152 202
g16-g68 11 1000000 1000000 1000000 1000000
g16-g69 11 60 120 189 336
g16-g70 11 50 101 142 188
g16-g71 11 98 184 212 309
g16-g72 11 26 31 62 103
g16-g74 11 67 79 135 182
g16-g75 11 149 407 447 619
g16-g76 11 518 1033 1620 2226
g16-g77 11 1081 2259 3278 4712
g16-g78 11 124 250 428 531
g16-g79 11 132 283 379 512
g16-g80 11 36 98 94 200
g16-g81 11 393 637 919 1253
g16-g83 11 211 482 753 1058
g16-g84 11 1032 2163 3209 4769
g16-g85 11 225 562 630 836
g16-g87 11 250 509 709 958
g16-g88 11 258 564 739 1008
g16-g89 11 246 494 688 954
g16-g90 11 403 823 1124 1489
g16-g91 11 490 961 1360 1918
g16-g92 11 568 1162 1669 2195
g16-g94 11 747 1353 1973 2511
g16-g95 11 301 593 829 1150
g16-g96 11 346 679 965 1316
g16-g97 11 346 679 959 1293
g16-g98 11 497 1010 1445 2131
g16-g99 11 496 979 1443 2036
g17-g100 11 700 1299 1917 2535
g17-g101 11 37924 74211 108396 142931
g17-g102 11 70090 135167 199002 262016
g17-g103 11 169974 328007 484129 640195
g17-g104 11 13325 5059 9593 31905
g17-g105 11 400170 22268 16426 31904
g17-g106 11 6975 10121 132233 1000001
g17-g107 11 1000000 20344 215979 1000001
g17-g108 11 3153 71777 1000000 1000001
g17-g109 11 1000001 1000001 201 189
g17-g110 11 340 251 252 254
g17-g111 11 9243 12946 165464 1000001
g17-g112 11 110348 235040 358697 498717
g17-g51 11 1000000 1000000 1000000 1000000
g17-g52 11 13538 40652 75766 141326
g17-g53 11 175 1076 3303 13433
g17-g54 11 37 128 203 9
g17-g55 11 12049 85036 572292 1000000
g17-g56 11 493 50 14 63
g17-g57 11 5 10 14 27
g17-g61 11 87 126 137 136
g17-g62 11 1000000 1000000 1000000 1000000
g17-g63 11 3 3 8570 4
g17-g64 11 5 5 5 5
g17-g65 11 46344 100464 145983 178468
g17-g67 11 2573 4957 7320 9632
g17-g68 11 8 5 7 5
g17-g69 11 6537 14514 22191 30278
g17-g70 11 273 480 735 987
g17-g71 11 7104 15716 24275 35988
g17-g72 11 6336 16370 28050 41537
g17-g74 11 1000000 1000000 1000000 1000000
g17-g75 11 10 16 12 13
g17-g76 11 8 8 8 13
g17-g77 11 8 8 8 8
g17-g78 11 8 12 157972 7935
g17-g79 11 71 23616 37473 101748
g17-g80 11 47 122 281 224
g17-g81 11 75832 150341 223099 264500
g17-g83 11 10 10 11 11
g17-g84 11 15 16 16 16
g17-g85 11 201 1002 1788 2547
g17-g87 11 76 124 85 60
g17-g88 11 71 84 229 84
g17-g89 11 4717 9173 13457 17728
g17-g90 11 38 37 39 88
g17-g91 11 5861 12588 19398 26667
g17-g92 11 7610 16194 24852 34212
g17-g94 11 8274 37 59 169
g17-g95 11 3437 7955 12308 20034
g17-g96 11 8233 18841 31350 49385
g17-g97 11 34051 87634 145131 214827
g17-g98 11 25961 67110 122146 265014
g17-g99 11 30072 77114 143532 309833
g18-g100 11 696 1551 2032 2696
g18-g101 11 40629 80954 120996 160449
g18-g102 11 73604 147452 220292 291694
g18-g103 11 175249 350436 523728 693848
g18-g104 11 1000000 1000000 1000000 1000001
g18-g105 11 1000001 1000001 1000001 1000000
g18-g106 11 801141 1000001 1000001 1000000
g18-g107 11 1000001 1000001 1000000 1000001
g18-g108 11 1000001 1000001 1000001 1000000
g18-g109 11 1000001 1000002 1000001 1000000
g18-g110 11 17302 39054 37122 39302
g18-g111 11 1000001 1000001 1000001 1000002
g18-g112 11 177265 322282 466580 605406
g18-g51 11 1000000 1000000 1000000 1000000
g18-g52 11 3805 10430 17206 23883
g18-g53 11 254225 1000000 1000000 1000000
g18-g54 11 1000000 1000000 1000000 1000000
g18-g55 11 20404 54328 82501 107446
g18-g56 11 1000000 1000000 1000000 1000000
g18-g57 11 8 10 15 19
g18-g61 11 7190 15137 23173 31501
g18-g62 11 1000000 1000000 1000000 1000000
g18-g63 11 3 1000000 1000000 1000000
g18-g64 11 5 5 7 8
g18-g65 11 55840 116604 176428 236790
g18-g67 11 2792 5456 8163 10885
g18-g68 11 9 6 3457 7
g18-g69 11 8253 15847 23494 31467
g18-g70 11 274 565 853 1142
g18-g71 11 8943 17408 25674 33810
g18-g72 11 7775 17670 27633 36902
g18-g74 11 1000000 1000000 1000000 1000000
g18-g75 11 11 12 22 15
g18-g76 11 13 9 9 9
g18-g77 11 9 9 9 9
g18-g78 11 69811 495 1155 253
g18-g79 11 74 7716 6494 7663
g18-g80 11 49 113 177 240
g18-g81 11 86213 169231 251598 333448
g18-g83 11 10 10 14 11
g18-g84 11 16 17 17 24
g18-g85 11 211 1091 1973 2855
g18-g87 11 605678 1000000 1000000 910384
g18-g88 11 1000000 1000000 1000000 144747
g18-g89 11 5198 10125 15080 20015
g18-g90 11 31 34 35 36
g18-g91 11 8974 16722 24360 32324
g18-g92 11 11825 21750 31757 41904
g18-g94 11 5137 7133 7093 7174
g18-g95 11 5138 9891 14650 19159
g18-g96 11 11211 23343 35502 46650
g18-g97 11 37174 93449 150271 205839
g18-g98 11 37627 79666 121315 161043
g18-g99 11 44866 94044 141417 186981
g19-g100 11 770 1514 2260 2999
g19-g101 11 989 1816 2707 3594
g19-g102 11 11972 23122 35040 45475
g19-g103 11 18780 37334 54802 72499
g19-g104 11 1000001 1000001 1000001 1000001
g19-g105 11 1000001 1000001 1000001 1000001
g19-g106 11 1000000 1000001 1000000 1000001
g19-g107 11 1000001 1000001 1000000 1000001
g19-g108 11 1000001 1000001 1000001 1000001
g19-g109 11 4603 9078 13499 18005
g19-g110 11 1000002 1000001 1000001 1000000
g19-g111 11 1000001 1000001 1000002 1000001
g19-g112 11 15569 30614 45605 59965
g19-g51 11 1000000 1000000 1000000 1000000
g19-g52 11 89 137 208 293
g19-g53 11 28454 52980 77827 104840
g19-g54 11 11996 23631 45246 63787
g19-g55 11 667 1537 2730 3445
g19-g56 11 27449 55305 107681 158565
g19-g57 11 5 9 13 18
g19-g61 11 33 65 97 176
g19-g62 11 18297 38525 65065 102073
g19-g63 11 1000000 1000000 1000000 1000000
g19-g64 11 2570 189 8 12
g19-g65 11 4248 8366 15253 19621
g19-g67 11 56 111 166 220
g19-g68 11 1000000 1000000 1000000 1000000
g19-g69 11 130 257 380 507
g19-g70 11 53 105 180 208
g19-g71 11 147 290 429 590
g19-g72 11 133 270 476 651
g19-g74 11 1000000 1000000 1000000 1000000
g19-g75 11 15 17 19 33
g19-g76 11 8 8 12 13
g19-g77 11 9 9 9 9
g19-g78 11 1000000 1000000 1000000 1000000
g19-g79 11 2585 4617 8327 11001
g19-g80 11 39 72 105 138
g19-g81 11 9034 18140 29604 39025
g19-g83 11 250231 534679 865668 1000000
g19-g84 11 16 23 17 23
g19-g85 11 232 457 683 905
g19-g87 11 25710 45172 68837 94372
g19-g88 11 222274 403441 675959 975289
g19-g89 11 253 500 768 990
g19-g90 11 413 813 1213 1610
g19-g91 11 838 1643 2467 3250
g19-g92 11 1046 2111 3101 4108
g19-g94 11 8534 15695 27085 34046
g19-g95 11 366 704 1043 1379
g19-g96 11 462 895 1332 1774
g19-g97 11 431 855 1179 1557
g19-g98 11 895 1766 2641 3490
g19-g99 11 914 1770 2658 3625
g2-g100 11 104 169 225 282
g2-g101 11 32 32 36 33
g2-g102 11 32 32 34 33
g2-g103 11 32 34 36 33
g2-g104 11 80 75 77 83
g2-g105 11 77 76 77 80
g2-g106 11 137 136 137 137
g2-g107 11 139 138 140 142
g2-g108 11 162 162 164 166
g2-g109 11 171 171 172 172
g2-g110 11 199 200 200 203
g2-g111 11 226 225 228 234
g2-g112 11 303 299 299 300
g2-g51 11 0 0 0 0
g2-g52 11 0 0 0 0
g2-g53 11 0 0 0 0
g2-g54 11 0 0 0 0
g2-g55 11 0 0 0 0
g2-g56 11 0 0 0 0
g2-g57 11 1 2 5 4
g2-g61 11 1 1 1 1
g2-g62 11 1 1 1 1
g2-g63 11 1 1 1 1
g2-g64 11 1 1 1 1
g2-g65 11 1 1 2 1
g2-g67 11 2 1 1 1
g2-g68 11 1 1 2 2
g2-g69 11 2 2 2 2
g2-g70 11 2 2 2 2
g2-g71 11 2 2 2 2
g2-g72 11 3 3 4 4
g2-g74 11 3 2 2 2
g2-g75 11 3 3 3 4
g2-g76 11 2 3 3 3
g2-g77 11 3 3 3 3
g2-g78 11 3 3 3 3
g2-g79 11 4 4 4 4
g2-g80 11 46 6 8 8
g2-g81 11 7 7 7 9
g2-g83 11 7 7 9 7
g2-g84 11 8 8 8 8
g2-g85 11 53 8 8 8
g2-g87 11 8 8 9 8
g2-g88 11 8 8 8 8
g2-g89 11 8 8 8 10
g2-g90 11 14 14 15 14
g2-g91 11 16 14 14 14
g2-g92 11 18 18 19 18
g2-g94 11 23 24 24 24
g2-g95 11 42 29 31 32
g2-g96 11 38 29 30 31
g2-g97 11 30 31 30 31
g2-g98 11 29 29 34 30
g2-g99 11 34 30 29 30
g20-g100 11 824 1703 2639 3419
g20-g101 11 986 2041 3086 4149
g20-g102 11 1063 2096 3119 4099
g20-g103 11 992 2091 3238 4232
g20-g104 11 1565 3216 4889 6420
g20-g105 11 1680 3259 4861 6444
g20-g106 11 3613 7440 11286 15059
g20-g107 11 3190 6052 9144 12246
g20-g108 11 3486 7147 10789 14374
g20-g109 11 4970 10198 15449 20556
g20-g110 11 6044 12431 18862 25036
g20-g111 11 4895 10201 15214 20225
g20-g112 11 8150 16819 26432 33691
g20-g51 11 300 934 2076 2887
g20-g52 11 8 21 32 35
g20-g53 11 9 19 29 38
g20-g54 11 16 42 64 85
g20-g55 11 25 47 71 95
g20-g56 11 16 43 65 109
g20-g57 11 5 10 15 19
g20-g61 11 35 85 109 145
g20-g62 11 38 78 118 157
g20-g63 11 47 121 160 222
g20-g64 11 1000000 1000000 1000000 1000000
g20-g65 11 51 106 162 223
g20-g67 11 59 124 187 249
g20-g68 11 1970 3819 23120 24899
g20-g69 11 64 134 203 295
g20-g70 11 56 163 174 232
g20-g71 11 65 134 203 270
g20-g72 11 14 39 38 75
g20-g74 11 44 109 135 178
g20-g75 11 168 344 541 687
g20-g76 11 711 1422 2142 2768
g20-g77 11 1597 3066 4626 6309
g20-g78 11 96 200 303 401
g20-g79 11 131 271 411 544
g20-g80 11 41 80 119 157
g20-g81 11 246 609 716 950
g20-g83 11 231 503 762 1012
g20-g84 11 1466 3150 4876 6136
g20-g85 11 272 512 776 1112
g20-g87 11 241 497 751 1050
g20-g88 11 244 504 763 1012
g20-g89 11 270 561 848 1150
g20-g90 11 441 913 1381 1833
g20-g91 11 447 964 1394 1890
g20-g92 11 548 1145 1751 2277
g20-g94 11 731 1579 2288 3028
g20-g95 11 330 729 996 1330
g20-g96 11 380 768 1153 1585
g20-g97 11 450 775 1196 1566
g20-g98 11 768 1067 1578 2139
g20-g99 11 507 1090 1561 2068
g21-g100 11 1048 2070 2769 4281
g21-g101 11 1251 2480 3312 5190
g21-g102 11 1427 2477 3326 5131
g21-g103 11 1256 2559 3328 5159
g21-g104 11 1959 3891 5176 8008
g21-g105 11 1967 3988 5190 8030
g21-g106 11 4547 9104 12030 18653
g21-g107 11 3697 7271 9841 15163
g21-g108 11 4364 8612 11526 17854
g21-g109 11 6238 12317 16593 25601
g21-g110 11 7690 14564 19432 30121
g21-g111 11 6128 12148 16225 25065
g21-g112 11 9803 19358 26720 40549
g21-g51 11 11 22 33 46
g21-g52 11 14 19 26 39
g21-g53 11 12 23 31 47
g21-g54 11 21 54 72 108
g21-g55 11 24 60 80 121
g21-g56 11 21 54 72 110
g21-g57 11 6 11 16 23
g21-g61 11 45 90 120 195
g21-g62 11 45 111 123 184
g21-g63 11 83 121 162 247
g21-g64 11 2467 5185 10489 14454
g21-g65 11 66 131 176 268
g21-g67 11 77 153 204 312
g21-g68 11 95 179 210 336
g21-g69 11 83 235 221 337
g21-g70 11 72 142 190 290
g21-g71 11 112 166 221 374
g21-g72 11 15 27 39 58
g21-g74 11 76 92 128 283
g21-g75 11 128 279 476 572
g21-g76 11 566 1417 2273 2772
g21-g77 11 1202 3046 4931 6106
g21-g78 11 124 245 357 502
g21-g79 11 168 332 445 681
g21-g80 11 48 90 125 188
g21-g81 11 292 577 774 1187
g21-g83 11 295 675 1043 1264
g21-g84 11 1176 3358 5189 6419
g21-g85 11 316 626 837 1305
g21-g87 11 306 621 827 1247
g21-g88 11 376 648 822 1328
g21-g89 11 345 683 915 1440
g21-g90 11 561 1112 1486 2294
g21-g91 11 659 1096 1653 2281
g21-g92 11 677 1335 1837 2774
g21-g94 11 962 1831 2517 3791
g21-g95 11 419 811 1055 1634
g21-g96 11 466 944 1226 1903
g21-g97 11 471 916 1238 1908
g21-g98 11 685 1240 1726 2602
g21-g99 11 632 1239 1667 2579
g22-g100 11 1131 2252 3075 4054
g22-g101 11 1354 2710 3564 4550
g22-g102 11 1355 2642 3603 4539
g22-g103 11 1794 3579 4947 6214
g22-g104 11 1000001 1000001 1000001 1000001
g22-g105 11 1000001 1000001 1000000 1000001
g22-g106 11 1000002 1000001 1000001 1000001
g22-g107 11 1000001 1000001 1000001 1000002
g22-g108 11 1000001 1000001 1000001 1000001
g22-g109 11 6798 13231 17890 22484
g22-g110 11 9352 18923 25694 32613
g22-g111 11 1000002 1000001 1000002 1000001
g22-g112 11 12295 24027 32603 41287
g22-g51 11 1000000 1000000 1000000 1000000
g22-g52 11 11 23 32 41
g22-g53 11 66 189 292 366
g22-g54 11 29 70 98 127
g22-g55 11 26 68 95 137
g22-g56 11 29 74 102 146
g22-g57 11 6 11 15 19
g22-g61 11 46 91 124 157
g22-g62 11 49 134 135 173
g22-g63 11 2289 7217 9043 11365
g22-g64 11 1000000 1000000 1000000 1000000
g22-g65 11 125 225 320 408
g22-g67 11 80 156 213 270
g22-g68 11 19975 40746 57401 73918
g22-g69 11 89 181 266 352
g22-g70 11 75 146 213 252
g22-g71 11 95 192 279 357
g22-g72 11 23 47 66 88
g22-g74 11 73 111 153 197
g22-g75 11 191 401 672 782
g22-g76 11 627 1355 1989 2545
g22-g77 11 1284 2798 4100 5317
g22-g78 11 174 357 498 702
g22-g79 11 223 471 530 675
g22-g80 11 50 104 128 162
g22-g81 11 439 889 1240 1579
g22-g83 11 330 790 1134 1486
g22-g84 11 1255 2885 4168 5276
g22-g85 11 354 658 964 1126
g22-g87 11 363 721 987 1252
g22-g88 11 465 748 1042 1306
g22-g89 11 369 720 978 1233
g22-g90 11 603 1176 1591 2156
g22-g91 11 697 1372 1875 2385
g22-g92 11 846 1751 2424 2877
g22-g94 11 999 1979 2636 3340
g22-g95 11 442 854 1153 1496
g22-g96 11 511 994 1382 1707
g22-g97 11 512 1025 1375 1740
g22-g98 11 731 1517 1972 2528
g22-g99 11 730 1446 1993 2550
g23-g100 11 1038 2102 3268 4264
g23-g101 11 1243 2515 3766 5106
g23-g102 11 1207 2519 3984 5115
g23-g103 11 1319 2527 3838 5128
g23-g104 11 1914 3974 6039 9127
g23-g105 11 1962 3960 6066 8923
g23-g106 11 4401 9516 15436 72518
g23-g107 11 3604 7463 11787 33665
g23-g108 11 4298 8828 13929 38126
g23-g109 11 6022 12620 18906 25528
g23-g110 11 7086 15701 24532 100245
g23-g111 11 5971 12532 20619 91073
g23-g112 11 9625 20347 31049 45149
g23-g51 11 304 1000000 1000000 1000000
g23-g52 11 9 21 32 50
g23-g53 11 15 24 35 47
g23-g54 11 20 52 79 178
g23-g55 11 23 76 87 118
g23-g56 11 21 76 81 154
g23-g57 11 6 12 17 23
g23-g61 11 43 90 148 197
g23-g62 11 44 103 141 239
g23-g63 11 59 163 515 37627
g23-g64 11 1000000 1000000 1000000 1000000
g23-g65 11 64 146 197 265
g23-g67 11 106 154 229 309
g23-g68 11 116 2501 4833 1000000
g23-g69 11 80 166 284 372
g23-g70 11 69 143 213 288
g23-g71 11 80 167 252 342
g23-g72 11 17 49 45 61
g23-g74 11 77 101 157 433
g23-g75 11 235 353 596 9192
g23-g76 11 606 1419 2307 113149
g23-g77 11 1282 3318 5175 463601
g23-g78 11 119 248 377 733
g23-g79 11 161 336 501 678
g23-g80 11 51 96 142 192
g23-g81 11 281 652 872 1181
g23-g83 11 284 623 951 1259
g23-g84 11 1304 3143 5183 232671
g23-g85 11 305 635 947 1284
g23-g87 11 295 615 936 1726
g23-g88 11 386 676 942 1514
g23-g89 11 351 693 1035 1403
g23-g90 11 540 1127 1684 2283
g23-g91 11 541 1136 1746 2594
g23-g92 11 662 1540 2124 3166
g23-g94 11 892 1861 2784 3848
g23-g95 11 406 808 1202 1629
g23-g96 11 491 987 1423 1891
g23-g97 11 470 1044 1432 1941
g23-g98 11 621 1272 1897 2570
g23-g99 11 668 1272 1943 2571
g24-g100 11 926 1735 2551 3315
g24-g101 11 10141 11472 12738 13966
g24-g102 11 13581 14961 16267 17505
g24-g103 11 21204 22563 23998 25370
g24-g104 11 1000000 2488 2148 1783
g24-g105 11 1740 2183 2117 1750
g24-g106 11 3321 4036 3692 3266
g24-g107 11 3124 3950 3563 3093
g24-g108 11 1000001 4494 4243 3664
g24-g109 11 49606 55540 61728 67473
g24-g110 11 1000001 1000001 1000001 1000001
g24-g111 11 4743 5866 5523 4883
g24-g112 11 1000001 1000001 1000002 1000002
g24-g51 11 2860 17 14 9
g24-g52 11 1000000 1000000 1000000 1000000
g24-g53 11 11 26 7 7
g24-g54 11 1000000 1000000 1000000 1000000
g24-g55 11 1000000 1000000 1000000 1000000
g24-g56 11 1000000 1000000 1000000 1000000
g24-g57 11 6 11 16 21
g24-g61 11 220 432 630 837
g24-g62 11 1000000 1000000 1000000 1000000
g24-g63 11 1000000 149 29 29
g24-g64 11 1000000 207595 19238 8568
g24-g65 11 1000000 1000000 1000000 1000000
g24-g67 11 682 873 886 959
g24-g68 11 9 9 8 8
g24-g69 11 1000000 1000000 1000000 1000000
g24-g70 11 117 140 209 283
g24-g71 11 1000000 1000000 1000000 1000000
g24-g72 11 1000000 1000000 1000000 1000000
g24-g74 11 1000000 1000000 1000000 1000000
g24-g75 11 1000000 1000000 1000000 1000000
g24-g76 11 1000000 1000000 1000000 1000000
g24-g77 11 1000000 1000000 1000000 1000000
g24-g78 11 1000000 1000000 1000000 1000000
g24-g79 11 1000000 1000000 1000000 1000000
g24-g80 11 44 81 119 160
g24-g81 11 1000000 1000000 1000000 1000000
g24-g83 11 4326 4951 5294 5786
g24-g84 11 183091 189475 191145 194273
g24-g85 11 277 546 769 1013
g24-g87 11 1000000 1000000 1000000 1000000
g24-g88 11 1000000 1000000 1000000 1000000
g24-g89 11 303 618 841 1178
g24-g90 11 5438 6080 6744 7296
g24-g91 11 1000001 1000000 1000000 1000000
g24-g92 11 1000000 1000001 1000000 1000000
g24-g94 11 1000000 1000001 1000000 1000000
g24-g95 11 1000000 1022 810 784
g24-g96 11 3920 1019 894 868
g24-g97 11 1000000 970 871 747
g24-g98 11 736 946 934 779
g24-g99 11 734 933 930 779
g25-g100 11 1249 2267 3293 4103
g25-g101 11 1491 2783 3879 4909
g25-g102 11 1492 2718 3842 5343
g25-g103 11 1524 3206 4906 6602
g25-g104 11 2464 1000001 1000000 1000001
g25-g105 11 2408 1000001 1000001 1000001
g25-g106 11 6028 1000001 1000001 1000002
g25-g107 11 4699 1000001 1000001 6260
g25-g108 11 5547 1000000 1000001 131732
g25-g109 11 7497 13548 19194 24517
g25-g110 11 9554 18093 27616 35576
g25-g111 11 8100 1000002 1000002 1000001
g25-g112 11 12456 23251 33561 45230
g25-g51 11 148791 1000000 1000000 1000001
g25-g52 11 13 24 35 46
g25-g53 11 16 81 169 272
g25-g54 11 25 81 97 133
g25-g55 11 27 65 97 135
g25-g56 11 33 66 120 138
g25-g57 11 7 13 18 34
g25-g61 11 73 96 136 175
g25-g62 11 55 102 146 268
g25-g63 11 227 1263 2928 443096
g25-g64 11 1000000 1000000 1000000 326702
g25-g65 11 77 176 287 399
g25-g67 11 90 165 231 299
g25-g68 11 2616 24055 44899 65423
g25-g69 11 98 181 263 419
g25-g70 11 84 179 216 279
g25-g71 11 98 183 271 444
g25-g72 11 19 36 60 89
g25-g74 11 62 122 273 223
g25-g75 11 219 516 627 846
g25-g76 11 764 1464 2216 3000
g25-g77 11 1607 3162 4655 6446
g25-g78 11 146 311 517 687
g25-g79 11 198 371 560 718
g25-g80 11 60 105 162 185
g25-g81 11 345 764 1186 1615
g25-g83 11 364 685 1093 1527
g25-g84 11 1599 3130 4852 6387
g25-g85 11 396 684 958 1236
g25-g87 11 367 705 1023 1376
g25-g88 11 368 712 1118 1397
g25-g89 11 410 746 1050 1351
g25-g90 11 667 1247 1704 2198
g25-g91 11 696 1316 1918 2557
g25-g92 11 998 1615 2344 3138
g25-g94 11 1103 2009 2816 3853
g25-g95 11 494 876 1234 1636
g25-g96 11 568 1019 1438 1914
g25-g97 11 573 1027 1447 3940
g25-g98 11 762 1403 2034 2970
g25-g99 11 762 1445 2078 2821
g26-g100 11 1282 2498 3626 4670
g26-g101 11 1536 3069 4362 5657
g26-g102 11 1536 3011 4438 5560
g26-g103 11 1540 2999 4381 5575
g26-g104 11 2418 4747 7248 10144
g26-g105 11 2425 4739 7233 10284
g26-g106 11 5608 11635 22837 42755
g26-g107 11 4664 8992 15095 22527
g26-g108 11 5392 10654 18519 28627
g26-g109 11 7679 14937 21600 27715
g26-g110 11 9378 18805 28155 37564
g26-g111 11 7567 15190 30160 55568
g26-g112 11 12490 24649 35870 46503
g26-g51 11 259056 1000000 1000000 1000000
g26-g52 11 12 25 37 59
g26-g53 11 14 28 40 52
g26-g54 11 25 62 91 134
g26-g55 11 28 69 113 129
g26-g56 11 30 63 108 166
g26-g57 11 7 14 20 26
g26-g61 11 54 106 154 241
g26-g62 11 57 112 163 211
g26-g63 11 73 297 1908 7489
g26-g64 11 1000000 1000000 1000000 1000000
g26-g65 11 80 156 226 290
g26-g67 11 92 248 281 337
g26-g68 11 95 33222 559217 655981
g26-g69 11 100 196 285 365
g26-g70 11 87 169 373 314
g26-g71 11 117 196 309 447
g26-g72 11 19 36 52 68
g26-g74 11 67 126 187 245
g26-g75 11 253 450 709 966
g26-g76 11 1044 1894 2783 3826
g26-g77 11 2393 4016 6102 8328
g26-g78 11 201 293 433 576
g26-g79 11 204 397 655 745
g26-g80 11 60 115 163 208
g26-g81 11 354 691 1001 1285
g26-g83 11 359 904 1094 1556
g26-g84 11 2513 4375 6533 8541
g26-g85 11 386 753 1091 1399
g26-g87 11 398 753 1193 1426
g26-g88 11 379 738 1083 1456
g26-g89 11 421 1021 1513 1562
g26-g90 11 686 1337 1937 2486
g26-g91 11 708 1356 2004 2613
g26-g92 11 832 1654 2453 3190
g26-g94 11 1153 2211 3237 4139
g26-g95 11 499 967 1444 1769
g26-g96 11 598 1133 1607 2055
g26-g97 11 583 1130 1622 2194
g26-g98 11 796 1514 2186 2794
g26-g99 11 799 1515 2180 2794
g27-g100 11 1166 2411 3579 4891
g27-g101 11 1428 3050 4483 5754
g27-g102 11 1393 2900 4286 5768
g27-g103 11 1397 2962 4355 5775
g27-g104 11 2215 4532 6774 9021
g27-g105 11 2248 4635 6832 9172
g27-g106 11 5260 10505 15568 21017
g27-g107 11 4170 8587 12635 17030
g27-g108 11 4992 10183 14921 20222
g27-g109 11 6958 14481 21358 28759
g27-g110 11 8359 16959 25230 34283
g27-g111 11 6962 14203 21010 28211
g27-g112 11 10941 22952 34450 47382
g27-g51 11 9 253 951 5000
g27-g52 11 11 23 35 47
g27-g53 11 18 27 40 53
g27-g54 11 23 60 89 120
g27-g55 11 26 67 100 134
g27-g56 11 23 61 90 121
g27-g57 11 11 14 20 27
g27-g61 11 65 102 152 204
g27-g62 11 49 134 157 213
g27-g63 11 67 184 206 276
g27-g64 11 135598 1000000 1000000 1000000
g27-g65 11 73 151 223 300
g27-g67 11 85 175 260 349
g27-g68 11 87 179 3028 5718
g27-g69 11 92 208 281 436
g27-g70 11 80 163 242 326
g27-g71 11 113 190 283 379
g27-g72 11 20 48 51 69
g27-g74 11 84 111 173 238
g27-g75 11 146 329 597 1125
g27-g76 11 770 1454 2625 3650
g27-g77 11 1697 3316 5809 8245
g27-g78 11 137 282 419 587
g27-g79 11 204 466 568 765
g27-g80 11 60 113 267 219
g27-g81 11 322 667 1061 1362
g27-g83 11 327 795 1055 1444
g27-g84 11 1647 3207 5976 8536
g27-g85 11 364 755 1078 1450
g27-g87 11 340 702 1098 1400
g27-g88 11 344 712 1058 1521
g27-g89 11 383 804 1210 1608
g27-g90 11 624 1291 1915 2725
g27-g91 11 628 1295 1930 2629
g27-g92 11 764 1602 2338 3160
g27-g94 11 1032 2209 3166 4256
g27-g95 11 473 956 1395 1908
g27-g96 11 541 1082 1622 2141
g27-g97 11 546 1093 1604 2161
g27-g98 11 736 1461 2156 3147
g27-g99 11 720 1462 2156 2904
g28-g100 11 1488 3176 4181 5494
g28-g101 11 1814 3403 5076 6533
g28-g102 11 1782 3474 5111 6575
g28-g103 11 34258 1000001 1000001 1000000
g28-g104 11 1000001 1000001 1000002 1000001
g28-g105 11 1000000 1000002 1000001 1000001
g28-g106 11 1000001 1000001 1000001 1000001
g28-g107 11 1000002 1000001 1000001 1000002
g28-g108 11 1000001 1000001 1000000 1000001
g28-g109 11 9153 16998 24688 32664
g28-g110 11 1000001 3737 3991 5383
g28-g111 11 1000002 1000001 1000001 1000001
g28-g112 11 1000001 1000002 1000001 1000001
g28-g51 11 1000000 1000000 1000000 19
g28-g52 11 1000000 51844 1000000 200714
g28-g53 11 1000000 1000000 1000000 1000000
g28-g54 11 1000000 31 34 50
g28-g55 11 1000000 402 724 107
g28-g56 11 1177 40 42 59
g28-g57 11 9 16 33 31
g28-g61 11 78 135 218 231
g28-g62 11 68 61 69 75
g28-g63 11 1000000 1000000 1000000 18
g28-g64 11 16 15 15 14
g28-g65 11 1000000 1000000 1000000 1000000
g28-g67 11 108 223 307 419
g28-g68 11 22 14 16 14
g28-g69 11 123 1000000 1000000 1000000
g28-g70 11 101 195 286 1408
g28-g71 11 160 1000000 1000000 1000000
g28-g72 11 89 1000000 1000000 1000000
g28-g74 11 1000000 1000000 1000000 1000000
g28-g75 11 43 60 43 70
g28-g76 11 34 19 20 21
g28-g77 11 19 18 19 20
g28-g78 11 1000000 420 9482 56
g28-g79 11 1000000 1000000 1000000 1000000
g28-g80 11 74 134 193 254
g28-g81 11 1000000 1000000 1000000 1000000
g28-g83 11 416 1000000 1000000 1000000
g28-g84 11 30 31 32 41
g28-g85 11 448 870 1270 1666
g28-g87 11 634719 325 680 450
g28-g88 11 27258 362 341 377
g28-g89 11 490 1045 1359 1812
