instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
g46-g75 11 988779 92249 988650 464409 988981 93054 989126 323663 989097 94035 989070 196964 989145 94897 989145 130637 989141 95650 989141 105324 989351 96226 989351 98344 989655 94423 989655 94423 990378 107987 990378 107987
g46-g76 11 990506 88138 990506 475927 990545 88675 990545 324253 990579 89718 990579 195758 990465 90467 990465 128606 990624 90045 990624 100504 990401 90853 990401 93084 990416 90177 990416 90177 990717 92378 990717 92378
g46-g77 11 990664 63285 990664 453980 990664 63285 990664 303774 990664 63285 990664 172004 990664 63285 990664 102550 990664 63285 990664 73906 990664 63285 990664 65511 990664 63285 990664 63285 990664 63285 990664 63285
g46-g78 11 914883 88872 0 0 958710 95628 957980 244128 970545 88810 970545 146202 976372 88873 976372 103425 979996 89603 979996 92014 983073 90521 983073 91024 989337 97028 989337 97028 990513 111659 990513 111659
g46-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 455065 0 455065 0 544465 393133 544465 393133 972580 68548 972580 68548 990957 112562 990957 112562
g46-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946438 44159 946438 44159 990926 110516 990926 110516
g46-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 974399 88291 974399 88291 991119 112964 991119 112964
g46-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 961490 70492 961490 70492 991306 111888 991306 111888
g46-g84 11 991260 100773 991260 503983 991260 100773 991260 347582 991260 100773 991260 212943 991260 100773 991260 141441 991260 100773 991260 111894 991260 100773 991260 103210 991260 100773 991260 100773 991260 100773 991260 100773
g46-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946510 44132 946510 44132 990850 110017 990850 110017
g46-g87 11 916539 80033 0 0 941797 71775 885637 139017 954782 66706 954666 102342 960877 62107 960877 68929 964733 60523 964733 61367 968160 59956 968160 60178 985497 75036 985497 75036 991123 112217 991123 112217
g46-g88 11 933619 82180 0 0 953502 77763 948776 157542 963513 74335 963474 104486 969104 73708 969104 79633 973102 75051 973102 75793 975372 74652 975372 74914 987026 82063 987026 82063 991331 112168 991331 112168
g46-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946513 44351 946513 44351 991061 109691 991061 109691
g46-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946667 43913 946667 43913 991376 110674 991376 110674
g46-g91 11 0 0 0 0 0 0 0 0 195858 11303 195858 11303 290931 18406 290931 18406 569108 22894 569108 22894 754021 18272 754021 18272 962736 46291 962736 46291 991365 111743 991365 111743
g46-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 124014 0 124014 0 508095 7035 508095 7035 648715 9986 648715 9986 963073 46090 963073 46090 991413 112031 991413 112031
g46-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 952859 50865 952859 50865 991555 111126 991555 111126
g46-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 947479 44955 947479 44955 991516 110672 991516 110672
g46-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948417 45086 948417 45086 991536 110807 991536 110807
g46-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948037 45087 948037 45087 991408 110640 991408 110640
g46-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 951123 46577 951123 46577 991658 110930 991658 110930
g46-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 951066 46588 951066 46588 991420 111375 991420 111375
g47-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 949977 45194 949977 45194 991259 111211 991259 111211
g47-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 949703 45424 949703 45424 991386 110826 991386 110826
g47-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 954151 49572 954151 49572 991386 110688 991386 110688
g47-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 975253 88744 975253 88744 991438 114006 991438 114006
g47-g104 11 821014 60569 0 0 910629 73108 869564 108795 944238 81832 944238 108246 958952 82069 958952 86903 967279 84707 967279 85197 973091 86143 973091 86379 971850 63019 971850 63019 991554 112063 991554 112063
g47-g105 11 820949 60419 0 0 910800 73732 869837 108488 943937 81974 943937 108385 959582 81890 959582 86765 967658 85182 967658 85638 973164 86310 973164 86554 971839 63135 971839 63135 991614 111907 991614 111907
g47-g106 11 972756 86558 0 0 979088 87001 965843 210973 981471 87884 981471 153654 983341 89728 983341 106844 984681 90485 984681 93776 985612 90816 985612 91537 983785 78171 983785 78171 991677 112719 991677 112719
g47-g107 11 945786 69531 0 0 961329 72865 945181 144335 968829 80409 968829 120163 973980 84425 973980 93288 977316 87126 977316 88801 979807 87679 979807 88021 976102 67854 976102 67854 991652 111451 991652 111451
g47-g108 11 955746 74428 0 0 967977 78637 951046 166628 974077 83454 974077 132093 977927 85764 977927 97977 980548 88332 980548 90787 981843 89014 981843 89455 977186 69432 977186 69432 991667 112379 991667 112379
g47-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 950090 45079 950090 45079 991511 110905 991511 110905
g47-g110 11 988666 90335 986386 668548 989058 90279 989163 406163 989328 91002 989328 206689 989585 91799 989585 123627 989747 92078 989747 99843 990123 93812 990123 95460 991525 104203 991525 104203 991881 113531 991881 113531
g47-g111 11 972756 86558 0 0 979088 87001 965843 210973 981471 87884 981471 153654 983341 89728 983341 106844 984681 90485 984681 93776 985612 90816 985612 91537 981310 73662 981310 73662 991665 111769 991665 111769
g47-g112 11 307462 0 0 0 391549 0 0 0 424179 586 434465 5132 510590 5195 510590 6502 699377 24999 699377 25316 772527 27048 772527 27077 963530 46445 963530 46445 991549 112539 991549 112539
g47-g51 11 904265 6991 0 0 919312 9516 919312 9516 928635 13245 928635 13245 941494 19911 941494 19911 949843 26513 949843 26517 957344 33515 957344 33516 977892 65801 977892 65801 984803 106455 984803 106455
g47-g52 11 0 0 0 0 0 0 0 0 356715 0 356715 0 618143 9757 618143 9757 790861 15166 790861 15166 862477 23074 862477 23074 968565 52752 968565 52752 985700 108657 985700 108657
g47-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 529001 0 529001 0 806776 196291 806776 196291 979713 85992 979713 85992 985854 106107 985854 106107
g47-g54 11 0 0 0 0 693728 105970 0 0 862115 121149 862115 125570 913114 97980 913114 98900 942645 80776 942645 80780 956783 76925 956783 76968 983484 80712 983484 80712 988087 109711 988087 109711
g47-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 538349 346477 538349 346477 673246 318695 673246 318695 971854 68795 971854 68795 988072 109166 988072 109166
g47-g56 11 589507 89260 0 0 852906 124470 755695 148719 913144 93858 913144 104315 940515 79771 940515 81411 955485 73567 955485 73607 965070 72860 965070 72917 984353 83024 984353 83024 988147 109336 988147 109336
g47-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 946835 44964 946835 44964 988287 110544 988287 110544
g47-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 947067 44118 947067 44118 988918 109236 988918 109236
g47-g62 11 418120 0 600088 0 569787 26570 569787 26570 758419 31594 758419 31594 848297 28064 848297 28064 896052 33774 896052 33774 922273 37780 922273 37782 975529 60216 975529 60216 989202 110751 989202 110751
g47-g63 11 982596 90206 0 0 985416 90123 985357 298622 986230 90903 986230 173401 987141 92745 987141 117726 987638 94702 987638 100967 987997 95974 987997 97373 989221 105246 989221 105246 989471 109746 989471 109746
g47-g64 11 989395 96218 989473 330292 989487 96418 989487 237471 989403 97244 989403 159946 989443 97926 989443 119454 989554 97650 989554 103475 989463 98543 989463 99861 989489 99320 989489 99320 989653 100222 989653 100222
g47-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 973407 86707 973407 86707 989793 110907 989793 110907
g47-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 947647 44489 947647 44489 989770 109349 989770 109349
g47-g68 11 989840 106651 989840 541540 989840 106651 989840 372179 989840 106651 989840 226313 989840 106651 989840 148886 989840 106651 989840 118057 989840 106651 989840 109236 989840 106651 989840 106651 989840 106651 989840 106651
g47-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 954915 50651 954915 50651 989775 110476 989775 110476
g47-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948626 44791 948626 44791 990049 110771 990049 110771
g47-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 956079 50578 956079 50578 989828 110399 989828 110399
g47-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 616123 43822 616123 43822 952842 47345 952842 47345 989912 110976 989912 110976
g47-g74 11 956263 58090 929822 61079 964364 54745 947464 82608 968042 56992 953541 83882 971009 59352 971163 77337 973308 62579 973308 67062 975512 65348 975512 66226 979715 64180 979715 64180 990132 111767 990132 111767
g47-g75 11 988736 92290 988614 463620 988903 93479 988715 323225 988895 93465 988975 196464 988800 94004 988800 128583 989042 95563 989042 104833 989208 95842 989208 97886 989208 94695 989208 94695 990462 108666 990462 108666
g47-g76 11 990376 88742 990376 474824 990346 89604 990346 324016 990188 89919 990188 195131 990483 89594 990483 126699 990327 89880 990327 100042 990389 90586 990389 92749 990243 90731 990243 90731 990263 92251 990263 92251
g47-g77 11 990321 63549 990321 452788 990321 63549 990321 302628 990321 63549 990321 171526 990321 63549 990321 101205 990321 63549 990321 73876 990321 63549 990321 65810 990321 63549 990321 63549 990321 63549 990321 63549
g47-g78 11 917700 78463 0 0 958569 93173 957291 239638 969735 88052 969735 143701 976148 89217 976148 102005 979398 90866 979398 93022 982825 91231 982825 91691 988940 97491 988940 97491 990253 111252 990253 111252
g47-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 455065 0 455065 0 609428 326776 609428 326776 972527 69435 972527 69435 990618 112415 990618 112415
g47-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948639 44968 948639 44968 990724 111104 990724 111104
g47-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 974399 88291 974399 88291 990996 112744 990996 112744
g47-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 961490 70492 961490 70492 991010 112168 991010 112168
g47-g84 11 990997 101232 990997 502154 990997 101232 990997 346527 990997 101232 990997 212261 990997 101232 990997 140284 990997 101232 990997 111932 990997 101232 990997 103610 990997 101232 990997 101232 990997 101232 990997 101232
g47-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 948897 44969 948897 44969 990906 110856 990906 110856
g47-g87 11 919305 79103 0 0 942627 71949 889310 137540 954476 66854 954601 103736 961205 61609 961205 68374 965181 60862 965181 61664 968151 59992 968151 60174 984956 75313 984956 75313 991036 112385 991036 112385
g47-g88 11 934427 78876 0 0 954262 77707 949999 158912 963381 74308 963337 103936 969537 73924 969537 79510 973047 75212 973047 75962 975444 74135 975444 74383 986491 83064 986491 83064 990880 112273 990880 112273
g47-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 949594 44821 949594 44821 990818 110688 990818 110688
g47-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 949239 44424 949239 44424 991093 111183 991093 111183
g47-g91 11 0 0 0 0 0 0 0 0 203158 9323 203158 9323 290931 18406 290931 18406 573417 23724 573417 23724 753950 19001 753950 19001 962734 46630 962734 46630 991113 111197 991113 111197
g47-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 124014 0 124014 0 508095 7035 508095 7035 646922 10107 646922 10107 963309 46566 963309 46566 991195 112135 991195 112135
g47-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 954770 50173 954770 50173 991223 110993 991223 110993
g47-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 950149 45717 950149 45717 991374 111420 991374 111420
g47-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 950735 45835 950735 45835 991317 111002 991317 111002
g47-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 950294 45750 950294 45750 991412 111401 991412 111401
g47-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 952629 46512 952629 46512 991448 111121 991448 111121
g47-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 953114 47111 953114 47111 991110 111431 991110 111431
g48-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908264 66039 908264 66039 990871 111619 990871 111619
g48-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908669 65909 908669 65909 990968 111962 990968 111962
g48-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908669 65830 908669 65830 990968 111862 990968 111862
g48-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 954151 86264 954151 86264 991650 119629 991650 119629
g48-g104 11 381627 0 0 0 799019 48199 0 0 865378 82164 865378 93675 916865 94166 916865 94999 946828 85294 946828 85409 959752 87194 959752 87208 959527 69556 959527 69556 991527 114011 991527 114011
g48-g105 11 381550 0 0 0 799364 47975 0 0 865186 82101 865186 93684 916830 94539 916830 95390 946525 85416 946525 85534 959669 87020 959669 87031 959794 70149 959794 70149 991370 113554 991370 113554
g48-g106 11 960303 81404 0 0 972381 83886 853716 54852 976725 87240 976525 154159 979482 89810 979482 108196 981607 91726 981607 95924 983094 92467 983094 93295 981432 81933 981432 81933 991764 115571 991764 115571
g48-g107 11 906574 62704 0 0 941321 67559 814132 20389 955038 68632 955038 98546 963742 76738 963742 83886 970246 83174 970246 84493 972714 87175 972714 87465 968336 72926 968336 72926 991458 114151 991458 114151
g48-g108 11 921612 68835 0 0 951200 72689 822864 24188 962875 76670 962742 116863 970157 82473 970157 93762 974668 86465 974668 88802 977122 88996 977122 89475 970260 73774 970260 73774 991466 114303 991466 114303
g48-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 909067 65864 909067 65864 991155 111556 991155 111556
g48-g110 11 988864 94954 975176 604516 988713 93662 988808 457071 988992 93962 988992 241384 989156 95216 989156 140782 989732 96176 989732 108174 989850 97650 989850 100507 991369 107624 991369 107624 991964 121352 991964 121352
g48-g111 11 960303 81404 0 0 972381 83886 853716 54852 976725 87240 976525 154159 979482 89810 979482 108196 981607 91726 981607 95924 983094 92467 983094 93295 978086 78649 978086 78649 991507 115254 991507 115254
g48-g112 11 184732 0 0 0 259807 0 0 0 384567 606 495240 3869 407774 4000 407774 4195 565884 10945 565884 11025 591510 18593 591510 18625 948704 52456 948704 52456 991699 114014 991699 114014
g48-g51 11 889282 5118 0 0 904216 6989 904242 7056 918632 10071 918632 10071 931201 14645 931201 14645 941804 20833 941804 20833 950559 27999 950559 27999 976232 63821 976232 63821 984908 111785 984908 111785
g48-g52 11 0 0 0 0 0 0 0 0 333615 0 333615 0 454397 0 454397 0 571353 14350 571353 14350 730921 26690 730921 26690 962702 52992 962702 52992 985823 112392 985823 112392
g48-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 489775 442742 489775 442742 974378 83069 974378 83069 986262 113377 986262 113377
g48-g54 11 0 0 0 0 333448 0 0 0 710580 181595 710580 181595 813558 136743 813558 136743 876813 114775 876813 114775 920007 92297 920007 92297 980169 76179 980169 76179 988279 115331 988279 115331
g48-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94776 52451 94776 52451 957533 63215 957533 63215 988062 113705 988062 113705
g48-g56 11 0 0 0 0 634809 229264 0 0 813655 124744 813655 125397 880755 115963 880755 116182 920894 82804 920894 82804 944890 76163 944890 76163 982038 79268 982038 79268 988170 115371 988170 115371
g48-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 905757 65569 905757 65569 987919 111358 987919 111358
g48-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 906769 64690 906769 64690 988409 109665 988409 109665
g48-g62 11 356941 0 0 0 522232 29554 522232 29554 669849 27350 669849 27350 738601 26412 738601 26412 820381 35973 820381 35973 865435 40323 865435 40324 971123 58183 971123 58183 989392 114862 989392 114862
g48-g63 11 977745 96322 0 0 983064 93685 964454 248435 984566 94365 984566 186414 985874 95434 985874 126299 986943 97009 986943 105779 987450 98651 987450 100746 989359 108236 989359 108236 989711 117398 989711 117398
g48-g64 11 989463 102070 989441 345325 989735 102411 989735 261856 989651 103167 989651 182768 989460 103131 989460 134901 989608 103969 989608 114010 989635 104094 989635 106741 989769 106317 989769 106317 989610 107369 989610 107369
g48-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 951682 84357 951682 84357 989927 117521 989927 117521
g48-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 907269 65037 907269 65037 989145 110139 989145 110139
g48-g68 11 990186 113552 990186 566371 990186 113552 990186 416432 990186 113552 990186 267210 990186 113552 990186 175648 990186 113552 990186 133634 990186 113552 990186 119015 990186 113552 990186 113552 990186 113552 990186 113552
g48-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 917863 66958 917863 66958 989422 110646 989422 110646
g48-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908795 65888 908795 65888 989506 111489 989506 111489
g48-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 922563 65580 922563 65580 989442 110336 989442 110336
g48-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 333356 0 333356 0 918247 65269 918247 65269 989733 112497 989733 112497
g48-g74 11 941418 71854 827992 66715 954088 65580 942140 84084 963185 61272 949449 86806 967385 60977 963405 75998 971248 62688 971248 68571 973463 64865 973463 66253 977785 67566 977785 67566 990166 115688 990166 115688
g48-g75 11 988964 97300 988675 484612 988955 98475 988918 359189 989022 99502 989015 231334 989002 99681 989002 150546 989315 100377 989315 116726 989237 101120 989237 105374 989558 101475 989558 101475 990431 113436 990431 113436
g48-g76 11 990472 94569 990472 497407 990434 94647 990434 362660 990532 95266 990532 230371 990473 95590 990473 149811 990390 95632 990390 113360 990581 96080 990581 100689 990483 96482 990483 96482 990455 98295 990455 98295
g48-g77 11 990664 67436 990664 475054 990664 67436 990664 341626 990664 67436 990664 207643 990664 67436 990664 124023 990664 67436 990664 86123 990664 67436 990664 72168 990664 67436 990664 67436 990664 67436 990664 67436
g48-g78 11 769028 2644 0 0 908609 92587 579835 36057 944572 93811 944572 144623 958671 92526 958671 101674 971014 91621 971014 94006 974795 92631 974795 93135 987879 97099 987879 97099 990615 118671 990615 118671
g48-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 325244 325244 325244 325244 957388 65691 957388 65691 990562 116960 990562 116960
g48-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 907873 66265 907873 66265 990438 111705 990438 111705
g48-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 953416 85762 953416 85762 991190 119005 991190 119005
g48-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 932504 79063 932504 79063 990595 112132 990595 112132
g48-g84 11 991260 107510 991260 525893 991260 107510 991260 387674 991260 107510 991260 250339 991260 107510 991260 165435 991260 107510 991260 126431 991260 107510 991260 112659 991260 107510 991260 107510 991260 107510 991260 107510
g48-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908689 65945 908689 65945 990398 111274 990398 111274
g48-g87 11 867098 89051 0 0 912716 82925 725789 16598 937984 73623 935784 100534 950032 71171 950032 79741 957188 69200 957188 70698 962131 67739 962131 68137 983029 73892 983029 73892 991115 118363 991115 118363
g48-g88 11 866708 75075 0 0 925805 83016 852969 105055 945795 79173 945658 103885 957899 82567 957899 86918 965423 80413 965423 81116 968953 79798 968953 80090 984395 81404 984395 81404 991000 118916 991000 118916
g48-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908864 65706 908864 65706 990561 111089 990561 111089
g48-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 908828 65529 908828 65529 990753 111471 990753 111471
g48-g91 11 0 0 0 0 0 0 0 0 178173 0 214316 0 292358 15756 292358 15756 481094 22238 481094 22238 635097 8030 635097 8030 947554 52950 947554 52950 990901 113943 990901 113943
g48-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 195870 0 195870 0 461909 0 461909 0 417890 1805 417890 1805 948315 52899 948315 52899 990954 113598 990954 113598
g48-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 913262 67137 913262 67137 990945 111488 990945 111488
g48-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 910322 66269 910322 66269 990912 111958 990912 111958
g48-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 910693 66161 910693 66161 990877 111112 990877 111112
g48-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 910358 66087 910358 66087 990952 111909 990952 111909
g48-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 916627 65370 916627 65370 991178 111503 991178 111503
g48-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 916063 65865 916063 65865 990946 111663 990946 111663
g49-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 899351 139768 899351 139768 991535 125993 991535 125993
g49-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 899884 139266 899884 139266 991813 125033 991813 125033
g49-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 899884 139141 899884 139141 991813 124902 991813 124902
g49-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 666981 221331 499334 496593 952432 198414 952432 198552 991813 124678 991813 124678
g49-g104 11 824159 239713 0 0 854580 228320 0 0 842644 187625 79913 78126 833421 180351 469602 342038 837142 184284 692800 258955 799217 203366 765028 218693 947976 135454 947976 135460 991796 125440 991796 125440
g49-g105 11 824223 239476 0 0 854560 228534 0 0 842714 187823 79910 78175 833380 180508 468779 341253 836541 183871 690568 257501 798864 204530 764088 218821 947933 135727 947933 135736 991878 125054 991878 125054
g49-g106 11 947027 182222 0 0 952233 177151 0 0 955313 168065 204356 179053 955752 161443 746463 337462 955802 152651 885071 239385 953510 149749 933427 186201 974855 119465 974977 119659 991859 124595 991859 124595
g49-g107 11 902011 181977 0 0 906160 180916 0 0 902519 172938 121313 119677 897991 169799 601855 345909 902608 167451 774525 256431 875677 180442 842833 203259 958729 129451 958723 129680 991957 125134 991957 125134
g49-g108 11 921161 186046 0 0 924514 177579 0 0 922933 171285 120007 118496 921651 163288 643442 343485 922263 160861 817976 246243 898054 168430 865118 196536 961960 126754 961645 126959 991875 125579 991875 125579
g49-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 900045 139268 900045 139268 991988 125350 991988 125350
g49-g110 11 984131 109897 981871 274588 985345 110608 981844 229394 986079 109488 984622 204773 986881 108892 986036 175206 987719 109934 987026 154972 988411 109735 987805 139385 991101 114610 990895 115918 991859 124736 991859 124736
g49-g111 11 947027 182222 0 0 952233 177151 0 0 955313 168065 204356 179053 955355 161748 744597 336670 955537 153088 884252 238903 943617 150973 917978 184542 970346 119334 970154 119649 991974 125461 991974 125461
g49-g112 11 574556 62399 0 0 601689 107856 0 0 404625 104566 0 0 157996 66792 12449 12184 196565 133326 154853 139258 502719 349341 469542 371908 932499 111127 932602 111129 992062 125659 992062 125659
g49-g51 11 907772 31753 907772 31861 919654 39615 919654 39914 928047 42794 928047 42925 937417 49023 937417 49145 944309 56014 944309 56293 950956 59941 950956 60434 973725 78354 973725 78358 985067 118026 985067 118026
g49-g52 11 238714 238714 0 0 234376 78392 0 0 450109 206429 0 0 533908 209625 356798 300496 700416 200626 583547 288084 802930 195738 788725 205711 954384 99587 954384 99601 986109 121522 986109 121522
g49-g53 11 0 0 0 0 0 0 0 0 577868 148998 0 0 718170 213212 437392 406047 826195 305763 792940 350955 882287 212531 868262 258699 967211 165781 967211 165816 986256 116486 986256 116486
g49-g54 11 390911 99576 0 0 617990 196170 0 0 785640 233010 439131 258716 851571 214868 768050 332228 895479 181346 858227 247302 919593 163493 916184 168625 974755 124056 974755 125210 988457 121966 988457 121966
g49-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 8000 7721 0 0 404242 236858 294598 284915 729214 297508 696332 336672 953921 158049 953921 158656 988457 121781 988457 121781
g49-g56 11 674554 196457 0 0 804711 230118 202307 6737 859462 210070 754937 331333 894562 189651 855305 264011 919818 168105 908039 199237 938480 153505 935668 162726 976969 120164 976969 121553 988457 121742 988457 121742
g49-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 897023 138907 897023 138907 988563 124658 988563 124658
