instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
g29-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 986480 160151 986480 160151 987661 176052 987661 176052
g29-g73-normed 11 949232 46189 948165 45726 955020 57206 955020 58671 960386 68443 960386 70809 964999 79709 964999 82302 969027 91339 969027 93735 972586 102545 972586 104279 980031 128338 980031 128364 987419 165820 987419 165820
g29-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 987872 163067 987872 163067 988866 178924 988866 178924
g29-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500544 0 500544 0 988201 169035 988201 169035
g29-g93-normed 11 989351 157916 989351 311813 989351 157916 989351 290339 989351 157916 989351 256139 989351 157916 989351 219428 989351 157916 989351 190879 989351 157916 989351 172930 989351 157916 989351 158033 989351 157916 989351 157916
g3-g58-normed 11 888758 266095 888758 608523 892312 280613 892312 280613 895834 291417 895834 291417 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309 897023 296309
g3-g59-normed 11 886888 261065 886888 546955 892376 280864 892376 280864 896154 293043 896154 293043 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316 897023 296316
g3-g60-normed 11 895016 274135 895016 558946 895878 282168 895878 282168 897236 289651 897236 289651 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104 897023 291104
g3-g66-normed 11 898450 291180 898450 741645 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180 898450 291180
g3-g73-normed 11 896541 284666 896122 659277 897158 291336 897158 291336 898836 296194 898836 296194 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046 898615 297046
g3-g82-normed 11 898910 296633 898910 822863 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633 898910 296633
g3-g86-normed 11 899588 299367 899327 895033 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367 899588 299367
g3-g93-normed 11 899433 261353 899433 365629 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353 899433 261353
g30-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 380616 0 380616 0 736066 34915 736066 34915 839003 41014 839003 41014 961346 99740 961346 99745 984728 159366 984728 159366
g30-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 576141 0 576141 0 706430 0 706430 0 777468 7114 777468 7114 958855 98942 958855 98943 984718 160765 984718 160765
g30-g60-normed 11 944956 41036 944211 40079 951074 50033 951109 51063 955981 60772 955981 62074 960841 71269 960841 72422 965154 81813 965154 82657 968819 92185 968819 92875 979140 127015 979140 127024 985363 162916 985363 162916
g30-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 986193 159262 986193 159262 987476 173988 987476 173988
g30-g73-normed 11 949238 47625 948539 47204 955315 57929 955315 59664 959493 69337 959493 71766 964439 80224 964439 82788 968542 92054 968542 94304 972197 102495 972197 104162 978907 127143 978907 127150 986778 163954 986778 163954
g30-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 987221 162510 987221 162510 988129 176112 988129 176112
g30-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 666026 0 666026 0 987530 166667 987530 166667
g30-g93-normed 11 988529 155648 988529 309040 988529 155648 988529 286529 988529 155648 988529 251910 988529 155648 988529 215533 988529 155648 988529 187193 988529 155648 988529 169740 988529 155648 988529 155769 988529 155648 988529 155648
g31-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 549143 0 549143 0 953333 101388 953333 101390 984205 165235 984205 165235
g31-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 655054 0 655054 0 948644 99451 948644 99451 984169 165722 984169 165722
g31-g60-normed 11 931456 27789 928999 25700 941048 37281 940802 37832 947956 47893 947956 48177 953790 58654 953790 59069 959385 71536 959385 71990 963590 82423 963590 82822 977726 129973 977726 129995 985614 173189 985614 173189
g31-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 984325 161268 984325 161268 987771 193684 987771 193684
g31-g73-normed 11 939537 36768 938355 34938 946166 45508 945691 45764 951975 55733 951975 56278 957744 67741 957744 68520 962012 80498 962012 81541 966937 93509 966937 94413 979699 137437 979699 137499 986741 172985 986741 172985
g31-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 985774 163875 985774 163875 989075 196491 989075 196491
g31-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 986794 173152 986794 173152
g31-g93-normed 11 989351 174414 989351 329679 989351 174414 989351 316603 989351 174414 989351 292352 989351 174414 989351 260025 989351 174414 989351 229203 989351 174414 989351 205559 989351 174414 989351 174843 989351 174414 989351 174414
g32-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g32-g93-normed 11 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447 989351 861633 989351 893447
g33-g58-normed 11 965880 38862 964212 77735 972598 41259 972613 62992 976483 42548 976483 45168 980036 41391 980036 41558 982727 42151 982727 42151 984354 45353 984354 45353 986670 55856 986670 55856 986675 57300 986675 57300
g33-g59-normed 11 967567 38455 961589 69570 972522 41981 972522 62461 975524 43552 975524 45954 979879 40596 979879 40729 982650 42038 982650 42038 984509 45596 984509 45596 986655 55828 986655 55828 986675 57302 986675 57302
g33-g60-normed 11 981584 45792 981415 92528 982617 46767 982617 65552 983367 46625 983367 48882 984799 46359 984799 46564 985379 47898 985379 47898 986045 50483 986045 50483 986591 55497 986591 55497 986675 56292 986675 56292
g33-g66-normed 11 986161 56468 983885 148578 987692 56370 987692 98737 987850 56529 987850 61458 987850 56529 987850 56955 987850 56529 987850 56529 987850 56529 987850 56529 987850 56529 987850 56529 987850 56529 987850 56529
g33-g73-normed 11 983203 48021 983158 105146 984608 47955 984438 71838 985084 46173 985084 49045 985617 44754 985617 44964 986671 46232 986671 46232 987854 50174 987854 50174 988450 57041 988450 57041 988479 57419 988479 57419
g33-g82-normed 11 987660 57192 939118 68921 989213 57362 989249 104399 989164 58014 989164 63539 989164 58014 989164 58492 989164 58014 989164 58014 989164 58014 989164 58014 989164 58014 989164 58014 989164 58014 989164 58014
g33-g86-normed 11 0 0 0 0 0 0 0 0 873663 186834 873663 186834 982652 44846 982652 45390 987966 50871 987966 50871 988669 54210 988669 54210 989256 58248 989256 58248 989256 58248 989256 58248
g33-g93-normed 11 989566 50667 989566 75409 989566 50667 989566 61549 989566 50667 989566 51896 989566 50667 989566 50792 989566 50667 989566 50667 989566 50667 989566 50667 989566 50667 989566 50667 989566 50667 989566 50667
g34-g58-normed 11 974663 28514 974663 72004 977567 29462 977567 43832 981955 31039 981955 31039 986552 32616 986552 32616 988139 32707 988139 32707 988139 32707 988139 32707 988139 32707 988139 32707 988139 32707 988139 32707
g34-g59-normed 11 974332 28067 974332 69212 976241 29006 976241 40996 982074 31397 982074 31397 986627 32243 986627 32243 988139 32693 988139 32693 988139 32693 988139 32693 988139 32693 988139 32693 988139 32693 988139 32693
g34-g60-normed 11 984262 29759 984262 65044 985226 30332 985226 42142 986536 31150 986536 31150 987961 32151 987961 32151 988139 32104 988139 32104 988139 32104 988139 32104 988139 32104 988139 32104 988139 32104 988139 32104
g34-g66-normed 11 989395 32180 989395 94104 989395 32180 989395 51016 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180 989395 32180
g34-g73-normed 11 985974 30803 985974 75340 987386 31579 987386 47635 988566 32661 988566 32661 990127 32861 990127 32861 989983 32935 989983 32935 989983 32935 989983 32935 989983 32935 989983 32935 989983 32935 989983 32935
g34-g82-normed 11 990706 33073 990839 101712 990706 33073 990706 55062 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073 990706 33073
g34-g86-normed 11 0 0 0 0 990703 33203 990703 58142 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203 990703 33203
g34-g93-normed 11 991059 28968 991059 41929 991059 28968 991059 33278 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968 991059 28968
g35-g58-normed 11 970802 32452 969812 67321 975957 34680 976010 49071 979757 36291 979722 42394 983302 37107 983302 39976 985971 38894 985971 39037 987564 40070 987564 40070 988139 43185 988139 43185 988139 43185 988139 43185
g35-g59-normed 11 972351 33344 971364 71539 975513 35028 975426 49661 978873 35854 978873 41490 983090 37584 983090 40200 986071 39044 986071 39146 987507 40280 987507 40280 988139 43196 988139 43196 988139 43196 988139 43196
g35-g60-normed 11 983290 36403 983527 70470 984801 37458 984610 49901 985546 37600 985546 43344 986702 38524 986702 41313 987807 39580 987807 39768 987885 41000 987885 41000 988139 42417 988139 42417 988139 42417 988139 42417
g35-g66-normed 11 989395 42866 978825 193306 989395 42866 988362 69792 989395 42866 989395 53545 989395 42866 989395 47764 989395 42866 989395 43285 989395 42866 989395 42866 989395 42866 989395 42866 989395 42866 989395 42866
g35-g73-normed 11 985400 37812 985523 80055 986297 38498 986536 54108 987040 38083 987040 44678 988170 38898 988170 42218 989136 40026 989136 40205 989806 41830 989806 41830 989983 43473 989983 43473 989983 43473 989983 43473
g35-g82-normed 11 990706 43132 955669 241349 990706 43132 987680 87421 990706 43132 990772 54944 990706 43132 990706 48707 990706 43132 990706 43596 990706 43132 990706 43132 990706 43132 990706 43132 990706 43132 990706 43132
g35-g86-normed 11 0 0 0 0 749054 373467 749054 373467 981777 59618 981269 76176 988726 42839 988726 48182 990645 43815 990645 44217 990703 43745 990703 43745 990703 43745 990703 43745 990703 43745 990703 43745
g35-g93-normed 11 991059 38473 991059 54697 991059 38473 991059 43793 991059 38473 991059 40996 991059 38473 991059 39686 991059 38473 991059 38574 991059 38473 991059 38473 991059 38473 991059 38473 991059 38473 991059 38473
g36-g58-normed 11 969006 33302 966496 80465 975133 36024 975133 46787 978608 37571 978608 38753 982893 38741 982893 38792 985613 39436 985613 39472 987364 41092 987364 41092 988139 44062 988139 44062 988139 44062 988139 44062
g36-g59-normed 11 971826 34494 971628 94831 974763 36487 974763 46353 977748 37882 977748 38938 982951 39069 982951 39114 985913 39649 985913 39666 987663 41217 987663 41217 988139 44001 988139 44001 988139 44001 988139 44001
g36-g60-normed 11 983368 37953 983203 90223 984182 38344 984182 47078 985315 39096 985315 40224 986497 39664 986497 39724 987650 40617 987650 40662 987924 42046 987924 42046 988139 43260 988139 43260 988139 43260 988139 43260
g36-g66-normed 11 989395 43668 988510 165123 989395 43668 989395 60377 989395 43668 989395 45741 989395 43668 989395 43811 989395 43668 989395 43786 989395 43668 989395 43668 989395 43668 989395 43668 989395 43668 989395 43668
g36-g73-normed 11 985178 39179 985396 110040 986030 39856 986169 51067 987431 40346 987431 41683 988254 40226 988254 40270 989258 41468 989258 41513 989836 43305 989836 43305 989983 44059 989983 44059 989983 44059 989983 44059
g36-g82-normed 11 990706 44184 987206 182785 990706 44184 990778 63690 990706 44184 990706 46663 990706 44184 990706 44312 990706 44184 990706 44295 990706 44184 990706 44184 990706 44184 990706 44184 990706 44184 990706 44184
g36-g86-normed 11 0 0 0 0 500544 0 500544 0 976529 71952 976529 74014 989982 42267 989982 42267 990703 45183 990703 45312 990703 45183 990703 45183 990703 45183 990703 45183 990703 45183 990703 45183
g36-g93-normed 11 991059 39177 991059 66315 991059 39177 991059 43081 991059 39177 991059 39700 991059 39177 991059 39201 991059 39177 991059 39200 991059 39177 991059 39177 991059 39177 991059 39177 991059 39177 991059 39177
g37-g58-normed 11 813011 44116 791394 30701 903177 53997 890078 57444 939156 54314 937870 66442 954153 57320 954034 67961 963895 63214 963895 70982 970357 68218 970357 72173 986942 83486 986942 83486 988139 87247 988139 87247
g37-g59-normed 11 725872 6411 714403 1988 848507 36874 799722 16879 928490 49410 925089 57583 951691 58172 950311 69327 963706 65817 963706 75039 971770 69616 971770 73505 987083 83498 987083 83498 988139 87197 988139 87197
g37-g60-normed 11 973527 55743 973193 71727 977089 62520 977073 76508 979475 66821 979259 77282 980771 70457 980771 77413 982008 72585 982008 77605 983113 74458 983113 77330 987886 83717 987886 83717 988139 85677 988139 85677
g37-g66-normed 11 982415 111748 388829 365911 989380 85903 866868 355369 989395 86534 942281 305871 989395 86534 973708 205481 989395 86534 987317 108857 989395 86534 989395 92644 989395 86534 989395 86534 989395 86534 989395 86534
g37-g73-normed 11 977235 62741 976905 99897 979887 67867 979797 93455 981732 71154 981884 85859 983114 74078 983127 82324 984400 76176 984400 82357 985284 77736 985553 81289 989612 85036 989612 85036 989983 87532 989983 87532
g37-g82-normed 11 983599 112940 0 0 990643 87514 810740 389256 990706 87316 925155 310373 990706 87316 970237 226363 990706 87316 987617 111541 990706 87316 990533 93438 990706 87316 990706 87316 990706 87316 990706 87316
g37-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 990703 88928 990703 88928 990703 88928 990703 88928
g37-g93-normed 11 991059 77650 991059 135233 991059 77650 991059 98656 991059 77650 991059 86481 991059 77650 991059 82350 991059 77650 991059 80835 991059 77650 991059 79984 991059 77650 991059 77650 991059 77650 991059 77650
g38-g58-normed 11 982361 1 982213 222 984210 17 984197 8 985243 44 985177 970 985715 160 985922 154 986183 320 986238 599 986653 650 986653 2118 987615 5014 987615 5048 987845 19174 987845 19328
g38-g59-normed 11 982169 0 982193 0 984434 13 984131 15 985319 36 985143 823 985837 162 985749 163 986108 277 985966 356 986578 522 986578 1894 987723 5081 987723 5148 988100 19511 988100 19678
g38-g60-normed 11 985743 809 985797 10421 986475 1155 986329 3665 986707 1656 986741 8576 987069 2077 986913 3616 986960 2645 987207 5342 987357 3524 987357 8165 987494 8817 987494 9072 988126 22776 988126 23063
g38-g66-normed 11 982455 0 982455 0 985263 0 985263 0 985263 0 985263 0 988913 10877 986702 0 989089 11493 987788 3050 989089 11493 987861 2916 989344 21533 989344 24341 989344 28064 989344 28651
g38-g73-normed 11 986762 345 986589 8715 987185 516 987175 1758 987947 827 988014 6852 988172 1106 988248 1754 988503 1394 988365 2641 989050 2093 989050 6521 989431 7127 989431 7285 989948 22862 989948 23146
g38-g82-normed 11 983432 0 983432 0 986582 0 986582 0 986582 0 986582 0 990300 10688 987995 0 990281 11721 988098 26 990281 11721 989164 3434 990681 22203 990681 24977 990847 28264 990847 28988
g38-g86-normed 11 983398 0 983398 0 986506 0 986506 0 986506 0 986506 0 988133 0 988133 0 988133 0 988133 0 988133 0 988133 0 989744 2714 989744 2714 990645 21933 990645 22218
g38-g93-normed 11 991300 25022 991300 44394 991300 25022 991300 35754 991300 25022 991300 35741 991300 25022 991300 30699 991300 25022 991300 30284 991300 25022 991300 30269 991300 25022 991300 25787 991300 25022 991300 25154
g39-g58-normed 11 971275 31770 969852 62197 975864 33493 975864 49152 979655 35081 979655 35081 982975 37239 982975 37239 985020 38442 985020 38442 987449 40304 987449 40304 988317 43752 988317 43752 988317 43752 988317 43752
g39-g59-normed 11 971479 32920 968145 60141 975666 35115 975666 50011 979740 35328 979740 35328 982742 37208 982742 37208 985046 38345 985046 38345 987516 40275 987516 40275 988317 43747 988317 43747 988317 43747 988317 43747
g39-g60-normed 11 983526 36017 983367 67402 984591 36471 984591 49464 985785 37124 985785 37124 986961 37901 986961 37901 987287 39404 987287 39404 988014 42065 988014 42065 988317 42971 988317 42971 988317 42971 988317 42971
g39-g66-normed 11 989344 42414 989170 104369 989344 42414 989344 71874 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414 989344 42414
g39-g73-normed 11 985600 37449 985054 73680 986353 37063 986353 53970 987358 37937 987358 37937 987815 38713 987815 38713 989201 39871 989201 39871 989951 43043 989951 43043 989844 43322 989844 43322 989844 43322 989844 43322
g39-g82-normed 11 990847 42990 974037 102563 990847 42990 990847 77023 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990 990847 42990
g39-g86-normed 11 0 0 0 0 873663 186337 873663 186523 973845 52586 973845 52586 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822 990815 43822
g39-g93-normed 11 991300 37916 991300 52670 991300 37916 991300 45813 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916 991300 37916
g4-g58-normed 11 691867 115796 691867 115796 851503 481710 851503 506855 863223 549443 863223 590713 875343 661511 875343 696451 880128 706459 880128 733021 885759 767381 885327 783097 897023 888206 897023 888206 897023 888206 897023 888206
g4-g59-normed 11 691867 0 691867 0 837325 342609 837325 364161 856210 520458 856210 560642 875343 669904 875343 688368 883606 748586 883975 767623 885562 765749 885562 789268 897023 888274 897023 888274 897023 888274 897023 888274
g4-g60-normed 11 886479 656694 886479 661792 889788 710757 889788 716398 890542 731091 890542 737255 892312 765845 892312 771815 892995 782275 892995 788893 893633 800947 893710 802042 897023 872704 897023 872704 897023 872704 897023 872704
g4-g66-normed 11 898450 874188 0 0 898450 874188 0 0 898450 874188 0 0 898450 874188 0 0 898450 874188 0 0 898450 874188 620469 620469 898450 874188 898450 874188 898450 874188 898450 874188
g4-g73-normed 11 890383 717104 890383 721284 891917 754269 891917 758353 893103 780791 893103 784686 893517 796963 893517 801051 894535 813502 894535 817854 895406 830746 895791 833460 898615 889187 898615 889187 898615 889187 898615 889187
g4-g82-normed 11 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0 898910 888245 0 0 898910 888245 898910 888245 898910 888245 898910 888245
g4-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 899588 896935 899588 896935 899588 896935 899588 896935
g4-g93-normed 11 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 812290 899433 783263 899433 783263 899433 783263 899433 783263
g40-g58-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g59-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g60-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g66-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g73-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g82-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g86-normed 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g40-g93-normed 11 991300 429046 991300 543085 991300 429046 991300 543085 991300 429046 991300 543072 991300 429046 991300 543030 991300 429046 991300 542926 991300 429046 991300 542655 991300 429046 991300 540368 991300 429046 991300 502181
g41-g58-normed 11 968033 30917 966545 63315 974918 32545 974939 49694 978793 34355 978793 36179 982807 33197 982807 33301 985508 33258 985508 33258 987222 36209 987222 36209 988563 44162 988563 44162 988563 44162 988563 44162
g41-g59-normed 11 970045 31070 964327 58147 975057 33879 975057 49714 978376 34772 978376 36451 982779 33103 982779 33175 985433 32997 985433 32997 987407 36392 987407 36392 988563 44143 988563 44143 988563 44143 988563 44143
g41-g60-normed 11 983736 36041 983671 72635 984533 36668 984533 51040 985918 36949 985918 38494 987101 36754 987101 36882 988097 37879 988097 37879 988390 39921 988390 39921 988563 43353 988563 43353 988563 43353 988563 43353
g41-g66-normed 11 989971 43452 988153 115240 989971 43452 989971 74679 989971 43452 989971 46839 989971 43452 989971 43716 989971 43452 989971 43452 989971 43452 989971 43452 989971 43452 989971 43452 989971 43452 989971 43452
g41-g73-normed 11 985659 37643 985147 81824 986587 37966 986587 56475 987321 37119 987321 39098 988507 36045 988507 36165 989129 36909 989129 36909 989938 39551 989938 39551 990416 44135 990416 44135 990416 44135 990416 44135
g41-g82-normed 11 991119 44440 950627 52822 991119 44440 991077 79895 991119 44440 991119 48466 991119 44440 991119 44785 991119 44440 991119 44440 991119 44440 991119 44440 991119 44440 991119 44440 991119 44440 991119 44440
g41-g86-normed 11 0 0 0 0 0 0 0 0 908689 165055 908689 165055 987023 36512 987023 36790 990398 40345 990398 40345 991008 43619 991008 43619 991207 44682 991207 44682 991207 44682 991207 44682
g41-g93-normed 11 991542 39065 991542 57199 991542 39065 991542 47190 991542 39065 991542 39827 991542 39065 991542 39134 991542 39065 991542 39065 991542 39065 991542 39065 991542 39065 991542 39065 991542 39065 991542 39065
g42-g58-normed 11 958049 37986 954500 62608 966589 38311 965769 56569 972206 40588 972170 48530 976446 43535 976700 46462 979551 45000 979302 46153 982717 47662 982717 47890 988563 61490 988563 61490 988563 61490 988563 61490
g42-g59-normed 11 953880 40052 945633 60744 965346 38839 963887 56812 971457 40532 971272 48058 976325 43627 976302 46587 979808 45054 979729 46168 982647 47724 982647 47956 988563 61455 988563 61455 988563 61455 988563 61455
g42-g60-normed 11 981656 44426 981359 71286 983014 45765 982676 63201 983864 47005 983853 55835 985104 47454 985014 51293 985828 48240 986033 50086 986557 49728 986720 50189 988563 60291 988563 60291 988563 60291 988563 60291
g42-g66-normed 11 989971 60046 887130 153682 989971 60046 959057 118112 989971 60046 979543 81366 989971 60046 986776 72943 989971 60046 989174 65951 989971 60046 989825 61491 989971 60046 989971 60046 989971 60046 989971 60046
g42-g73-normed 11 983511 46312 983351 81292 984467 47255 984404 68842 985520 47543 985362 56911 985656 47794 985762 51970 986634 48066 986697 50030 987581 50723 987553 51198 990416 60970 990416 60970 990416 60970 990416 60970
g42-g82-normed 11 991119 61506 660419 218868 991119 61506 955219 123063 991119 61506 977987 84071 991119 61506 985101 72464 991119 61506 990613 67305 991119 61506 990791 62692 991119 61506 991119 61506 991119 61506 991119 61506
g42-g86-normed 11 0 0 0 0 0 0 0 0 798701 239076 798701 239307 951479 117850 951479 122384 973845 71107 971283 78245 982095 63478 982095 63498 991207 62029 991207 62029 991207 62029 991207 62029
g42-g93-normed 11 991542 53997 991542 71073 991542 53997 991542 64773 991542 53997 991542 60019 991542 53997 991542 57383 991542 53997 991542 55680 991542 53997 991542 54863 991542 53997 991542 53997 991542 53997 991542 53997
g43-g58-normed 11 945574 53183 941136 82286 955337 56916 953683 71528 961175 62545 960524 67441 966260 68138 965848 70941 970652 69147 970944 70948 974520 67657 974397 67671 983675 74141 983675 74161 987745 79377 987745 79381
g43-g59-normed 11 938403 54066 931798 89309 952562 60138 949093 72281 959499 64880 958686 69709 964826 69860 964608 72472 970362 70056 970261 72021 974671 68931 974457 69476 983530 74618 983757 75201 987809 79495 987809 79500
g43-g60-normed 11 977108 48894 977182 69494 978776 50369 978663 63244 979721 52852 979783 59514 981075 55086 981012 59996 982082 56605 982177 59603 983464 58755 983265 60091 986495 69763 986495 69906 988110 81951 988110 81956
g43-g66-normed 11 974815 124649 928313 344078 981361 103600 940493 177132 982944 94791 958200 96585 984459 91990 972106 94399 985000 91740 977739 97714 985310 88771 984862 89837 988407 80380 987638 87080 989971 97454 989971 97597
g43-g73-normed 11 977291 49830 977619 76466 977766 52111 977425 65564 978204 55834 977999 62484 979757 59205 979986 63779 981621 60022 981120 63094 982949 63160 982929 63264 987201 73456 987201 73532 989901 81622 989901 81623
g43-g82-normed 11 976506 126801 927186 352923 982738 105106 935688 206682 984345 96490 958444 102840 985695 93472 971726 96427 986101 93248 975726 92046 986849 89808 984944 93598 989546 81986 988925 87294 991119 99700 991119 99775
g43-g86-normed 11 0 0 0 0 899588 139153 899588 139429 927911 142282 927911 142282 940095 151736 940095 151736 968681 104171 968681 107901 971283 96403 971283 96434 986794 87628 986794 87629 990116 81711 990116 81713
g43-g93-normed 11 991542 87428 991542 114503 991542 87428 991542 109592 991542 87428 991542 105333 991542 87428 991542 101816 991542 87428 991542 98477 991542 87428 991542 96255 991542 87428 991542 90161 991542 87428 991542 87645
g44-g58-normed 11 876496 758 876880 1166 930378 2475 930378 2475 948995 5803 948995 5804 959585 5932 959585 5932 966218 7435 966218 7435 970732 9645 970732 9645 981647 24856 981647 24856 987643 73082 987643 73082
g44-g59-normed 11 874462 782 873759 1067 927938 2887 927938 2887 947195 5919 947195 5919 958339 5677 958339 5677 965497 7007 965497 7007 970047 9202 970047 9202 981638 24171 981638 24171 987413 73272 987413 73272
