instance family sequential-d2-induced-except-5
g39-g94 11 1000002
g39-g95 11 1000001
g39-g96 11 1000002
g39-g97 11 1000002
g39-g98 11 1000002
g39-g99 11 1000002
g4-g100 11 1221
g4-g101 11 1618
g4-g102 11 1637
g4-g103 11 1674
g4-g104 11 5116
g4-g105 11 5204
g4-g106 11 12283
g4-g107 11 12200
g4-g108 11 15234
g4-g109 11 16254
g4-g110 11 22983
g4-g111 11 24798
g4-g112 11 37274
g4-g51 11 6
g4-g52 11 5
g4-g53 11 5
g4-g54 11 24
g4-g55 11 13
g4-g56 11 18
g4-g57 11 9
g4-g61 11 16
g4-g62 11 31
g4-g63 11 53
g4-g64 11 107
g4-g65 11 37
g4-g67 11 32
g4-g68 11 87
g4-g69 11 42
g4-g70 11 38
g4-g71 11 42
g4-g72 11 45
g4-g74 11 72
g4-g75 11 126
g4-g76 11 274
g4-g77 11 561
g4-g78 11 119
g4-g79 11 141
g4-g80 11 142
g4-g81 11 235
g4-g83 11 279
g4-g84 11 843
g4-g85 11 342
g4-g87 11 289
g4-g88 11 309
g4-g89 11 253
g4-g90 11 514
g4-g91 11 557
g4-g92 11 748
g4-g94 11 1055
g4-g95 11 1360
g4-g96 11 1280
g4-g97 11 1259
g4-g98 11 1281
g4-g99 11 1327
g40-g100 11 1357
g40-g101 11 1695
g40-g102 11 1715
g40-g103 11 1813
g40-g104 11 5259
g40-g105 11 5314
g40-g106 11 12510
g40-g107 11 12429
g40-g108 11 15829
g40-g109 11 16538
g40-g110 11 22070
g40-g111 11 24993
g40-g112 11 37752
g40-g51 11 16
g40-g52 11 16
g40-g53 11 17
g40-g54 11 25
g40-g55 11 25
g40-g56 11 25
g40-g57 11 23
g40-g61 11 29
g40-g62 11 40
g40-g63 11 65
g40-g64 11 109
g40-g65 11 52
g40-g67 11 65
g40-g68 11 84
g40-g69 11 58
g40-g70 11 55
g40-g71 11 58
g40-g72 11 64
g40-g74 11 100
g40-g75 11 119
g40-g76 11 1111
g40-g77 11 1674
g40-g78 11 100
g40-g79 11 130
g40-g80 11 168
g40-g81 11 260
g40-g83 11 256
g40-g84 11 3601
g40-g85 11 251
g40-g87 11 293
g40-g88 11 295
g40-g89 11 282
g40-g90 11 551
g40-g91 11 595
g40-g92 11 790
g40-g94 11 1107
g40-g95 11 1345
g40-g96 11 1327
g40-g97 11 1331
g40-g98 11 1359
g40-g99 11 1351
g41-g100 11 1549
g41-g101 11 1000002
g41-g102 11 1000003
g41-g103 11 1000002
g41-g104 11 1000002
g41-g105 11 1000003
g41-g106 11 1000003
g41-g107 11 1000013
g41-g108 11 1000005
g41-g109 11 1000005
g41-g110 11 1000006
g41-g111 11 1000003
g41-g112 11 1000006
g41-g51 11 3375
g41-g52 11 10893
g41-g53 11 1000000
g41-g54 11 510718
g41-g55 11 408818
g41-g56 11 613861
g41-g57 11 21
g41-g61 11 30911
g41-g62 11 97813
g41-g63 11 1000000
g41-g64 11 1000000
g41-g65 11 1000000
g41-g67 11 447782
g41-g68 11 1000000
g41-g69 11 164870
g41-g70 11 2307
g41-g71 11 199593
g41-g72 11 18023
g41-g74 11 1000001
g41-g75 11 1000000
g41-g76 11 1000000
g41-g77 11 1000001
g41-g78 11 1000000
g41-g79 11 685327
g41-g80 11 376
g41-g81 11 1000001
g41-g83 11 1000001
g41-g84 11 1000000
g41-g85 11 2124
g41-g87 11 1000002
g41-g88 11 1000001
g41-g89 11 3227
g41-g90 11 1000001
g41-g91 11 216191
g41-g92 11 277469
g41-g94 11 1000003
g41-g95 11 54750
g41-g96 11 72484
g41-g97 11 39392
g41-g98 11 264288
g41-g99 11 267329
g42-g100 11 1389
g42-g101 11 1973
g42-g102 11 2059
g42-g103 11 2072
g42-g104 11 1000003
g42-g105 11 1000003
g42-g106 11 1000005
g42-g107 11 1000004
g42-g108 11 1000009
g42-g109 11 18052
g42-g110 11 73290
g42-g111 11 1000003
g42-g112 11 45836
g42-g51 11 1472
g42-g52 11 25
g42-g53 11 1000000
g42-g54 11 160
g42-g55 11 154
g42-g56 11 211
g42-g57 11 16
g42-g61 11 35
g42-g62 11 125
g42-g63 11 1000000
g42-g64 11 1000000
g42-g65 11 466
g42-g67 11 64
g42-g68 11 1000000
g42-g69 11 908
g42-g70 11 61
g42-g71 11 971
g42-g72 11 93
g42-g74 11 452
g42-g75 11 2957
g42-g76 11 7801
g42-g77 11 12956
g42-g78 11 1000
g42-g79 11 155
g42-g80 11 176
g42-g81 11 440
g42-g83 11 336
g42-g84 11 19134
g42-g85 11 290
g42-g87 11 1316
g42-g88 11 1769
g42-g89 11 342
g42-g90 11 698
g42-g91 11 1021
g42-g92 11 1770
g42-g94 11 1361
g42-g95 11 118255
g42-g96 11 442969
g42-g97 11 1000002
g42-g98 11 1000001
g42-g99 11 1000002
g43-g100 11 1371
g43-g101 11 1798
g43-g102 11 1878
g43-g103 11 1963
g43-g104 11 5524
g43-g105 11 5540
g43-g106 11 13075
g43-g107 11 13086
g43-g108 11 16116
g43-g109 11 17369
g43-g110 11 24931
g43-g111 11 25869
g43-g112 11 38861
g43-g51 11 10
g43-g52 11 10
g43-g53 11 13
g43-g54 11 28
g43-g55 11 24
g43-g56 11 24
g43-g57 11 23
g43-g61 11 29
g43-g62 11 39
g43-g63 11 60
g43-g64 11 1000000
g43-g65 11 59
g43-g67 11 68
g43-g68 11 100864
g43-g69 11 93
g43-g70 11 56
g43-g71 11 64
g43-g72 11 75
g43-g74 11 88
g43-g75 11 499
g43-g76 11 1128
g43-g77 11 1631
g43-g78 11 164
g43-g79 11 173
g43-g80 11 174
g43-g81 11 310
g43-g83 11 308
g43-g84 11 3538
g43-g85 11 287
g43-g87 11 331
g43-g88 11 339
g43-g89 11 309
g43-g90 11 630
g43-g91 11 649
g43-g92 11 857
g43-g94 11 1223
g43-g95 11 1388
g43-g96 11 1391
g43-g97 11 1395
g43-g98 11 1440
g43-g99 11 1468
g44-g100 11 1365
g44-g101 11 1787
g44-g102 11 1838
g44-g103 11 1942
g44-g104 11 5508
g44-g105 11 5531
g44-g106 11 13093
g44-g107 11 12911
g44-g108 11 16060
g44-g109 11 17209
g44-g110 11 25176
g44-g111 11 25937
g44-g112 11 38784
g44-g51 11 10
g44-g52 11 9
g44-g53 11 12
g44-g54 11 22
g44-g55 11 27
g44-g56 11 23
g44-g57 11 18
g44-g61 11 28
g44-g62 11 48
g44-g63 11 68
g44-g64 11 1000000
g44-g65 11 58
g44-g67 11 51
g44-g68 11 1000000
g44-g69 11 61
g44-g70 11 55
g44-g71 11 62
g44-g72 11 64
g44-g74 11 89
g44-g75 11 436
g44-g76 11 1091
g44-g77 11 1612
g44-g78 11 117
g44-g79 11 142
g44-g80 11 177
g44-g81 11 305
g44-g83 11 300
g44-g84 11 3347
g44-g85 11 271
g44-g87 11 327
g44-g88 11 333
g44-g89 11 305
g44-g90 11 614
g44-g91 11 664
g44-g92 11 849
g44-g94 11 1204
g44-g95 11 1396
g44-g96 11 1399
g44-g97 11 1424
g44-g98 11 1497
g44-g99 11 1482
g45-g100 11 1395
g45-g101 11 1785
g45-g102 11 1834
g45-g103 11 1942
g45-g104 11 5494
g45-g105 11 5516
g45-g106 11 12977
g45-g107 11 12855
g45-g108 11 16097
g45-g109 11 17127
g45-g110 11 23385
g45-g111 11 26078
g45-g112 11 38765
g45-g51 11 10
g45-g52 11 9
g45-g53 11 14
g45-g54 11 22
g45-g55 11 22
g45-g56 11 23
g45-g57 11 17
g45-g61 11 28
g45-g62 11 38
g45-g63 11 57
g45-g64 11 111
g45-g65 11 57
g45-g67 11 50
g45-g68 11 100
g45-g69 11 73
g45-g70 11 76
g45-g71 11 82
g45-g72 11 63
g45-g74 11 127
g45-g75 11 142
g45-g76 11 276
g45-g77 11 569
g45-g78 11 116
g45-g79 11 142
g45-g80 11 176
g45-g81 11 304
g45-g83 11 324
g45-g84 11 869
g45-g85 11 269
g45-g87 11 325
g45-g88 11 331
g45-g89 11 305
g45-g90 11 615
g45-g91 11 695
g45-g92 11 847
g45-g94 11 1198
g45-g95 11 1423
g45-g96 11 1393
g45-g97 11 1418
g45-g98 11 1422
g45-g99 11 1426
g46-g100 11 1293
g46-g101 11 1718
g46-g102 11 1819
g46-g103 11 2006
g46-g104 11 6331
g46-g105 11 6380
g46-g106 11 72060
g46-g107 11 21691
g46-g108 11 30572
g46-g109 11 16936
g46-g110 11 1000010
g46-g111 11 100140
g46-g112 11 38373
g46-g51 11 9
g46-g52 11 8
g46-g53 11 12
g46-g54 11 44
g46-g55 11 21
g46-g56 11 112
g46-g57 11 15
g46-g61 11 24
g46-g62 11 35
g46-g63 11 59152
g46-g64 11 1000000
g46-g65 11 61
g46-g67 11 59
g46-g68 11 1000000
g46-g69 11 55
g46-g70 11 48
g46-g71 11 56
g46-g72 11 56
g46-g74 11 81
g46-g75 11 514841
g46-g76 11 1000000
g46-g77 11 1000000
g46-g78 11 3979
g46-g79 11 134
g46-g80 11 161
g46-g81 11 321
g46-g83 11 301
g46-g84 11 1000000
g46-g85 11 246
g46-g87 11 315
g46-g88 11 368
g46-g89 11 281
g46-g90 11 606
g46-g91 11 607
g46-g92 11 804
g46-g94 11 1153
g46-g95 11 1327
g46-g96 11 1631
g46-g97 11 1332
g46-g98 11 1363
g46-g99 11 1422
g47-g100 11 1328
g47-g101 11 1721
g47-g102 11 1788
g47-g103 11 2002
g47-g104 11 5475
g47-g105 11 5531
g47-g106 11 16279
g47-g107 11 13582
g47-g108 11 17263
g47-g109 11 16816
g47-g110 11 52609
g47-g111 11 30014
g47-g112 11 38278
g47-g51 11 9
g47-g52 11 8
g47-g53 11 12
g47-g54 11 30
g47-g55 11 21
g47-g56 11 30
g47-g57 11 15
g47-g61 11 24
g47-g62 11 34
g47-g63 11 2310
g47-g64 11 1000000
g47-g65 11 61
g47-g67 11 45
g47-g68 11 1000000
g47-g69 11 55
g47-g70 11 49
g47-g71 11 56
g47-g72 11 56
g47-g74 11 80
g47-g75 11 19685
g47-g76 11 38035
g47-g77 11 269874
g47-g78 11 146
g47-g79 11 133
g47-g80 11 161
g47-g81 11 319
g47-g83 11 362
g47-g84 11 99280
g47-g85 11 268
g47-g87 11 323
g47-g88 11 351
g47-g89 11 280
g47-g90 11 585
g47-g91 11 604
g47-g92 11 805
g47-g94 11 1150
g47-g95 11 1325
g47-g96 11 1544
g47-g97 11 1338
g47-g98 11 1385
g47-g99 11 1457
g48-g100 11 1304
g48-g101 11 1702
g48-g102 11 1776
g48-g103 11 2013
g48-g104 11 5551
g48-g105 11 5639
g48-g106 11 24073
g48-g107 11 14962
g48-g108 11 19434
g48-g109 11 16731
g48-g110 11 314538
g48-g111 11 39521
g48-g112 11 37974
g48-g51 11 12
g48-g52 11 10
g48-g53 11 12
g48-g54 11 21
g48-g55 11 20
g48-g56 11 22
g48-g57 11 15
g48-g61 11 23
g48-g62 11 46
g48-g63 11 15699
g48-g64 11 1000000
g48-g65 11 59
g48-g67 11 44
g48-g68 11 1000000
g48-g69 11 54
g48-g70 11 48
g48-g71 11 55
g48-g72 11 56
g48-g74 11 88
g48-g75 11 89393
g48-g76 11 291981
g48-g77 11 942921
g48-g78 11 510
g48-g79 11 132
g48-g80 11 161
g48-g81 11 312
g48-g83 11 292
g48-g84 11 890196
g48-g85 11 244
g48-g87 11 322
g48-g88 11 319
g48-g89 11 277
g48-g90 11 577
g48-g91 11 614
g48-g92 11 800
g48-g94 11 1138
g48-g95 11 1369
g48-g96 11 1331
g48-g97 11 1328
g48-g98 11 1358
g48-g99 11 1358
g49-g100 11 1366
g49-g101 11 1677
g49-g102 11 1725
g49-g103 11 1841
g49-g104 11 5298
g49-g105 11 5424
g49-g106 11 12744
g49-g107 11 12678
g49-g108 11 15883
g49-g109 11 16641
g49-g110 11 32452
g49-g111 11 25762
g49-g112 11 37977
g49-g51 11 10
g49-g52 11 8
g49-g53 11 12
g49-g54 11 21
g49-g55 11 20
g49-g56 11 22
g49-g57 11 16
g49-g61 11 23
g49-g62 11 34
g49-g63 11 3461
g49-g64 11 1000000
g49-g65 11 54
g49-g67 11 42
g49-g68 11 1000000
g49-g69 11 71
g49-g70 11 49
g49-g71 11 54
g49-g72 11 57
g49-g74 11 81
g49-g75 11 544
g49-g76 11 1135
g49-g77 11 1618
g49-g78 11 184
g49-g79 11 130
g49-g80 11 163
g49-g81 11 283
g49-g83 11 279
g49-g84 11 3502
g49-g85 11 247
g49-g87 11 309
g49-g88 11 315
g49-g89 11 295
g49-g90 11 567
g49-g91 11 600
g49-g92 11 804
g49-g94 11 1129
g49-g95 11 1331
g49-g96 11 1333
g49-g97 11 1370
g49-g98 11 1355
g49-g99 11 1357
g5-g100 11 3730
g5-g101 11 1602
g5-g102 11 1680
g5-g103 11 1687
g5-g104 11 5226
g5-g105 11 5207
g5-g106 11 12558
g5-g107 11 12464
g5-g108 11 15414
g5-g109 11 18213
g5-g110 11 21831
g5-g111 11 24704
g5-g112 11 37409
g5-g51 11 5
g5-g52 11 4
g5-g53 11 7
g5-g54 11 13
g5-g55 11 12
g5-g56 11 13
g5-g57 11 10
g5-g61 11 16
g5-g62 11 27
g5-g63 11 38
g5-g64 11 97
g5-g65 11 38
g5-g67 11 33
g5-g68 11 69
g5-g69 11 43
g5-g70 11 40
g5-g71 11 43
g5-g72 11 48
g5-g74 11 69
g5-g75 11 97
g5-g76 11 234
g5-g77 11 526
g5-g78 11 84
g5-g79 11 112
g5-g80 11 148
g5-g81 11 238
g5-g83 11 233
g5-g84 11 811
g5-g85 11 227
g5-g87 11 269
g5-g88 11 272
g5-g89 11 257
g5-g90 11 520
g5-g91 11 561
g5-g92 11 752
g5-g94 11 1091
g5-g95 11 1309
g5-g96 11 1279
g5-g97 11 1281
g5-g98 11 1298
g5-g99 11 1299
g50-g100 11 1297
g50-g101 11 1728
g50-g102 11 1694
g50-g103 11 1931
g50-g104 11 5374
g50-g105 11 5298
g50-g106 11 12573
g50-g107 11 12436
g50-g108 11 15714
g50-g109 11 16565
g50-g110 11 22213
g50-g111 11 25486
g50-g112 11 37846
g50-g51 11 16
g50-g52 11 16
g50-g53 11 22
g50-g54 11 25
g50-g55 11 25
g50-g56 11 26
g50-g57 11 23
g50-g61 11 39
g50-g62 11 54
g50-g63 11 53
g50-g64 11 4150
g50-g65 11 52
g50-g67 11 48
g50-g68 11 91
g50-g69 11 58
g50-g70 11 55
g50-g71 11 81
g50-g72 11 64
g50-g74 11 86
g50-g75 11 123
g50-g76 11 1067
g50-g77 11 1706
g50-g78 11 102
g50-g79 11 131
g50-g80 11 169
g50-g81 11 334
g50-g83 11 258
g50-g84 11 3696
g50-g85 11 252
g50-g87 11 295
g50-g88 11 298
g50-g89 11 284
g50-g90 11 554
g50-g91 11 703
g50-g92 11 793
g50-g94 11 1111
g50-g95 11 1330
g50-g96 11 1339
g50-g97 11 1332
g50-g98 11 1387
g50-g99 11 1350
g6-g100 11 1000001
g6-g101 11 26441
g6-g102 11 72527
g6-g103 11 322278
g6-g104 11 5218
g6-g105 11 5283
g6-g106 11 12456
g6-g107 11 12430
g6-g108 11 15596
g6-g109 11 119926
g6-g110 11 1000003
g6-g111 11 24906
g6-g112 11 37622
g6-g51 11 7
g6-g52 11 1000000
g6-g53 11 6
g6-g54 11 1000000
g6-g55 11 2153
g6-g56 11 1000000
g6-g57 11 682232
g6-g61 11 24
g6-g62 11 381631
g6-g63 11 53
g6-g64 11 89
g6-g65 11 40
g6-g67 11 2099
g6-g68 11 71
g6-g69 11 63
g6-g70 11 58
g6-g71 11 46
g6-g72 11 65
g6-g74 11 1000000
g6-g75 11 1000000
g6-g76 11 1000000
g6-g77 11 1000000
g6-g78 11 1068
g6-g79 11 57923
g6-g80 11 172
g6-g81 11 258
g6-g83 11 50602
g6-g84 11 1000000
g6-g85 11 759
g6-g87 11 1000001
g6-g88 11 1000001
g6-g89 11 1983
g6-g90 11 21893
g6-g91 11 575
g6-g92 11 791
g6-g94 11 18235
g6-g95 11 1307
g6-g96 11 1311
g6-g97 11 1308
g6-g98 11 1327
g6-g99 11 1349
g7-g100 11 1227
g7-g101 11 1604
g7-g102 11 1626
g7-g103 11 1695
g7-g104 11 5401
g7-g105 11 5482
g7-g106 11 13149
g7-g107 11 12867
g7-g108 11 16047
g7-g109 11 16721
g7-g110 11 1000011
g7-g111 11 25978
g7-g112 11 37898
g7-g51 11 280
g7-g52 11 7
g7-g53 11 16
g7-g54 11 683
g7-g55 11 21
g7-g56 11 1616
g7-g57 11 9
g7-g61 11 16
g7-g62 11 11647
g7-g63 11 1061
g7-g64 11 99759
g7-g65 11 51
g7-g67 11 46
g7-g68 11 304989
g7-g69 11 44
g7-g70 11 39
g7-g71 11 44
g7-g72 11 46
g7-g74 11 33925
g7-g75 11 113
g7-g76 11 237
g7-g77 11 529
g7-g78 11 36670
g7-g79 11 110
g7-g80 11 144
g7-g81 11 258
g7-g83 11 236
g7-g84 11 863
g7-g85 11 221
g7-g87 11 648
g7-g88 11 3117
g7-g89 11 251
g7-g90 11 526
g7-g91 11 555
g7-g92 11 753
g7-g94 11 1145
g7-g95 11 1347
g7-g96 11 1280
g7-g97 11 1278
g7-g98 11 1436
g7-g99 11 1330
g8-g100 11 6824
g8-g101 11 1000002
g8-g102 11 1000002
g8-g103 11 1000002
g8-g104 11 1000005
g8-g105 11 1000001
g8-g106 11 1000003
g8-g107 11 1000017
g8-g108 11 1000003
g8-g109 11 1000005
g8-g110 11 1000022
g8-g111 11 1000019
g8-g112 11 1000018
g8-g51 11 165878
g8-g52 11 103433
g8-g53 11 1000000
g8-g54 11 1000000
g8-g55 11 1000000
g8-g56 11 1000000
g8-g57 11 51
g8-g61 11 1000000
g8-g62 11 1000000
g8-g63 11 75
g8-g64 11 623
g8-g65 11 1000000
g8-g67 11 1000000
g8-g68 11 74
g8-g69 11 352488
g8-g70 11 34689
g8-g71 11 514136
g8-g72 11 24188
g8-g74 11 1000001
g8-g75 11 1000000
g8-g76 11 1000000
g8-g77 11 1000000
g8-g78 11 1000000
g8-g79 11 1000001
g8-g80 11 1511
g8-g81 11 1000001
g8-g83 11 1000000
g8-g84 11 1000000
g8-g85 11 18470
g8-g87 11 1000001
g8-g88 11 1000001
g8-g89 11 437905
g8-g90 11 1000001
g8-g91 11 1000001
g8-g92 11 1000001
g8-g94 11 1000001
g8-g95 11 1000001
g8-g96 11 261490
g8-g97 11 1000001
g8-g98 11 883064
g8-g99 11 937578
g9-g100 11 1000002
g9-g101 11 1000003
g9-g102 11 1000001
g9-g103 11 1000003
g9-g104 11 5924
g9-g105 11 5956
g9-g106 11 13659
g9-g107 11 13669
g9-g108 11 16862
g9-g109 11 1000015
g9-g110 11 1000017
g9-g111 11 26802
g9-g112 11 1000016
g9-g51 11 60
g9-g52 11 1000000
g9-g53 11 12
g9-g54 11 1000000
g9-g55 11 1000000
g9-g56 11 1000000
g9-g57 11 5752
g9-g61 11 1000000
g9-g62 11 1000000
g9-g63 11 46
g9-g64 11 245
g9-g65 11 1000000
g9-g67 11 1000000
g9-g68 11 76
g9-g69 11 1000000
g9-g70 11 1000000
g9-g71 11 1000000
g9-g72 11 1000000
g9-g74 11 1000000
g9-g75 11 1000001
g9-g76 11 1000001
g9-g77 11 1000000
g9-g78 11 1000000
g9-g79 11 1000000
g9-g80 11 150919
g9-g81 11 1000000
g9-g83 11 1000000
g9-g84 11 1000000
g9-g85 11 1000000
g9-g87 11 1000000
g9-g88 11 1000001
g9-g89 11 1000001
g9-g90 11 1000001
g9-g91 11 1000001
g9-g92 11 1000001
g9-g94 11 1000001
g9-g95 11 1665
g9-g96 11 1600
g9-g97 11 1586
g9-g98 11 1625
g9-g99 11 1626
g10-g58-normed 11 1000000
g10-g59-normed 11 1000000
g10-g60-normed 11 1000000
g10-g66-normed 11 1000000
g10-g73-normed 11 1000000
g10-g82-normed 11 1000001
g10-g86-normed 11 1000000
g10-g93-normed 11 5442
g11-g58-normed 11 10591
g11-g59-normed 11 7558
g11-g60-normed 11 295312
g11-g66-normed 11 512426
g11-g73-normed 11 612617
g11-g82-normed 11 1000000
g11-g86-normed 11 4607
g11-g93-normed 11 5572
g12-g58-normed 11 52
g12-g59-normed 11 19
g12-g60-normed 11 8538
g12-g66-normed 11 43
g12-g73-normed 11 15053
g12-g82-normed 11 261
g12-g86-normed 11 242
g12-g93-normed 11 668048
g13-g58-normed 11 16953
g13-g59-normed 11 18414
g13-g60-normed 11 4088
g13-g66-normed 11 128
g13-g73-normed 11 20087
g13-g82-normed 11 1511
g13-g86-normed 11 252
g13-g93-normed 11 1000001
g14-g58-normed 11 1000000
g14-g59-normed 11 1000000
g14-g60-normed 11 60
g14-g66-normed 11 248
g14-g73-normed 11 1000000
g14-g82-normed 11 9654
g14-g86-normed 11 254
g14-g93-normed 11 1000001
g15-g58-normed 11 353
g15-g59-normed 11 330
g15-g60-normed 11 1000000
g15-g66-normed 11 43
g15-g73-normed 11 1000000
g15-g82-normed 11 265
g15-g86-normed 11 312
g15-g93-normed 11 1000001
g16-g58-normed 11 5889
g16-g59-normed 11 4106
g16-g60-normed 11 662576
g16-g66-normed 11 33361
g16-g73-normed 11 1000000
g16-g82-normed 11 489917
g16-g86-normed 11 290
g16-g93-normed 11 1000001
g17-g58-normed 11 1000000
g17-g59-normed 11 1000000
g17-g60-normed 11 1000000
g17-g66-normed 11 1000000
g17-g73-normed 11 1000000
g17-g82-normed 11 1000000
g17-g86-normed 11 1000001
g17-g93-normed 11 1000002
g18-g58-normed 11 1000000
g18-g59-normed 11 1000000
g18-g60-normed 11 1000000
g18-g66-normed 11 1000000
g18-g73-normed 11 1000000
g18-g82-normed 11 1000001
g18-g86-normed 11 1000000
g18-g93-normed 11 1000001
g19-g58-normed 11 29141
g19-g59-normed 11 16923
g19-g60-normed 11 1000000
g19-g66-normed 11 1000000
g19-g73-normed 11 1000000
g19-g82-normed 11 1000001
g19-g86-normed 11 7142
g19-g93-normed 11 1000001
g2-g58-normed 11 12
g2-g59-normed 11 12
g2-g60-normed 11 17
g2-g66-normed 11 37
g2-g73-normed 11 65
g2-g82-normed 11 237
g2-g86-normed 11 227
g2-g93-normed 11 5382
g20-g58-normed 11 14
g20-g59-normed 11 18
g20-g60-normed 11 19
g20-g66-normed 11 52
g20-g73-normed 11 68
g20-g82-normed 11 241
g20-g86-normed 11 230
g20-g93-normed 11 1000001
g21-g58-normed 11 15
g21-g59-normed 11 15
g21-g60-normed 11 20
g21-g66-normed 11 40
g21-g73-normed 11 68
g21-g82-normed 11 242
g21-g86-normed 11 231
g21-g93-normed 11 1000001
g22-g58-normed 11 125064
g22-g59-normed 11 224306
g22-g60-normed 11 1000000
g22-g66-normed 11 235
g22-g73-normed 11 1000000
g22-g82-normed 11 1507
g22-g86-normed 11 264
g22-g93-normed 11 1000001
g23-g58-normed 11 157
g23-g59-normed 11 127
g23-g60-normed 11 1000000
g23-g66-normed 11 49
g23-g73-normed 11 1000000
g23-g82-normed 11 285
g23-g86-normed 11 258
g23-g93-normed 11 1000001
g24-g58-normed 11 44
g24-g59-normed 11 42
g24-g60-normed 11 45
g24-g66-normed 11 1000000
g24-g73-normed 11 157
g24-g82-normed 11 1000001
g24-g86-normed 11 1000001
g24-g93-normed 11 1000001
g25-g58-normed 11 1000000
g25-g59-normed 11 1000000
g25-g60-normed 11 184778
g25-g66-normed 11 50
g25-g73-normed 11 1016
g25-g82-normed 11 289
g25-g86-normed 11 273
g25-g93-normed 11 1000001
g26-g58-normed 11 299
g26-g59-normed 11 223
g26-g60-normed 11 1000000
g26-g66-normed 11 51
g26-g73-normed 11 1000000
g26-g82-normed 11 293
g26-g86-normed 11 272
g26-g93-normed 11 1000001
g27-g58-normed 11 28
g27-g59-normed 11 19
g27-g60-normed 11 29454
g27-g66-normed 11 67
g27-g73-normed 11 58484
g27-g82-normed 11 292
g27-g86-normed 11 270
g27-g93-normed 11 1000002
g28-g58-normed 11 1000000
g28-g59-normed 11 1000000
g28-g60-normed 11 1000000
g28-g66-normed 11 1000000
g28-g73-normed 11 1000000
g28-g82-normed 11 1000000
g28-g86-normed 11 302
g28-g93-normed 11 1000001
g29-g58-normed 11 16
g29-g59-normed 11 16
g29-g60-normed 11 28
g29-g66-normed 11 48
g29-g73-normed 11 89
g29-g82-normed 11 274
g29-g86-normed 11 240
g29-g93-normed 11 1000002
g3-g58-normed 11 12
g3-g59-normed 11 12
g3-g60-normed 11 17
g3-g66-normed 11 37
g3-g73-normed 11 93
g3-g82-normed 11 238
g3-g86-normed 11 227
g3-g93-normed 11 5385
g30-g58-normed 11 20
g30-g59-normed 11 16
g30-g60-normed 11 22
g30-g66-normed 11 47
g30-g73-normed 11 73
g30-g82-normed 11 290
g30-g86-normed 11 256
g30-g93-normed 11 5576
g31-g58-normed 11 16
g31-g59-normed 11 16
g31-g60-normed 11 22
g31-g66-normed 11 45
g31-g73-normed 11 101
g31-g82-normed 11 275
g31-g86-normed 11 238
g31-g93-normed 11 1000001
g32-g58-normed 11 23
g32-g59-normed 11 29
g32-g60-normed 11 34
g32-g66-normed 11 48
g32-g73-normed 11 78
g32-g82-normed 11 281
g32-g86-normed 11 260
g32-g93-normed 11 1000001
g33-g58-normed 11 44695
g33-g59-normed 11 28558
g33-g60-normed 11 1000000
g33-g66-normed 11 692535
g33-g73-normed 11 1000000
g33-g82-normed 11 1000001
g33-g86-normed 11 1207
g33-g93-normed 11 1000002
g34-g58-normed 11 1000000
g34-g59-normed 11 1000000
g34-g60-normed 11 1000000
g34-g66-normed 11 1000000
g34-g73-normed 11 1000000
g34-g82-normed 11 1000001
g34-g86-normed 11 1000001
g34-g93-normed 11 1000002
g35-g58-normed 11 1000000
g35-g59-normed 11 1000000
g35-g60-normed 11 1000000
g35-g66-normed 11 1000000
g35-g73-normed 11 1000000
g35-g82-normed 11 1000001
g35-g86-normed 11 57001
g35-g93-normed 11 1000001
g36-g58-normed 11 157492
g36-g59-normed 11 112620
g36-g60-normed 11 1000000
g36-g66-normed 11 1000000
g36-g73-normed 11 1000000
g36-g82-normed 11 1000001
g36-g86-normed 11 73426
g36-g93-normed 11 1000001
g37-g58-normed 11 22
g37-g59-normed 11 18
g37-g60-normed 11 197685
g37-g66-normed 11 3582
g37-g73-normed 11 558313
g37-g82-normed 11 2575
g37-g86-normed 11 261
g37-g93-normed 11 1000001
g38-g58-normed 11 118
g38-g59-normed 11 58
g38-g60-normed 11 13992
g38-g66-normed 11 60
g38-g73-normed 11 29128
g38-g82-normed 11 324
g38-g86-normed 11 308
g38-g93-normed 11 1000001
g39-g58-normed 11 1000000
g39-g59-normed 11 905908
g39-g60-normed 11 1000000
g39-g66-normed 11 1000000
g39-g73-normed 11 1000000
g39-g82-normed 11 1000001
g39-g86-normed 11 1000001
g39-g93-normed 11 1000002
g4-g58-normed 11 11
g4-g59-normed 11 11
g4-g60-normed 11 21
g4-g66-normed 11 36
g4-g73-normed 11 63
g4-g82-normed 11 315
g4-g86-normed 11 219
g4-g93-normed 11 1000001
g40-g58-normed 11 25
g40-g59-normed 11 25
g40-g60-normed 11 29
g40-g66-normed 11 74
g40-g73-normed 11 93
g40-g82-normed 11 324
g40-g86-normed 11 251
g40-g93-normed 11 1000001
g41-g58-normed 11 76625
g41-g59-normed 11 49362
g41-g60-normed 11 1000000
g41-g66-normed 11 1000000
g41-g73-normed 11 1000000
g41-g82-normed 11 1000001
g41-g86-normed 11 2097
g41-g93-normed 11 1000002
g42-g58-normed 11 393858
g42-g59-normed 11 21
g42-g60-normed 11 1000000
g42-g66-normed 11 317
g42-g73-normed 11 1000000
g42-g82-normed 11 422
g42-g86-normed 11 300
g42-g93-normed 11 1000002
g43-g58-normed 11 21
g43-g59-normed 11 21
g43-g60-normed 11 4195
g43-g66-normed 11 81
