instance family sequential-d2-induced-except-5
g6-g28 2 180318
g6-g29 2 4
g6-g30 2 4
g6-g31 2 4
g6-g32 2 11
g6-g33 2 3
g6-g37 2 5
g6-g38 2 1000000
g6-g40 2 1000000
g6-g41 2 3
g6-g42 2 3
g6-g43 2 5
g6-g44 2 6
g6-g45 2 7
g6-g46 2 6
g6-g47 2 8
g6-g48 2 6
g6-g49 2 7
g6-g50 2 1000000
g6-g7 2 0
g7-g11 2 5
g7-g12 2 1
g7-g13 2 1
g7-g14 2 0
g7-g15 2 5
g7-g16 2 11
g7-g20 2 25962
g7-g21 2 52
g7-g22 2 3
g7-g23 2 34
g7-g25 2 5
g7-g26 2 41
g7-g27 2 262
g7-g28 2 1
g7-g29 2 27772
g7-g30 2 16205
g7-g31 2 61740
g7-g32 2 11
g7-g33 2 2
g7-g37 2 105
g7-g38 2 2
g7-g40 2 1000000
g7-g41 2 4
g7-g42 2 43
g7-g43 2 828
g7-g44 2 27429
g7-g45 2 11250
g7-g46 2 4824
g7-g47 2 4257
g7-g48 2 8281
g7-g49 2 1306
g7-g50 2 21271
g8-g10 2 786
g8-g11 2 8723
g8-g12 2 8505
g8-g13 2 1719
g8-g14 2 1456
g8-g15 2 2009
g8-g16 2 5
g8-g19 2 41044
g8-g20 2 1000000
g8-g21 2 5
g8-g22 2 4567
g8-g23 2 36321
g8-g25 2 443
g8-g26 2 47223
g8-g27 2 124971
g8-g28 2 455
g8-g29 2 1000000
g8-g30 2 1000000
g8-g31 2 1000000
g8-g32 2 11
g8-g33 2 9093
g8-g35 2 7464
g8-g36 2 57280
g8-g37 2 15
g8-g38 2 2987
g8-g40 2 1000000
g8-g41 2 25073
g8-g42 2 1000000
g8-g43 2 1000000
g8-g44 2 116
g8-g45 2 241
g8-g46 2 24
g8-g47 2 16
g8-g48 2 24
g8-g49 2 7909
g8-g50 2 1000000
g8-g9 2 237
g9-g10 2 11144
g9-g11 2 9929
g9-g12 2 119422
g9-g13 2 1000000
g9-g14 2 169041
g9-g15 2 1000000
g9-g16 2 1000000
g9-g20 2 899021
g9-g21 2 3
g9-g22 2 1000000
g9-g23 2 4
g9-g25 2 1000000
g9-g26 2 67
g9-g27 2 5
g9-g28 2 461867
g9-g29 2 1000000
g9-g30 2 1000000
g9-g31 2 1000000
g9-g32 2 11
g9-g33 2 1000000
g9-g37 2 1000000
g9-g38 2 1000000
g9-g40 2 1000000
g9-g41 2 1000000
g9-g42 2 10
g9-g43 2 8
g9-g44 2 1000000
g9-g45 2 1000000
g9-g46 2 1000000
g9-g47 2 1000000
g9-g48 2 1000000
g9-g49 2 1000000
g9-g50 2 1000000
images-CVIU11-1-119 8 1000004
images-CVIU11-1-131 8 1000005
images-CVIU11-1-50 8 1000006
images-CVIU11-1-81 8 1000005
images-CVIU11-10-110 8 1000004
images-CVIU11-10-139 8 1000001
images-CVIU11-10-20 8 1000003
images-CVIU11-10-50 8 1000004
images-CVIU11-10-58 8 1000002
images-CVIU11-10-60 8 1000004
images-CVIU11-10-93 8 1000005
images-CVIU11-11-4 8 9241
images-CVIU11-11-72 8 10540
images-CVIU11-11-8 8 5940
images-CVIU11-12-115 8 1000003
images-CVIU11-12-137 8 1000001
images-CVIU11-12-141 8 1000002
images-CVIU11-12-4 8 1000011
images-CVIU11-13-11 8 1000001
images-CVIU11-13-118 8 1000007
images-CVIU11-13-128 8 1000006
images-CVIU11-13-13 8 1000011
images-CVIU11-13-30 8 1000007
images-CVIU11-13-46 8 1000002
images-CVIU11-13-7 8 1000017
images-CVIU11-14-106 8 1000006
images-CVIU11-14-146 8 1000012
images-CVIU11-14-16 8 1000005
images-CVIU11-14-31 8 1000005
images-CVIU11-14-63 8 1000006
images-CVIU11-14-96 8 1000001
images-CVIU11-15-146 8 13102
images-CVIU11-16-143 8 1000004
images-CVIU11-16-37 8 1000015
images-CVIU11-16-55 8 1000005
images-CVIU11-17-107 8 68262
images-CVIU11-17-14 8 2765
images-CVIU11-17-82 8 17751
images-CVIU11-18-137 8 1000001
images-CVIU11-18-139 8 1000002
images-CVIU11-18-27 8 1000003
images-CVIU11-18-33 8 1000021
images-CVIU11-18-82 8 1000003
images-CVIU11-18-85 8 1000011
images-CVIU11-19-129 8 1000001
images-CVIU11-19-131 8 1000006
images-CVIU11-2-24 8 1000002
images-CVIU11-2-33 8 1000021
images-CVIU11-2-50 8 1000014
images-CVIU11-2-54 8 1000007
images-CVIU11-2-60 8 1000003
images-CVIU11-2-63 8 1000015
images-CVIU11-2-79 8 1000003
images-CVIU11-20-134 8 4638
images-CVIU11-20-31 8 9555
images-CVIU11-20-46 8 7550
images-CVIU11-20-72 8 10739
images-CVIU11-20-88 8 12244
images-CVIU11-21-102 8 1000008
images-CVIU11-21-119 8 1000003
images-CVIU11-21-9 8 1000006
images-CVIU11-22-100 8 1000001
images-CVIU11-22-107 8 1000007
images-CVIU11-22-110 8 1000003
images-CVIU11-22-118 8 1000010
images-CVIU11-22-12 8 1000012
images-CVIU11-23-113 8 1000002
images-CVIU11-23-143 8 1000001
images-CVIU11-23-48 8 1000004
images-CVIU11-24-113 8 10869
images-CVIU11-24-49 8 15100
images-CVIU11-24-5 8 306609
images-CVIU11-24-77 8 40620
images-CVIU11-25-139 8 1000001
images-CVIU11-25-61 8 1000007
images-CVIU11-25-66 8 1000002
images-CVIU11-25-70 8 1000004
images-CVIU11-25-77 8 1000003
images-CVIU11-25-97 8 1000002
images-CVIU11-26-106 8 1000008
images-CVIU11-26-129 8 2450
images-CVIU11-26-138 8 1000017
images-CVIU11-26-15 8 1000001
images-CVIU11-26-57 8 1000018
images-CVIU11-26-70 8 1000011
images-CVIU11-26-71 8 1000010
images-CVIU11-26-75 8 1000017
images-CVIU11-26-77 8 1000017
images-CVIU11-26-78 8 1000004
images-CVIU11-27-125 8 1000013
images-CVIU11-27-137 8 1000004
images-CVIU11-27-144 8 1000006
images-CVIU11-27-17 8 1000014
images-CVIU11-27-36 8 1000002
images-CVIU11-28-130 8 1000001
images-CVIU11-28-135 8 1000001
images-CVIU11-28-99 8 1000010
images-CVIU11-29-107 8 6156
images-CVIU11-29-112 8 5116
images-CVIU11-29-114 8 2165
images-CVIU11-29-116 8 26787
images-CVIU11-29-12 8 10717
images-CVIU11-29-21 8 10084
images-CVIU11-29-3 8 15011
images-CVIU11-29-39 8 7103
images-CVIU11-29-75 8 24104
images-CVIU11-29-76 8 25023
images-CVIU11-29-79 8 3286
images-CVIU11-29-8 8 9203
images-CVIU11-29-82 8 11660
images-CVIU11-3-106 8 1000008
images-CVIU11-3-138 8 1000004
images-CVIU11-3-37 8 1000016
images-CVIU11-3-48 8 1000004
images-CVIU11-3-56 8 1000001
images-CVIU11-3-74 8 1000012
images-CVIU11-30-1 8 1000009
images-CVIU11-30-11 8 1000002
images-CVIU11-30-115 8 1000003
images-CVIU11-30-12 8 1000006
images-CVIU11-30-42 8 1000005
images-CVIU11-30-66 8 1000003
images-CVIU11-31-105 8 1000005
images-CVIU11-31-109 8 1000004
images-CVIU11-31-26 8 1000001
images-CVIU11-31-31 8 1000010
images-CVIU11-31-39 8 1000003
images-CVIU11-33-109 8 1000009
images-CVIU11-33-59 8 1000017
images-CVIU11-33-71 8 1000004
images-CVIU11-33-86 8 1000003
images-CVIU11-33-88 8 1000011
images-CVIU11-33-93 8 1000002
images-CVIU11-34-106 8 7209
images-CVIU11-34-135 8 4813
images-CVIU11-34-88 8 12320
images-CVIU11-34-9 8 5913
images-CVIU11-35-141 8 41686
images-CVIU11-35-68 8 1000019
images-CVIU11-36-11 8 1000002
images-CVIU11-36-112 8 1000001
images-CVIU11-36-140 8 1000001
images-CVIU11-37-140 8 1000002
images-CVIU11-37-146 8 1000003
images-CVIU11-37-41 8 1000003
images-CVIU11-37-54 8 1000003
images-CVIU11-37-70 8 1000014
images-CVIU11-37-84 8 1000001
images-CVIU11-38-1 8 1000011
images-CVIU11-38-10 8 1000007
images-CVIU11-38-131 8 1000001
images-CVIU11-38-23 8 1000003
images-CVIU11-38-71 8 1000003
images-CVIU11-38-78 8 1000017
images-CVIU11-39-107 8 1000003
images-CVIU11-39-114 8 1000002
images-CVIU11-39-37 8 1000011
images-CVIU11-39-68 8 1000003
images-CVIU11-39-80 8 1000006
images-CVIU11-4-42 8 1000004
images-CVIU11-4-50 8 1000018
images-CVIU11-40-126 8 1000001
images-CVIU11-40-136 8 1000006
images-CVIU11-40-139 8 1000001
images-CVIU11-40-23 8 1000004
images-CVIU11-40-46 8 1000009
images-CVIU11-40-8 8 1000003
images-CVIU11-41-113 8 1000001
images-CVIU11-41-4 8 1000003
images-CVIU11-41-86 8 1000002
images-CVIU11-41-88 8 1000013
images-CVIU11-42-112 8 1000002
images-CVIU11-42-122 8 1000003
images-CVIU11-42-53 8 1000001
images-CVIU11-42-68 8 1000003
images-CVIU11-42-78 8 1000018
images-CVIU11-42-80 8 1000001
images-CVIU11-42-88 8 1000003
images-CVIU11-43-112 8 1000003
images-CVIU11-43-65 8 1000004
images-CVIU11-43-76 8 1000012
images-CVIU11-44-119 8 1000003
images-CVIU11-44-20 8 1000013
images-CVIU11-44-84 8 1000001
images-CVIU11-44-98 8 1000003
images-CVIU11-5-134 8 1000006
images-CVIU11-5-19 8 1000018
images-CVIU11-5-62 8 1000003
images-CVIU11-6-119 8 1000003
images-CVIU11-6-25 8 1000006
images-CVIU11-6-58 8 1000003
images-CVIU11-7-56 8 1000002
images-CVIU11-7-96 8 1000005
images-CVIU11-8-120 8 1000010
images-CVIU11-8-129 8 1000001
images-CVIU11-8-130 8 1000001
images-CVIU11-8-20 8 1000003
images-CVIU11-8-68 8 1000003
images-CVIU11-8-83 8 1000004
images-CVIU11-9-110 8 1000006
meshes-CVIU11-1-106 10 3625
meshes-CVIU11-1-120 10 41482
meshes-CVIU11-1-149 10 179865
meshes-CVIU11-1-170 10 10742
meshes-CVIU11-1-175 10 3982
meshes-CVIU11-1-187 10 396764
meshes-CVIU11-1-188 10 179923
meshes-CVIU11-1-20 10 14927
meshes-CVIU11-1-205 10 17365
meshes-CVIU11-1-206 10 341731
meshes-CVIU11-1-220 10 11926
meshes-CVIU11-1-223 10 437479
meshes-CVIU11-1-225 10 32079
meshes-CVIU11-1-250 10 16066
meshes-CVIU11-1-278 10 2652
meshes-CVIU11-1-279 10 5193
meshes-CVIU11-1-282 10 26785
meshes-CVIU11-1-283 10 972805
meshes-CVIU11-1-294 10 321067
meshes-CVIU11-1-305 10 4092
meshes-CVIU11-1-314 10 1000017
meshes-CVIU11-1-318 10 1000009
meshes-CVIU11-1-34 10 410321
meshes-CVIU11-1-357 10 14130
meshes-CVIU11-1-360 10 93317
meshes-CVIU11-1-368 10 1000003
meshes-CVIU11-1-37 10 7524
meshes-CVIU11-1-397 10 320739
meshes-CVIU11-1-410 10 4213
meshes-CVIU11-1-424 10 230706
meshes-CVIU11-1-431 10 490142
meshes-CVIU11-1-461 10 1000014
meshes-CVIU11-1-466 10 3817
meshes-CVIU11-1-489 10 556006
meshes-CVIU11-1-511 10 946118
meshes-CVIU11-1-63 10 98712
meshes-CVIU11-1-88 10 18396
meshes-CVIU11-2-100 10 595981
meshes-CVIU11-2-108 10 15140
meshes-CVIU11-2-11 10 20086
meshes-CVIU11-2-121 10 6372
meshes-CVIU11-2-13 10 125515
meshes-CVIU11-2-137 10 20030
meshes-CVIU11-2-177 10 12474
meshes-CVIU11-2-211 10 58922
meshes-CVIU11-2-223 10 279780
meshes-CVIU11-2-233 10 70800
meshes-CVIU11-2-245 10 10129
meshes-CVIU11-2-246 10 122635
meshes-CVIU11-2-248 10 80484
meshes-CVIU11-2-267 10 288327
meshes-CVIU11-2-3 10 20025
meshes-CVIU11-2-300 10 20488
meshes-CVIU11-2-304 10 18799
meshes-CVIU11-2-305 10 4268
meshes-CVIU11-2-317 10 9331
meshes-CVIU11-2-321 10 192296
meshes-CVIU11-2-324 10 52240
meshes-CVIU11-2-349 10 850
meshes-CVIU11-2-35 10 4463
meshes-CVIU11-2-353 10 754890
meshes-CVIU11-2-354 10 93730
meshes-CVIU11-2-365 10 78953
meshes-CVIU11-2-447 10 1000002
meshes-CVIU11-2-449 10 470783
meshes-CVIU11-2-462 10 2318
meshes-CVIU11-2-484 10 1000009
meshes-CVIU11-2-487 10 195534
meshes-CVIU11-2-493 10 235874
meshes-CVIU11-2-503 10 22666
meshes-CVIU11-2-511 10 1000004
meshes-CVIU11-2-513 10 3727
meshes-CVIU11-2-52 10 4407
meshes-CVIU11-2-54 10 35555
meshes-CVIU11-2-6 10 122497
meshes-CVIU11-2-76 10 179815
meshes-CVIU11-2-80 10 68746
meshes-CVIU11-3-100 10 79802
meshes-CVIU11-3-12 10 1000000
meshes-CVIU11-3-130 10 10797
meshes-CVIU11-3-139 10 36283
meshes-CVIU11-3-147 10 1484
meshes-CVIU11-3-151 10 62317
meshes-CVIU11-3-158 10 73845
meshes-CVIU11-3-16 10 1000001
meshes-CVIU11-3-17 10 1000002
meshes-CVIU11-3-190 10 1000001
meshes-CVIU11-3-193 10 1000004
meshes-CVIU11-3-195 10 1000006
meshes-CVIU11-3-213 10 1000000
meshes-CVIU11-3-218 10 1000002
meshes-CVIU11-3-220 10 1000000
meshes-CVIU11-3-23 10 1000003
meshes-CVIU11-3-242 10 10373
meshes-CVIU11-3-246 10 2562
meshes-CVIU11-3-251 10 205
meshes-CVIU11-3-289 10 1000000
meshes-CVIU11-3-290 10 1000000
meshes-CVIU11-3-313 10 9528
meshes-CVIU11-3-325 10 8440
meshes-CVIU11-3-35 10 1000000
meshes-CVIU11-3-357 10 326
meshes-CVIU11-3-381 10 1000000
meshes-CVIU11-3-408 10 1000000
meshes-CVIU11-3-431 10 28200
meshes-CVIU11-3-434 10 132326
meshes-CVIU11-3-448 10 8223
meshes-CVIU11-3-45 10 1449
meshes-CVIU11-3-457 10 1000002
meshes-CVIU11-3-484 10 14717
meshes-CVIU11-3-501 10 11749
meshes-CVIU11-3-503 10 1000001
meshes-CVIU11-3-511 10 18430
meshes-CVIU11-3-512 10 4594
meshes-CVIU11-3-513 10 1000001
meshes-CVIU11-3-526 10 1930
meshes-CVIU11-3-59 10 680
meshes-CVIU11-3-7 10 1000001
meshes-CVIU11-3-97 10 20865
meshes-CVIU11-3-98 10 1000018
meshes-CVIU11-4-114 10 1000001
meshes-CVIU11-4-129 10 1000009
meshes-CVIU11-4-135 10 13157
meshes-CVIU11-4-166 10 49848
meshes-CVIU11-4-168 10 1000003
meshes-CVIU11-4-206 10 1000007
meshes-CVIU11-4-213 10 393277
meshes-CVIU11-4-228 10 1000007
meshes-CVIU11-4-248 10 1000001
meshes-CVIU11-4-268 10 1000003
meshes-CVIU11-4-311 10 1000003
meshes-CVIU11-4-313 10 1000005
meshes-CVIU11-4-325 10 246209
meshes-CVIU11-4-341 10 745315
meshes-CVIU11-4-387 10 1000002
meshes-CVIU11-4-441 10 1000002
meshes-CVIU11-4-45 10 1000001
meshes-CVIU11-4-46 10 830025
meshes-CVIU11-4-471 10 1000002
meshes-CVIU11-4-487 10 1000013
meshes-CVIU11-4-501 10 1000003
meshes-CVIU11-4-80 10 1000005
meshes-CVIU11-5-102 10 319150
meshes-CVIU11-5-115 10 31597
meshes-CVIU11-5-121 10 11971
meshes-CVIU11-5-147 10 597075
meshes-CVIU11-5-148 10 681226
meshes-CVIU11-5-163 10 553340
meshes-CVIU11-5-182 10 52005
meshes-CVIU11-5-188 10 289697
meshes-CVIU11-5-191 10 1000004
meshes-CVIU11-5-200 10 19305
meshes-CVIU11-5-212 10 425893
meshes-CVIU11-5-216 10 77672
meshes-CVIU11-5-223 10 699889
meshes-CVIU11-5-244 10 315333
meshes-CVIU11-5-283 10 1000014
meshes-CVIU11-5-286 10 30442
meshes-CVIU11-5-304 10 25416
meshes-CVIU11-5-306 10 1000004
meshes-CVIU11-5-315 10 6914
meshes-CVIU11-5-333 10 550214
meshes-CVIU11-5-34 10 630988
meshes-CVIU11-5-36 10 1000008
meshes-CVIU11-5-409 10 24688
meshes-CVIU11-5-433 10 199433
meshes-CVIU11-5-464 10 999680
meshes-CVIU11-5-468 10 229429
meshes-CVIU11-5-488 10 939951
meshes-CVIU11-5-517 10 1000010
meshes-CVIU11-5-59 10 134571
meshes-CVIU11-5-73 10 114314
meshes-CVIU11-5-99 10 867872
meshes-CVIU11-6-102 10 84390
meshes-CVIU11-6-150 10 856933
meshes-CVIU11-6-151 10 13148
meshes-CVIU11-6-163 10 87479
meshes-CVIU11-6-194 10 18279
meshes-CVIU11-6-211 10 5424
meshes-CVIU11-6-265 10 485
meshes-CVIU11-6-293 10 78
meshes-CVIU11-6-303 10 115622
meshes-CVIU11-6-306 10 1000005
meshes-CVIU11-6-314 10 134809
meshes-CVIU11-6-325 10 1402
meshes-CVIU11-6-338 10 45
meshes-CVIU11-6-345 10 5088
meshes-CVIU11-6-400 10 22440
meshes-CVIU11-6-438 10 41578
meshes-CVIU11-6-443 10 29363
meshes-CVIU11-6-485 10 26457
meshes-CVIU11-6-498 10 1056
meshes-CVIU11-6-523 10 1296
meshes-CVIU11-6-528 10 83338
meshes-CVIU11-6-56 10 7786
meshes-CVIU11-6-58 10 803
meshes-CVIU11-6-65 10 36419
meshes-CVIU11-6-68 10 69692
meshes-CVIU11-6-77 10 7798
meshes-CVIU11-6-81 10 8686
PR15-1 9 349170
PR15-2 9 14652
PR15-3 9 14554
PR15-4 9 14458
PR15-5 9 14943
PR15-6 9 23233
PR15-7 9 33678
PR15-8 9 14493
PR15-9 9 16187
PR15-10 9 14501
PR15-11 9 14491
PR15-12 9 14878
PR15-13 9 18482
PR15-14 9 19052
PR15-15 9 63242
PR15-16 9 14466
PR15-17 9 14492
PR15-18 9 14602
PR15-19 9 14707
PR15-20 9 14588
PR15-21 9 14779
PR15-22 9 14539
PR15-23 9 14591
PR15-24 9 26363
g10-g100 11 1000002
g10-g101 11 1000002
g10-g102 11 1000001
g10-g103 11 1000003
g10-g104 11 1000002
g10-g105 11 1000002
g10-g106 11 1000003
g10-g107 11 1000002
g10-g108 11 1000011
g10-g109 11 1000003
g10-g110 11 1000005
g10-g111 11 1000012
g10-g112 11 1000022
g10-g51 11 1000000
g10-g52 11 1000000
g10-g53 11 1000000
g10-g54 11 1000000
g10-g55 11 1000000
g10-g56 11 1000000
g10-g57 11 1216
g10-g61 11 1000000
g10-g62 11 1000000
g10-g63 11 62
g10-g64 11 809091
g10-g65 11 1000003
g10-g67 11 1000000
g10-g68 11 78
g10-g69 11 1000000
g10-g70 11 1000000
g10-g71 11 1000000
g10-g72 11 690091
g10-g74 11 1000000
g10-g75 11 1000000
g10-g76 11 1000000
g10-g77 11 1000000
g10-g78 11 1000001
g10-g79 11 1000000
g10-g80 11 79967
g10-g81 11 1000000
g10-g83 11 1000000
g10-g84 11 1000001
g10-g85 11 1000000
g10-g87 11 1000000
g10-g88 11 1000002
g10-g89 11 1000001
g10-g90 11 1000002
g10-g91 11 1000001
g10-g92 11 1000001
g10-g94 11 1000004
g10-g95 11 1000001
g10-g96 11 1000002
g10-g97 11 1000001
g10-g98 11 1000004
g10-g99 11 1000002
g11-g100 11 2633
g11-g101 11 1000003
g11-g102 11 1000001
g11-g103 11 1000001
g11-g104 11 974200
g11-g105 11 981370
g11-g106 11 1000005
g11-g107 11 1000004
g11-g108 11 1000012
g11-g109 11 1000019
g11-g110 11 1000004
g11-g111 11 1000013
g11-g112 11 1000034
g11-g51 11 4943
g11-g52 11 23415
g11-g53 11 7072
g11-g54 11 1000000
g11-g55 11 530126
g11-g56 11 1000000
g11-g57 11 27
g11-g61 11 2975
g11-g62 11 1000000
g11-g63 11 1000000
g11-g64 11 1000000
g11-g65 11 1000000
g11-g67 11 163332
g11-g68 11 1000000
g11-g69 11 9437
g11-g70 11 1716
g11-g71 11 10362
g11-g72 11 2596
g11-g74 11 1000001
g11-g75 11 1000000
g11-g76 11 1000000
g11-g77 11 1000000
g11-g78 11 314
g11-g79 11 1000000
g11-g80 11 403
g11-g81 11 1000000
g11-g83 11 1000000
g11-g84 11 822
g11-g85 11 4435
g11-g87 11 1000001
g11-g88 11 1000001
g11-g89 11 13192
g11-g90 11 1000002
g11-g91 11 49739
g11-g92 11 65324
g11-g94 11 1000001
g11-g95 11 9543
g11-g96 11 15273
g11-g97 11 12298
g11-g98 11 44845
g11-g99 11 45191
g12-g100 11 1309
g12-g101 11 1658
g12-g102 11 1688
g12-g103 11 1768
g12-g104 11 5706
g12-g105 11 5545
g12-g106 11 13554
g12-g107 11 12994
g12-g108 11 16774
g12-g109 11 16651
g12-g110 11 1000016
g12-g111 11 26413
g12-g112 11 38055
g12-g51 11 218
g12-g52 11 6
g12-g53 11 16
g12-g54 11 556
g12-g55 11 20
g12-g56 11 1903
g12-g57 11 12
g12-g61 11 19
g12-g62 11 184
g12-g63 11 992
g12-g64 11 1000000
g12-g65 11 44
g12-g67 11 38
g12-g68 11 999752
g12-g69 11 48
g12-g70 11 45
g12-g71 11 49
g12-g72 11 53
g12-g74 11 1000001
g12-g75 11 1000000
g12-g76 11 1000001
g12-g77 11 1000000
g12-g78 11 28571
g12-g79 11 135
g12-g80 11 158
g12-g81 11 261
g12-g83 11 256
g12-g84 11 1000001
g12-g85 11 241
g12-g87 11 407
g12-g88 11 2413
g12-g89 11 285
g12-g90 11 643
g12-g91 11 591
g12-g92 11 787
g12-g94 11 1109
g12-g95 11 1323
g12-g96 11 1385
g12-g97 11 1390
g12-g98 11 1354
g12-g99 11 1351
g13-g100 11 1334
g13-g101 11 1695
g13-g102 11 1857
g13-g103 11 1797
g13-g104 11 1000002
g13-g105 11 1000004
g13-g106 11 1000014
g13-g107 11 1000005
g13-g108 11 1000003
g13-g109 11 16919
g13-g110 11 43060
g13-g111 11 1000017
g13-g112 11 1000020
g13-g51 11 1000000
g13-g52 11 9
g13-g53 11 20782
g13-g54 11 70
g13-g55 11 36
g13-g56 11 80
g13-g57 11 13
g13-g61 11 21
g13-g62 11 44
g13-g63 11 1000000
g13-g64 11 1000000
g13-g65 11 342
g13-g67 11 40
g13-g68 11 1000000
g13-g69 11 54
g13-g70 11 48
g13-g71 11 79
g13-g72 11 86
g13-g74 11 151
g13-g75 11 954
g13-g76 11 2996
g13-g77 11 5243
g13-g78 11 587
g13-g79 11 180
g13-g80 11 165
g13-g81 11 1437
g13-g83 11 267
g13-g84 11 7174
g13-g85 11 253
g13-g87 11 579
g13-g88 11 703
g13-g89 11 285
g13-g90 11 565
g13-g91 11 1000001
g13-g92 11 1000001
g13-g94 11 1175
g13-g95 11 1643
g13-g96 11 1417
g13-g97 11 1435
g13-g98 11 1687
g13-g99 11 1634
g14-g100 11 1328
g14-g101 11 1738
g14-g102 11 3292
g14-g103 11 32844
g14-g104 11 1000002
g14-g105 11 1000005
g14-g106 11 1000011
g14-g107 11 1000009
g14-g108 11 1000014
g14-g109 11 17360
g14-g110 11 234241
g14-g111 11 1000004
g14-g112 11 1000014
g14-g51 11 1000000
g14-g52 11 49
g14-g53 11 1000000
g14-g54 11 353
g14-g55 11 169
g14-g56 11 407
g14-g57 11 13
g14-g61 11 75
g14-g62 11 176
g14-g63 11 1000000
g14-g64 11 1000000
g14-g65 11 2484
g14-g67 11 45
g14-g68 11 1000000
g14-g69 11 326
g14-g70 11 53
g14-g71 11 315
g14-g72 11 205461
g14-g74 11 628
g14-g75 11 8354
g14-g76 11 38636
g14-g77 11 77273
g14-g78 11 3148
g14-g79 11 663
g14-g80 11 167
g14-g81 11 9662
g14-g83 11 2179
g14-g84 11 101262
g14-g85 11 255
g14-g87 11 2671
g14-g88 11 3394
g14-g89 11 353
g14-g90 11 1004
g14-g91 11 3177
g14-g92 11 25788
g14-g94 11 1427
g14-g95 11 1000001
g14-g96 11 1000003
g14-g97 11 1000001
g14-g98 11 1000002
g14-g99 11 1000003
g15-g100 11 1320
g15-g101 11 1695
g15-g102 11 1723
g15-g103 11 1794
g15-g104 11 76404
g15-g105 11 76181
g15-g106 11 1000002
g15-g107 11 1000005
g15-g108 11 1000005
g15-g109 11 16889
g15-g110 11 29527
g15-g111 11 1000003
g15-g112 11 38364
g15-g51 11 152946
g15-g52 11 6
g15-g53 11 300
g15-g54 11 27
g15-g55 11 17
g15-g56 11 29
g15-g57 11 13
g15-g61 11 21
g15-g62 11 36
g15-g63 11 189712
g15-g64 11 1000000
g15-g65 11 45
g15-g67 11 40
g15-g68 11 1000000
g15-g69 11 51
g15-g70 11 48
g15-g71 11 51
g15-g72 11 59
g15-g74 11 116
g15-g75 11 250
g15-g76 11 535
g15-g77 11 827
g15-g78 11 181
g15-g79 11 182
g15-g80 11 165
g15-g81 11 264
g15-g83 11 259
g15-g84 11 1505
g15-g85 11 251
g15-g87 11 373
g15-g88 11 417
g15-g89 11 285
g15-g90 11 564
g15-g91 11 614
g15-g92 11 824
g15-g94 11 1135
g15-g95 11 1370
g15-g96 11 1381
g15-g97 11 1352
g15-g98 11 1467
g15-g99 11 1489
g16-g100 11 1306
g16-g101 11 43224
g16-g102 11 821080
g16-g103 11 1000002
g16-g104 11 807402
g16-g105 11 811034
g16-g106 11 1000004
g16-g107 11 1000002
g16-g108 11 1000015
g16-g109 11 216079
g16-g110 11 1000011
g16-g111 11 1000019
g16-g112 11 225588
g16-g51 11 6383
g16-g52 11 488
g16-g53 11 24456
g16-g54 11 17363
g16-g55 11 12058
g16-g56 11 20982
g16-g57 11 12
g16-g61 11 2533
g16-g62 11 5868
g16-g63 11 1000000
g16-g64 11 1000000
g16-g65 11 120969
g16-g67 11 2852
g16-g68 11 1000000
g16-g69 11 6337
g16-g70 11 136
g16-g71 11 7287
g16-g72 11 1533
g16-g74 11 64290
g16-g75 11 1000001
g16-g76 11 1000001
g16-g77 11 1000000
g16-g78 11 209274
g16-g79 11 10707
g16-g80 11 178
g16-g81 11 490214
g16-g83 11 390451
g16-g84 11 1000000
g16-g85 11 256
g16-g87 11 72240
g16-g88 11 147692
g16-g89 11 508
g16-g90 11 220601
g16-g91 11 11739
g16-g92 11 14341
g16-g94 11 111724
g16-g95 11 5127
g16-g96 11 6996
g16-g97 11 4079
g16-g98 11 19928
g16-g99 11 20750
g17-g100 11 1000001
g17-g101 11 1000002
g17-g102 11 1000001
g17-g103 11 1000006
g17-g104 11 1000006
g17-g105 11 1000002
g17-g106 11 1000004
g17-g107 11 1000009
g17-g108 11 1000013
g17-g109 11 1000003
g17-g110 11 23055
g17-g111 11 1000004
g17-g112 11 1000017
g17-g51 11 1000000
g17-g52 11 1000000
g17-g53 11 1000000
g17-g54 11 1000000
g17-g55 11 1000000
g17-g56 11 1000000
g17-g57 11 19558
g17-g61 11 1000000
g17-g62 11 1000000
g17-g63 11 1000000
g17-g64 11 1000000
g17-g65 11 1000000
g17-g67 11 1000000
g17-g68 11 1000000
g17-g69 11 1000000
g17-g70 11 1000000
g17-g71 11 1000000
g17-g72 11 1000000
g17-g74 11 1000001
g17-g75 11 1000001
g17-g76 11 1000000
g17-g77 11 1000001
g17-g78 11 144
g17-g79 11 2770
g17-g80 11 1000001
g17-g81 11 1000000
g17-g83 11 281
g17-g84 11 1000001
g17-g85 11 1000000
g17-g87 11 6087
g17-g88 11 3747
g17-g89 11 1000004
g17-g90 11 771
g17-g91 11 1000001
g17-g92 11 1000002
g17-g94 11 1396
g17-g95 11 1000003
g17-g96 11 1000002
g17-g97 11 1000001
g17-g98 11 1000001
g17-g99 11 1000001
g18-g100 11 1000001
g18-g101 11 1000002
g18-g102 11 1000002
g18-g103 11 1000003
g18-g104 11 1000002
g18-g105 11 1000002
g18-g106 11 1000011
g18-g107 11 1000002
g18-g108 11 1000010
g18-g109 11 1000003
g18-g110 11 1000016
g18-g111 11 1000015
g18-g112 11 1000022
g18-g51 11 485010
